Username,Checked,Status count,Start date,Favorites,Location,Website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPEconomy,1,13611,4/21/09 18:12,2,"Washington, D.C.",http://thinkprogress.org/economy/issue/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCainBlogette,1,7106,3/7/09 7:49,3,New York City,http://mccainblogette.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
igorvolsky,1,6418,8/26/08 20:17,2,"Washington, DC",http://www.thinkprogress.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJentleson,1,1906,11/18/08 15:47,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JillFilipovic,1,8474,9/20/08 14:36,47,"Brooklyn, NY",http://feministe.us/blog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millerben,1,1892,3/26/08 14:07,18,Washington D.C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lehmannchris,1,3142,1/12/08 15:22,0,The D of C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jbesser,1,1169,8/11/08 12:13,1,"Washington, DC",http://www.thejewishweek.com/blogs/political_insider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wefollow,1,12,12/31/08 4:17,0,"San Francisco, CA",http://wefollow.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NorahODonnell,1,2186,2/17/09 18:02,11,"Washington, D.C.",http://tinyurl.com/http-norahcbs-com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mattizcoop,1,6214,12/20/07 20:53,225,"Washington D.C., mostly",http://www.blip.fm/mattizcoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joannafaye,1,9355,6/16/08 15:22,0,Washington DC,http://lunarmassagedc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chrislhayes,1,17709,4/11/07 16:43,3,Brooklyn,http://up.msnbc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbeutler,1,1677,7/30/07 3:38,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bittman,1,3541,2/13/09 15:36,13,New York City,http://bittman.blogs.nytimes.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ezraklein,1,11674,1/5/09 4:02,42,DC,http://voices.washingtonpost.com/ezra-klein/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mercedesmontag,1,47,5/21/08 3:23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anamariecox,1,15307,12/29/07 20:44,68,"St. Paul, MN",http://anamariecox.typepad.com/ana_marie_cox/so-youre-following-me-on-twitter.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alxnichols,1,156,4/1/08 4:04,0,"washington, dc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maddow,1,1447,9/4/08 15:02,1,"New York, NY USA",http://rachel.msnbc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AriBerman,1,6275,8/23/08 1:46,51,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
colinmeloy,1,2035,1/12/09 17:12,3,"Portland, OR",http://www.wildwoodchronicles.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
myglesias,1,2898,7/30/07 3:03,2,"Washington, DC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
attackerman,1,17339,8/25/08 5:48,77,D.C.,http://www.wired.com/dangerroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amyphillips,1,463,8/22/07 6:50,12,"Washington, DC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cruelsommer,1,1787,8/7/07 2:23,1,"Washington, DC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
badler,1,6337,7/6/08 18:05,43,"Brooklyn, NYC",http://www.thenation.com/authors/ben-adler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jmtheodore,1,312,8/26/08 2:24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acmarek,1,409,4/10/07 22:55,0,London,http://londonethniceating.blogspot.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phoebedoris,1,6430,6/17/08 13:08,71,The District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akmattos,1,7266,12/28/07 22:45,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeisman,1,1499,3/8/08 20:25,4,Washington DC,http://www.HealthCare.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FarrahZughni,1,3548,1/28/08 14:54,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linshelgro,1,2475,10/1/07 18:50,10,"washington, DC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lanabear,1,1264,8/20/08 14:34,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlyssaRosenberg,1,16592,11/5/08 0:17,13,"Washington, DC",http://thinkprogress.org/alyssa/issue/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benwikler,1,488,3/9/07 22:36,36,"Brooklyn, NY",http://benwikler.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spackerman,1,2101,8/16/07 13:44,2,DC,http://www.attackerman.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ethanpollack,1,671,5/19/08 5:00,1,"Washington, DC",http://www.epi.org/people/ethan-pollack/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chrischrischris,1,423,10/30/07 18:45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ficke,1,1381,8/4/07 18:16,0,"Washington, DC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sasara,1,532,8/7/07 3:11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sethdmichaels,1,14650,4/22/08 17:51,41," W A-S-H I-N-G T-O-N baby, DC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
michellekc,1,1136,8/8/08 14:00,2,"washington, dc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dredgereport,1,2059,9/20/07 0:12,18,"Portland, OR",http://dredgereport.wordpress.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mquirk,1,23,10/24/08 19:27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DanaGoldstein,1,4532,7/6/08 21:04,3,"Brooklyn, NY",http://www.danagoldstein.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jcydc,1,8447,11/12/07 5:26,0,"Washington, DC, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rpmusgra,1,176,12/31/06 7:18,0,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eklein,1,617,7/31/07 18:06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amorrissey,1,11651,5/31/08 18:22,13,"Washington, DC",http://aaronmorrissey.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
janegalt,1,2164,8/23/07 11:34,5,"Washington, DC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mqatlantic,1,20,10/27/08 18:28,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
logicielle,1,5996,5/9/08 13:33,270,philly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
theprospect,1,8245,8/22/08 20:21,0,"Washington, D.C.",http://prospect.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peterrothberg,1,10223,7/17/08 17:27,243,"Brooklyn, NY",http://www.thenation.com/blogs/actnow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catucci,1,318,5/3/08 20:33,1,brooklyn,http://www.linkedin.com/in/nickcatucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paulelliotstarr,1,29,11/29/08 22:57,1,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlackKatanas,1,478,5/29/07 22:36,7,"Los Angeles, CA",http://www.flickr.com/photos/nicksifu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nicopitney,1,885,3/12/08 2:22,9,New York + DC,http://www.huffingtonpost.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nbeaudrot,1,4049,6/23/08 18:50,0,,http://www.donkeylicious.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxstrasser,1,3263,8/13/08 20:15,142,Cairo,http://www.maxstrasser.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asymmetricinfo,1,5338,9/18/08 21:05,1,"Washington, DC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mkazin,1,6,11/30/08 21:10,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mcorley,1,965,8/24/08 15:45,0,,http://mattcorley.wordpress.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kmDNC,1,15,8/26/08 15:01,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mschmitt9,1,151,7/31/07 15:08,1,38.97 -77.07,http://www.prospect.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
markpike,1,485,7/13/08 23:28,0,"San Francisco, CA",http://themarkpike.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abuaardvark,1,14838,12/20/08 15:33,0,dc,http://www.marclynch.com,,,,,,,,,,,,,,,,,,,,,,,,Username,Checked,Status count,Start date,Favorites,Location,Website,,,,,,,,,,,,
MarkLGoldberg,1,3128,1/31/08 14:39,1,,http://www.undispatch.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoriG,1,9297,5/11/07 17:34,52,Washington DC,http://lorigoldberg.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lowkell,1,11595,9/8/08 16:38,10,Virginia,http://www.bluevirginia.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LWoodhouse,1,834,3/28/08 19:05,0,"Los Angeles, California",http://www.dogparkmedia.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyerstein,1,3354,8/1/08 21:31,16,"Brooklyn, NY",http://www.inthesetimes.com/duly-noted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libenton,1,20,3/9/08 22:40,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lkmcgann,1,1538,5/30/08 0:27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Username,Checked,Status count,Start date,Favorites,Location,Website,,,,,,
larryhuynh,1,1312,11/22/08 23:42,1,"Berkeley, California",http://www.trilogyinteractive.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kombiz,1,29371,6/23/07 23:23,44,"Washington, DC",http://elections.americablog.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kdrum,1,7357,12/21/08 1:12,1,"Irvine, CA",http://www.motherjones.com/kevin-drum/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kglastris,1,0,8/5/08 18:46,0,"Bethesda, MD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kmillerunf,1,69,9/16/07 20:28,0,Washington DC,http://www.unfoundation.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kate_sheppard,1,14603,7/16/08 19:01,1,"Washington, DC",http://motherjones.com/authors/kate-sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ktumulty,1,6390,3/31/08 23:45,3,"Washington, DC",http://www.washingtonpost.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normative,1,19156,8/31/07 1:47,122,"iPhone: 39.110949,-76.769714",http://www.juliansanchez.com/notes/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
judithfreeman,1,187,5/3/08 4:54,0,"Washington, DC",http://www.neworganizing.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joshuakeating,1,2588,9/21/08 19:00,12,"Washington, D.C.",http://blog.foreignpolicy.com/jkeating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
julianzelizer,1,1318,9/3/08 13:55,0,princeton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JoshuaGreen,1,4839,10/29/08 16:04,91,DC,http://www.businessweek.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joshorton,1,1253,6/21/08 19:11,1,"Madison, America",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slate,1,21766,6/19/08 1:08,1,,http://www.slate.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPM,1,26984,5/9/08 19:46,0,NY & DC,http://www.talkingpointsmemo.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
janehamsher,1,7235,6/7/08 20:24,1,"Washington, DC",http://firedoglake.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeremyreff,1,642,4/11/08 2:29,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isaacluria,1,1089,8/26/08 17:20,8,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hollyy,1,238,9/6/08 19:44,0,"Washington, DC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilyseh,1,4530,7/31/07 22:38,7,Make me an offer,http://www.thenation.com/blogs/ilyse-hogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jstreetdotorg,1,4682,5/17/08 14:58,8,Washington,http://www.jstreet.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AltHippo,1,1512,7/14/08 0:32,5,"washington, dc",http://blog.althippo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hboothgo,1,25,8/11/08 13:39,0,"Washington, DC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ggreenwald,1,15218,9/1/08 3:13,23,,http://www.salon.com/opinion/greenwald/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GeneHealy,1,1218,9/14/08 0:57,11,Hollywood for the Ugly,http://washingtonexaminer.com/people/gene-healy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jamesgibney,1,689,10/27/08 15:11,0,Washington,http://www.bloomberg.com/view/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vermontgmg,1,1763,3/11/07 15:03,756,WDC (most of the time),http://www.garrettgraff.com/blog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evefairbanks,1,126,7/11/08 20:49,0,south africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emilyhawkins1,1,47,8/2/07 18:23,0,"Brooklyn, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ethorson,1,2791,1/28/07 18:56,25,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emmapebble,1,930,2/5/08 3:46,18,"Chicago, IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nosarahpalin,1,0,9/19/08 21:02,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erie,1,3516,3/20/07 21:55,26,"Washington, D.C.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alpert,1,395,3/23/07 21:55,2,DC,http://greatergreaterwashington.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaveMeyer,1,105,5/2/08 12:15,1,20010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dguptad,1,85,5/21/08 22:17,1,"Washington, DC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorkingFamilies,1,910,9/19/08 20:51,0,NY,http://www.workingfamiliesparty.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daveweigel,1,48445,2/15/08 17:58,53,"Washington, D.C.",http://www.daveweigel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JohnAmato,1,3543,8/7/08 0:27,4,California,http://crooksandliars.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dmarusic,1,2881,3/29/07 15:16,239,The District,http://www.the-american-interest.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cunctator,1,265,8/2/07 4:05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danberkman,1,413,3/19/07 16:57,4,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddayen,1,10771,8/1/07 1:02,0,"Los Angeles, CA",http://news.firedoglake.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chrshys,1,1106,3/18/07 21:54,15,Toronto,http://chrshys.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conor64,1,5654,2/27/08 4:26,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ConorTV,1,68,1/22/08 21:58,0,"Brooklyn, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
candrews,1,5155,3/12/07 15:50,30,"Washington, DC",http://outtamindouttasite.typepad.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jcbeam,1,1407,4/1/07 18:01,0,Beijing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dccharles,1,166,8/1/07 17:33,1,"Washington, DC",http://dccharles.blogspot.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_luck,1,102,8/26/08 17:16,0,,http://facebook.com/carinne.luck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrianDegenhart,1,290,5/1/08 2:03,8,San Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBennet,1,599,8/18/08 14:31,1,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bfurnas,1,5810,5/7/07 18:13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
billbenter,1,6,12/12/08 14:21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bradplumer,1,2611,7/21/08 0:05,0,"Washington, DC",http://www.washingtonpost.com/brad-plumer/2011/07/28/gIQAPrqSfI_page.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
braddelong,1,92,3/12/07 4:47,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BuzzFeedBen,1,27961,10/19/07 0:25,79,"Brooklyn, NY",http://www.buzzfeed.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brandzel,1,1284,3/23/07 6:47,1,DC/Berkeley/The World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avizenilman,1,1474,6/24/08 2:49,77,New York New York,http://www.nationalmemo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amm139,1,0,11/4/08 23:01,0,NYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AriRabinHavt,1,1200,7/15/08 22:35,0,"Washington, DC",http://mediamatters.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
annikac,1,2195,3/14/08 4:48,0,"Davis, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agolis,1,5844,6/11/08 14:09,6,Boston,http://wp.me/PkYVx-6w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amarcbakshi,1,251,1/22/08 6:09,0,New York,http://www.cnn.com/gps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valdezela,1,480,9/13/08 3:26,3,mid atlantic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alifrick,1,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aliciawilliams,1,2263,2/19/08 21:50,0,Washington DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aterkel,1,9310,8/4/08 20:24,14,"Washington, DC",http://www.huffingtonpost.com/amanda-terkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alecoveis,1,282,3/21/07 17:21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AdamSerwer,1,25548,9/17/08,1,,http://motherjones.com/authors/adam-serwer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Username,Checked,Status count,Start date,Favorites,Location,Website
alexmassie,1,16060,2/21/08 3:11,4,Scotland,http://www.spectator.co.uk/alexmassie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drivewest,1,1772,6/11/08 20:07,8,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naparstek,1,5357,9/4/08 14:35,5,"Cambridge, Massachusetts",http://www.gsd.harvard.edu/#/academic-programs/loeb-fellowship/current-fellows.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
addiestan,1,5400,7/7/08 19:34,0,"Washington, D.C.",http://www.alternet.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aleitko,1,2271,11/4/08 15:05,2,"Washington, D.C.",http://aleitko.blogspot.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoreoftheSame,1,47,8/29/08 23:56,0,"Minneapolis, MN",http://www.justmoreofthesame.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
