Post Number,Title,Date,Author,Categories,Graphics,Length,Comments
224,"Hey, you! Don&#8217;t take that class!","13 October 2011, 9:44 am",Andrew,"['Miscellaneous Statistics', 'Teaching']",0,421,5
225,Benford&#8217;s Law suggests lots of financial fraud,"12 October 2011, 2:50 pm",Phil,['Uncategorized'],0,184,1
226,Why it doesn&#8217;t make sense to chew people out for not reading the help page,"12 October 2011, 9:07 am",Andrew,"['Sociology', 'Statistical computing', 'Zombies']",0,456,3
227,Steve Jobs&#8217;s cancer and science-based medicine,"11 October 2011, 10:47 pm",Andrew,"['Decision Theory', 'Public Health']",0,68,3
228,Data mining efforts for Obama&#8217;s campaign,"11 October 2011, 7:14 pm",Aleks Jakulin,['Political Science'],0,246,4
229,More reason to like Sims besides just his name,"11 October 2011, 9:13 am",Andrew,"['Causal Inference', 'Economics', 'Multilevel Modeling']",0,73,7
230,&#8220;Causality is almost always in doubt&#8221;,"10 October 2011, 5:33 pm",Andrew,"['Causal Inference', 'Economics']",0,122,1
231,Grrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,"10 October 2011, 11:07 am",Andrew,"['Sports', 'Zombies']",0,426,6
232,Combining data from many sources,"10 October 2011, 9:14 am",Andrew,['Multilevel Modeling'],0,279,0
233,GiveWell sez: Cost-effectiveness of de-worming was overstated by a factor of 100 (!) due to a series of sloppy calculations,"8 October 2011, 9:58 am",Andrew,['Public Health'],1,737,7
234,Analysis of Power Law of Participation,"7 October 2011, 9:01 am",Andrew,['Multilevel Modeling'],0,573,3
235,W&#8217;man,"6 October 2011, 10:36 am",Andrew,['Zombies'],0,880,1
236,How accurate is your gaydar?,"5 October 2011, 9:42 am",Andrew,"['Bayesian Statistics', 'Sociology']",2,159,1
237,"45% hitting, 25% fielding, 25% pitching, and 100% not telling us how they did it","4 October 2011, 10:55 am",Andrew,['Sports'],0,326,8
238,Flip it around,"4 October 2011, 9:35 am",Andrew,"['Causal Inference', 'Economics', 'Miscellaneous Statistics']",0,826,5
239,&#8220;It was the opinion of the hearing that the publication of the article had brought the School into disrepute.&#8221;,"3 October 2011, 10:19 pm",Andrew,"['Sociology', 'Zombies']",0,11,3
240,It depends upon what the meaning of the word &#8220;firm&#8221; is.,"3 October 2011, 9:16 pm",Andrew,['Bayesian Statistics'],0,550,4
241,DBQQ rounding for labeling charts and communicating tolerances,"3 October 2011, 2:46 pm",Aleks Jakulin,"['Statistical computing', 'Statistical graphics']",0,358,3
242,Comparing prediction errors,"3 October 2011, 11:42 am",Andrew,"['Decision Theory', 'Miscellaneous Statistics']",0,357,3
243,That advice not to work so hard,"2 October 2011, 10:16 pm",Andrew,['Decision Theory'],0,179,2
244,Covariate Adjustment in RCT / Model Overfitting in Multilevel Regression,"2 October 2011, 9:02 am",Andrew,"['Bayesian Statistics', 'Causal Inference', 'Multilevel Modeling']",0,579,0
245,When should you worry about imputed data?,"1 October 2011, 9:25 am",Andrew,['Miscellaneous Statistics'],0,411,2
246,Nooooooooooooooooooo!,"30 September 2011, 4:19 pm",Andrew,"['Political Science', 'Zombies']",0,390,4
247,More bad news: The (mis)reporting of statistical results in psychology journals,"30 September 2011, 1:24 pm",Andrew,['Miscellaneous Statistics'],0,244,1
248,"Articles on the philosophy of Bayesian statistics by Cox, Mayo, Senn, and others!","30 September 2011, 9:19 am",Andrew,['Bayesian Statistics'],0,167,1
249,Hamiltonian Monte Carlo stories,"29 September 2011, 9:17 am",Andrew,['Statistical computing'],0,466,1
250,"Wiley Wegman chutzpah update: Now you too can buy a selection of garbled Wikipedia articles, for a mere $1400-$2800 per year!","28 September 2011, 9:11 am",Andrew,['Zombies'],0,175,2
