Post Number,Title,Date,Author,Categories,Graphics,Length,Comments
380,I like lineplots,"13 July 2011, 4:30 pm",Andrew,['Statistical graphics'],0,8,3
381,On the half-Cauchy prior for a global scale parameter,"13 July 2011, 9:59 am",Andrew,"['Bayesian Statistics', 'Decision Theory', 'Multilevel Modeling']",0,240,3
382,Hypothesis testing with multiple imputations,"13 July 2011, 9:36 am",Andrew,['Miscellaneous Statistics'],0,354,6
383,Sometimes a graph really is just ugly,"12 July 2011, 9:52 am",Andrew,['Statistical graphics'],1,708,7
384,How do we evaluate a new and wacky claim?,"11 July 2011, 9:05 am",Andrew,"['Bayesian Statistics', 'Decision Theory', 'Miscellaneous Science', 'Miscellaneous Statistics', 'Political Science']",0,1473,7
385,Aleks says this is the future of visualization,"10 July 2011, 4:41 pm",Andrew,"['Statistical computing', 'Statistical graphics']",0,37,4
386,Matching and regression: two great tastes etc etc,"10 July 2011, 9:31 am",Andrew,['Causal Inference'],0,524,1
387,The quest for the holy graph,"9 July 2011, 12:12 pm",Andrew,['Statistical graphics'],0,352,0
388,R on the cloud,"9 July 2011, 11:52 am",Andrew,['Statistical computing'],0,264,1
389,Blog in motion,"8 July 2011, 10:16 pm",Andrew,['Administrative'],0,64,2
390,"Censoring on one end, &#8220;outliers&#8221; on the other, what can we do with the middle?","8 July 2011, 4:12 pm",Phil,['Miscellaneous Statistics'],0,505,9
391,The virtues of incoherence?,"8 July 2011, 2:08 pm",Andrew,['Bayesian Statistics'],0,511,2
392,"Descriptive statistics, causal inference, and story time","7 July 2011, 9:05 am",Andrew,"['Causal Inference', 'Economics', 'Literature', 'Political Science']",0,1396,4
393,Early stopping and penalized likelihood,"6 July 2011, 9:58 am",Andrew,['Bayesian Statistics'],1,839,2
394,"Different goals, different looks: Infovis and the Chris Rock effect","5 July 2011, 9:04 am",Andrew,['Statistical graphics'],1,584,1
395,Questions about quantum computing,"4 July 2011, 9:31 am",Andrew,['Bayesian Statistics'],0,166,3
396,Experimental reasoning in social science,"2 July 2011, 9:02 am",Andrew,['Causal Inference'],0,268,2
397,Weighting and prediction in sample surveys,"1 July 2011, 10:06 am",Andrew,"['Bayesian Statistics', 'Miscellaneous Statistics']",0,736,0
398,Don&#8217;t stop being a statistician once the analysis is done,"30 June 2011, 9:45 am",Andrew,['Statistical graphics'],0,362,7
399,Putting together multinomial discrete regressions by combining simple logits,"29 June 2011, 10:12 am",Andrew,"['Bayesian Statistics', 'Miscellaneous Statistics', 'Multilevel Modeling']",0,439,1
400,The holes in my philosophy of Bayesian data analysis,"28 June 2011, 3:32 pm",Andrew,['Bayesian Statistics'],0,1023,1
401,Bridges between deterministic and probabilistic models for binary data,"27 June 2011, 3:12 pm",Andrew,['Bayesian Statistics'],0,254,2
402,Avoiding boundary estimates using a prior distribution as regularization,"25 June 2011, 10:58 am",Andrew,"['Bayesian Statistics', 'Multilevel Modeling', 'Statistical computing']",0,675,6
403,New ideas on DIC from Martyn Plummer and Sumio Watanabe,"24 June 2011, 9:52 am",Andrew,"['Bayesian Statistics', 'Decision Theory', 'Statistical computing']",0,678,3
404,Combining survey data obtained using different modes of sampling,"23 June 2011, 9:25 am",Andrew,"['Miscellaneous Science', 'Political Science']",9,1209,9
405,"Deviance, DIC, AIC, cross-validation, etc","22 June 2011, 9:55 am",Andrew,['Bayesian Statistics'],0,491,3
406,Fundamental difficulty of inference for a ratio when the denominator could be positive or negative,"21 June 2011, 9:23 am",Andrew,"['Miscellaneous Statistics', 'Political Science']",1,1710,2
407,"The pervasive twoishness of statistics; in particular, the &#8220;sampling distribution&#8221; and the &#8220;likelihood&#8221; are two different models, and that&#8217;s a good thing","20 June 2011, 9:08 am",Andrew,['Miscellaneous Statistics'],0,548,7
408,Should we always be using the t and robit instead of the normal and logit?,"18 June 2011, 9:27 am",Andrew,"['Miscellaneous Statistics', 'Teaching']",0,563,1
409,Graphical tools for understanding multilevel models,"17 June 2011, 9:25 am",Andrew,"['Multilevel Modeling', 'Statistical computing', 'Statistical graphics']",0,447,7
410,30 days of statistics,"16 June 2011, 9:05 am",Andrew,['Miscellaneous Statistics'],0,311,8
411,Faux-antique,"15 June 2011, 9:26 pm",Andrew,['Sociology'],0,4,0
412,Still more Mr. P in public health,"15 June 2011, 6:37 pm",Andrew,"['Multilevel Modeling', 'Political Science', 'Public Health', 'Zombies']",0,251,5
413,Mr. P by another name . . . is still great!,"15 June 2011, 6:06 pm",Andrew,"['Multilevel Modeling', 'Political Science', 'Public Health', 'Zombies']",0,241,0
414,Error in an attribution of an error,"15 June 2011, 6:03 pm",Andrew,['Miscellaneous Science'],0,55,3
415,An economist offers a theoretical model explaining &#8220;story time&#8221;: that point in social scientists&#8217; papers where they pivot from a well-founded but narrow claim to a broad conclusion that is unsupported by theory or data,"15 June 2011, 9:36 am",Andrew,"['Economics', 'Sociology']",0,564,7
416,Examining US Legislative process with &#8220;Many Bills&#8221;,"14 June 2011, 9:38 pm",Aleks Jakulin,['Political Science'],2,40,0
417,"How the ignorant idiots win, explained. Maybe.","14 June 2011, 12:13 pm",Phil,"['Decision Theory', 'Miscellaneous Science', 'Sociology']",0,284,1
418,Last Wegman post (for now),"14 June 2011, 10:28 am",Andrew,['Zombies'],0,292,7
419,Inventor of Connect Four dies at 91,"13 June 2011, 8:18 pm",Andrew,['Sports'],0,49,0
420,A survey&#8217;s not a survey if they don&#8217;t tell you how they did it,"13 June 2011, 11:30 am",Andrew,"['Miscellaneous Statistics', 'Public Health', 'Zombies']",0,105,5
421,How should journals handle replication studies?,"13 June 2011, 9:25 am",Andrew,"['Sociology', 'Zombies']",0,256,4
422,How To Party Your Way Into a Multi-Million Dollar Facebook Job,"12 June 2011, 9:57 am",Andrew,['Sociology'],0,361,2
423,&#8220;2 level logit with 2 REs &#038; large sample. computational nightmare &#8211; please help&#8221;,"11 June 2011, 9:14 pm",Andrew,"['Multilevel Modeling', 'Statistical computing']",0,527,7
424,"Hey, good news! Your p-value just passed the 0.05 threshold!","11 June 2011, 10:46 am",Andrew,"['Decision Theory', 'Miscellaneous Statistics', 'Zombies']",0,243,2
425,Christakis-Fowler update,"10 June 2011, 8:53 pm",Andrew,"['Public Health', 'Sociology']",0,380,0
426,Controversy over the Christakis-Fowler findings on the contagion of obesity,"10 June 2011, 9:12 am",Andrew,"['Causal Inference', 'Public Health', 'Zombies']",0,1629,9
427,Recently in the award-winning sister blog,"9 June 2011, 8:10 pm",Andrew,['Political Science'],0,43,0
428,Difficulties with Bayesian model averaging,"9 June 2011, 12:54 pm",Andrew,['Bayesian Statistics'],0,776,8
429,Allowing interaction terms to vary,"9 June 2011, 9:20 am",Andrew,['Multilevel Modeling'],0,773,0
430,Another Wegman plagiarism,"8 June 2011, 9:03 am",Andrew,['Zombies'],0,1049,2
431,Traffic Prediction,"8 June 2011, 8:48 am",Aleks Jakulin,['Miscellaneous Statistics'],1,61,1
432,Looking for a purpose in life: Update on that underworked and overpaid sociologist whose &#8220;main task as a university professor was self-cultivation&#8221;,"7 June 2011, 9:17 am",Andrew,"['Sociology', 'Teaching', 'Zombies']",0,2002,1
433,&#8220;Sampling: Design and Analysis&#8221;: a course for political science graduate students,"6 June 2011, 10:45 pm",Andrew,"['Miscellaneous Statistics', 'Political Science', 'Teaching']",0,368,6
434,Research Directions for Machine Learning and Algorithms,"6 June 2011, 9:11 pm",Andrew,"['Miscellaneous Statistics', 'Statistical computing']",0,121,3
435,Why your Klout score is meaningless,"6 June 2011, 9:03 am",Andrew,['Miscellaneous Statistics'],0,485,9
436,An unexpected benefit of Arrow&#8217;s other theorem,"5 June 2011, 9:54 am",Andrew,"['Miscellaneous Statistics', 'Sociology']",0,640,8
437,High-level intellectual discussions in the Columbia statistics department,"4 June 2011, 9:56 am",Andrew,['Sociology'],0,16,6
438,"Statistical methods for healthcare regulation: rating, screening and surveillance","3 June 2011, 2:02 pm",Andrew,"['Miscellaneous Statistics', 'Public Health']",0,500,0
439,An argument that can&#8217;t possibly make sense,"3 June 2011, 9:16 am",Andrew,"['Causal Inference', 'Economics']",0,251,9
440,At least he didn&#8217;t prove a false theorem,"2 June 2011, 11:41 pm",Andrew,"['Sociology', 'Zombies']",0,56,6
441,"Grouponomics, counterfactuals, and opportunity cost","2 June 2011, 9:50 am",Andrew,"['Causal Inference', 'Economics']",0,102,2
442,The &#8220;cushy life&#8221; of a University of Illinois sociology professor,"1 June 2011, 9:26 am",Andrew,"['Economics', 'Teaching']",0,1163,3
443,When Did Girls Start Wearing Pink?,"31 May 2011, 11:25 am",Andrew,['Sociology'],1,221,3
444,Memorial Day question,"30 May 2011, 8:58 pm",Andrew,['Political Science'],0,105,6
445,Works well versus well understood,"30 May 2011, 9:04 am",Andrew,"['Miscellaneous Statistics', 'Sociology']",0,341,2
446,Response to &#8220;Why Tables Are Really Much Better Than Graphs&#8221;,"29 May 2011, 9:02 am",Andrew,['Statistical graphics'],0,323,3
447,Funniest comment ever,"28 May 2011, 10:50 am",Andrew,['Zombies'],0,32,3
448,New app for learning intro statistics,"28 May 2011, 9:42 am",Andrew,['Teaching'],0,151,5
449,Another silly graph,"27 May 2011, 3:55 pm",Andrew,"['Statistical graphics', 'Zombies']",0,70,0
450,Lottery probability update,"26 May 2011, 11:12 am",Andrew,['Miscellaneous Statistics'],0,980,1
451,What Do We Learn from Narrow Randomized Studies?,"26 May 2011, 9:04 am",Andrew,"['Causal Inference', 'Economics', 'Sociology']",0,742,1
452,Rechecking the census,"25 May 2011, 11:15 am",Andrew,['Miscellaneous Statistics'],0,650,3
453,"A (not quite) grand unified theory of plagiarism, as applied to the Wegman case","24 May 2011, 1:31 pm",Andrew,"['Sociology', 'Zombies']",0,1593,4
454,Deviance as a difference,"24 May 2011, 9:33 am",Andrew,['Bayesian Statistics'],0,108,0
455,My new writing strategy,"23 May 2011, 9:15 am",Andrew,['Literature'],0,567,8
456,Handling multiple versions of an outcome variable,"22 May 2011, 9:19 am",Andrew,['Miscellaneous Statistics'],0,541,1
457,People kept emailing me this one so I think I have to blog something,"21 May 2011, 6:35 pm",Andrew,['Zombies'],0,22,0
458,New search engine for data &#038; statistics,"21 May 2011, 5:13 pm",Andrew,['Statistical computing'],0,100,0
459,Literary blurb translation guide,"21 May 2011, 9:09 am",Andrew,['Literature'],0,5,0
460,Non-statistical thinking in the US foreign policy establishment,"20 May 2011, 1:27 pm",Andrew,"['Bayesian Statistics', 'Political Science']",0,384,7
461,Why no Wegmania?,"20 May 2011, 9:05 am",Andrew,['Sociology'],0,291,8
462,Baby name wizards,"20 May 2011, 8:17 am",Andrew,['Sociology'],0,66,7
463,Everything is Obvious (once you know the answer),"19 May 2011, 9:11 am",Andrew,['Sociology'],0,3947,2
464,Should kids be able to bring their own lunches to school?,"18 May 2011, 9:15 am",Andrew,"['Political Science', 'Public Health', 'Sociology']",0,339,1
465,Statistics plagiarism scandal,"17 May 2011, 3:47 pm",Andrew,"['Sociology', 'Zombies']",0,8,0
466,Is the internet causing half the rapes in Norway? I wanna see the scatterplot.,"17 May 2011, 10:21 am",Andrew,"['Causal Inference', 'Political Science', 'Public Health', 'Statistical graphics']",1,622,8
467,"NYT Labs releases Openpaths, a utility for saving your iphone data","16 May 2011, 9:10 am",Andrew,"['Miscellaneous Statistics', 'Sociology']",0,330,3
468,&#8220;It doesn&#8217;t matter if you believe in God. What matters is if God believes in you.&#8221;,"16 May 2011, 9:09 am",Andrew,['Sociology'],0,1074,9
469,1/2 social scientist + 1/2 politician = ???,"15 May 2011, 12:06 pm",Andrew,['Economics'],0,643,4
470,The joys of working in the public domain,"14 May 2011, 9:41 pm",Andrew,['Economics'],0,15,0
471,Missed Friday the 13th Zombie Plot Update,"14 May 2011, 2:52 pm",keithor,"['Art', 'Zombies']",0,70,2
472,"Steven Rhoads&#8217;s book, &#8220;The Economist&#8217;s View of the World&#8221;","14 May 2011, 9:31 am",Andrew,"['Economics', 'Political Science']",0,1880,1
473,D. Kahneman serves up a wacky counterfactual,"13 May 2011, 9:58 am",Andrew,"['Causal Inference', 'Economics']",0,360,9
474,Improvement of 5 MPG: how many more auto deaths?,"12 May 2011, 8:19 pm",Phil,"['Causal Inference', 'Miscellaneous Statistics']",0,828,1
475,Human nature can&#8217;t be changed (except when it can),"12 May 2011, 2:31 pm",Andrew,['Political Science'],0,883,1
476,The happiness gene: My bottom line (for now),"11 May 2011, 9:00 am",Andrew,"['Miscellaneous Science', 'Miscellaneous Statistics', 'Political Science', 'Public Health']",0,1871,1
477,Some interesting unpublished ideas on survey weighting,"10 May 2011, 2:21 pm",Andrew,"['Miscellaneous Statistics', 'Multilevel Modeling']",0,78,0
478,Bringing Causal Models Into the Mainstream,"10 May 2011, 12:16 pm",Andrew,['Causal Inference'],0,7,0
479,Multiple imputation and multilevel analysis,"10 May 2011, 9:53 am",Andrew,['Multilevel Modeling'],0,204,3
480,&#8220;Discovered: the genetic secret of a happy life&#8221;,"9 May 2011, 9:00 am",Andrew,"['Miscellaneous Science', 'Miscellaneous Statistics', 'Political Science']",0,1890,1
481,Bechdel wasn&#8217;t kidding,"7 May 2011, 9:56 am",Andrew,"['Art', 'Sociology']",0,185,1
482,Suspicious pattern of too-strong replications of medical research,"6 May 2011, 1:52 pm",Andrew,"['Decision Theory', 'Miscellaneous Science', 'Public Health', 'Sociology']",1,87,0
483,Another stereotype demolished,"6 May 2011, 9:37 am",Andrew,"['Economics', 'Sociology']",0,94,1
484,Shocking but not surprising,"5 May 2011, 9:17 pm",Andrew,"['Decision Theory', 'Political Science', 'Zombies']",0,307,3
485,A statistician rereads Bill James,"5 May 2011, 9:36 am",Andrew,['Sports'],0,688,5
486,Don&#8217;t any statisticians work for the IRS?,"4 May 2011, 11:30 pm",Andrew,"['Economics', 'Political Science']",0,261,7
487,My talk at Hunter College on Thurs,"4 May 2011, 7:37 pm",Andrew,"['Miscellaneous Statistics', 'Sociology']",0,36,0
488,Whassup with glm()?,"4 May 2011, 2:44 pm",Andrew,['Statistical computing'],0,221,2
489,Statistics ethics question,"4 May 2011, 9:01 am",Andrew,"['Decision Theory', 'Miscellaneous Science', 'Public Health']",0,413,8
490,Psychology researchers discuss ESP,"3 May 2011, 9:17 pm",Andrew,['Miscellaneous Science'],0,70,4
491,"&#8220;Rationality&#8221; reinforces, does not compete with, other models of behavior","3 May 2011, 9:16 am",Andrew,"['Decision Theory', 'Political Science']",0,526,3
492,Peter Huber&#8217;s reflections on data analysis,"1 May 2011, 8:29 pm",Andrew,"['Miscellaneous Statistics', 'Statistical computing', 'Statistical graphics']",0,2263,4
493,Is that what she said?,"1 May 2011, 9:38 am",Andrew,['Statistical computing'],0,28,0
494,Why it&#8217;s so relaxing to think about social issues,"30 April 2011, 9:00 am",Andrew,['Political Science'],0,346,1
495,Data mining and allergies,"29 April 2011, 11:05 pm",Aleks Jakulin,['Public Health'],1,186,2
496,What are the open problems in Bayesian statistics??,"29 April 2011, 2:08 pm",Andrew,['Bayesian Statistics'],0,11,0
497,Zero is zero,"29 April 2011, 9:43 am",Andrew,['Statistical graphics'],0,132,1
498,Asymmetry in Political Bias,"28 April 2011, 10:37 am",Andrew,['Political Science'],0,328,1
499,Hierarchical ordered logit or probit,"28 April 2011, 9:20 am",Andrew,"['Bayesian Statistics', 'Multilevel Modeling', 'Statistical computing']",0,94,7
500,&#8220;The ultimate left-wing novel&#8221;,"27 April 2011, 9:55 am",Andrew,"['Literature', 'Political Science']",0,304,2
501,Worst statistical graphic I have seen this year,"26 April 2011, 7:53 pm",Phil,['Statistical graphics'],1,42,1
502,My talk at Berkeley on Wednesday,"26 April 2011, 12:08 pm",Andrew,['Bayesian Statistics'],0,68,8
503,My talk at Stanford on Tuesday,"25 April 2011, 12:15 pm",Andrew,['Multilevel Modeling'],0,24,5
504,Democrats do better among the most and least educated groups,"25 April 2011, 10:26 am",Andrew,['Political Science'],1,86,0
505,My NOAA story,"24 April 2011, 10:29 am",Andrew,"['Miscellaneous Science', 'Miscellaneous Statistics']",0,136,5
506,"The payoff: $650. The odds: 1 in 500,000.","23 April 2011, 10:15 am",Andrew,"['Decision Theory', 'Economics']",0,3,0
507,Arrow&#8217;s other theorem,"22 April 2011, 9:48 am",Andrew,"['Sociology', 'Zombies']",0,1560,1
508,Handbook of Markov Chain Monte Carlo,"21 April 2011, 10:52 am",Andrew,"['Bayesian Statistics', 'Statistical computing']",0,169,3
509,One more time-use graph,"20 April 2011, 5:22 pm",Andrew,['Statistical graphics'],3,192,9
510,Attractive but hard-to-read graph could be made much much better,"20 April 2011, 10:25 am",Andrew,"['Sociology', 'Statistical graphics']",3,853,2
511,The R code for those time-use graphs,"20 April 2011, 10:20 am",Andrew,['Statistical graphics'],0,468,9
512,Upper-income people still don&#8217;t realize they&#8217;re upper-income,"20 April 2011, 9:25 am",Andrew,"['Economics', 'Political Science', 'Zombies']",0,523,2
513,Free $5 gift certificate!,"19 April 2011, 4:59 pm",Andrew,['Decision Theory'],0,57,0
514,"The mysterious Gamma (1.4, 0.4)","19 April 2011, 4:40 pm",Andrew,['Bayesian Statistics'],0,236,0
515,The free cup and the extra dollar: A speculation in philosophy,"19 April 2011, 10:46 am",Andrew,"['Decision Theory', 'Economics']",0,934,5
516,American Beliefs about Economic Opportunity and Income Inequality,"18 April 2011, 9:46 am",Andrew,"['Economics', 'Political Science']",0,1686,9
517,"Yes, your wish shall be granted (in 25 years)","17 April 2011, 9:33 am",Andrew,['Political Science'],0,142,0
518,Dilbert update: cartooning can give you the strength to open jars with your bare hands,"16 April 2011, 10:31 pm",Andrew,['Zombies'],0,320,1
519,Bayesian statistical pragmatism,"15 April 2011, 1:48 pm",Andrew,['Bayesian Statistics'],0,1214,5
520,Happy tax day!,"15 April 2011, 8:31 am",Andrew,"['Economics', 'Political Science']",0,44,8
521,Job opening at NIH for an experienced statistician,"14 April 2011, 1:10 pm",Andrew,"['Miscellaneous Statistics', 'Public Health']",0,114,0
522,NYC 1950,"14 April 2011, 9:42 am",Andrew,['Political Science'],0,101,1
523,Jim Campbell argues that Larry Bartels&#8217;s &#8220;Unequal Democracy&#8221; findings are not robust,"13 April 2011, 9:17 am",Andrew,"['Economics', 'Political Science']",1,932,1
524,Jonathan Chait and I agree about the importance of the fundamentals in determining presidential elections,"11 April 2011, 9:20 pm",Andrew,['Political Science'],0,884,4
525,Statistics in high schools: Towards more accessible conceptions of statistical inference,"11 April 2011, 11:10 am",Andrew,['Teaching'],0,27,0
526,"Note to Dilbert: The difference between Charlie Sheen and Superman is that the Man of Steel protected Lois Lane, he didn&#8217;t bruise her","11 April 2011, 9:16 am",Andrew,"['Art', 'Decision Theory']",0,208,7
527,"&#8220;Versatile, affordable chicken has grown in popularity&#8221;","10 April 2011, 9:09 am",Andrew,['Zombies'],1,670,1
528,There&#8217;s no evidence that voters choose presidential candidates based on their looks,"9 April 2011, 9:11 am",Andrew,"['Political Science', 'Zombies']",1,1357,1
529,Multilevel regression with shrinkage for &#8220;fixed&#8221; effects,"8 April 2011, 9:36 am",Andrew,"['Bayesian Statistics', 'Multilevel Modeling']",0,232,1
530,"Minor-league Stats Predict Major-league Performance, Sarah Palin, and Some Differences Between Baseball and Politics","7 April 2011, 9:20 am",Andrew,"['Political Science', 'Sports']",1,1631,2
531,My talk at Northwestern University tomorrow (Thursday),"6 April 2011, 9:30 am",Andrew,"['Bayesian Statistics', 'Zombies']",0,94,6
532,Internal and external forecasting,"5 April 2011, 3:04 pm",Andrew,"['Decision Theory', 'Economics']",0,26,0
533,Monitor the efficiency of your Markov chain sampler using expected squared jumped distance!,"5 April 2011, 9:08 am",Andrew,"['Bayesian Statistics', 'Statistical computing']",0,323,6
534,Do you have any idea what you&#8217;re talking about?,"4 April 2011, 8:45 pm",Phil,['Political Science'],1,457,1
535,"Irritating pseudo-populism, backed up by false statistics and implausible speculations","4 April 2011, 10:30 am",Andrew,"['Political Science', 'Zombies']",2,860,2
536,The Case for More False Positives in Anti-doping Testing,"4 April 2011, 9:08 am",Andrew,"['Decision Theory', 'Sports']",0,11,0
537,Graphical insights into the safety of cycling.,"4 April 2011, 1:56 am",Phil,[],1,379,7
538,"The saber saw, the ashtray, and other stories of misbehaving profs","3 April 2011, 1:02 pm",Andrew,['Teaching'],0,369,3
539,So-called Bayesian hypothesis testing is just as bad as regular hypothesis testing,"2 April 2011, 10:31 pm",Andrew,['Bayesian Statistics'],0,391,2
540,Bill James and the base-rate fallacy,"2 April 2011, 9:17 am",Andrew,"['Decision Theory', 'Sports']",0,323,4
541,"So many topics, so little time","1 April 2011, 12:00 am",Andrew,['Zombies'],0,754,3
542,Why Edit Wikipedia?,"31 March 2011, 7:13 pm",Bob Carpenter,"['Sociology', 'Teaching']",0,387,1
543,"Bayes: radical, liberal, or conservative?","31 March 2011, 9:05 am",Andrew,"['Bayesian Statistics', 'Political Science']",0,115,5
544,More on the correlation between statistical and political ideology,"30 March 2011, 11:30 am",Andrew,"['Bayesian Statistics', 'Miscellaneous Statistics', 'Political Science']",0,668,3
545,A.I. is Whatever We Can&#8217;t Yet Automate,"29 March 2011, 9:05 pm",Bob Carpenter,"['Decision Theory', 'Miscellaneous Science', 'Sociology', 'Statistical computing']",0,533,4
546,The Conservative States of America,"29 March 2011, 6:51 pm",Andrew,"['Economics', 'Political Science']",1,375,5
547,Bayesian spam!,"29 March 2011, 6:07 pm",Andrew,['Bayesian Statistics'],0,151,4
548,Unfinished business,"29 March 2011, 9:33 am",Andrew,['Literature'],0,132,5
549,Explaining that plot.,"28 March 2011, 8:06 pm",keithor,"['Bayesian Statistics', 'Statistical graphics']",1,80,1
550,Wobegon on the Potomac,"28 March 2011, 4:49 pm",Andrew,['Miscellaneous Statistics'],0,29,8
551,&#8220;The New Tyranny: Carbon Monoxide Detectors?&#8221;,"28 March 2011, 9:04 am",Andrew,['Political Science'],0,174,2
552,What is an economic &#8220;conspiracy theory&#8221;?,"27 March 2011, 9:22 am",Andrew,"['Economics', 'Political Science']",0,431,1
553,Is it plausible that 1% of people pick a career based on their first name?,"26 March 2011, 9:36 am",Andrew,"['Miscellaneous Science', 'Miscellaneous Statistics', 'Sociology']",0,663,4
554,100-year floods,"25 March 2011, 9:37 am",Andrew,['Miscellaneous Statistics'],1,133,1
555,How few respondents are reasonable to use when calculating the average by county?,"24 March 2011, 10:35 am",Andrew,['Multilevel Modeling'],0,81,8
556,"My last post on albedo, I promise","23 March 2011, 8:48 pm",Andrew,['Zombies'],0,498,7
557,Physics is hard,"23 March 2011, 2:39 pm",Andrew,['Zombies'],0,431,5
558,A question about the economic benefits of universities,"22 March 2011, 9:05 pm",Andrew,['Economics'],0,449,2
559,Baseball&#8217;s greatest fielders,"21 March 2011, 9:32 pm",Andrew,['Sports'],0,1047,1
560,A possible resolution of the albedo mystery!,"21 March 2011, 9:59 am",Andrew,"['Decision Theory', 'Public Health']",0,395,1
561,"Maybe a great idea in theory, didn&#8217;t work so well in practice","20 March 2011, 9:04 am",Andrew,"['Miscellaneous Statistics', 'Zombies']",0,121,0
562,Online James?,"19 March 2011, 10:20 am",Andrew,"['Literature', 'Sports']",0,261,0
563,"If a comment is flagged as spam, it will disappear forever","19 March 2011, 9:33 am",Andrew,['Zombies'],0,92,7
564,Prior information . . . about the likelihood,"18 March 2011, 2:34 pm",Andrew,['Bayesian Statistics'],0,446,7
565,The sort of low-grade pissy blogging that degrades our public discourse and threatens to drown our more serious conversations in a sea of gossip,"17 March 2011, 4:54 pm",Andrew,['Political Science'],0,17,3
566,&#8220;Why Preschool Shouldn&#8217;t Be Like School&#8221;?,"17 March 2011, 9:36 am",Andrew,['Teaching'],0,263,1
567,Chess vs. checkers,"16 March 2011, 10:53 am",Andrew,['Sports'],0,480,2
568,Gay-married state senator shot down gay marriage,"15 March 2011, 10:22 pm",Andrew,['Political Science'],0,4,5
569,"Induction within a model, deductive inference for model evaluation","15 March 2011, 9:46 am",Andrew,"['Bayesian Statistics', 'Miscellaneous Statistics']",0,730,0
570,"As the saying goes, when they argue that you&#8217;re taking over, that&#8217;s when you know you&#8217;ve won","14 March 2011, 9:40 pm",Andrew,['Sports'],0,47,8
571,Uh-oh,"14 March 2011, 12:33 pm",Andrew,['Sociology'],0,41,7
572,Coauthorship norms,"13 March 2011, 1:40 pm",Andrew,"['Economics', 'Sociology']",1,515,2
573,Secret weapon with rare events,"13 March 2011, 9:07 am",Andrew,"['Multilevel Modeling', 'Political Science']",0,239,2
574,Single or multiple imputation?,"12 March 2011, 9:03 am",Andrew,"['Economics', 'Miscellaneous Statistics']",0,161,0
575,Rajiv Sethi on the interpretation of prediction market data,"11 March 2011, 9:05 am",Andrew,"['Economics', 'Political Science']",0,503,4
576,It&#8217;s no fun being graded on a curve,"10 March 2011, 9:21 am",Andrew,"['Decision Theory', 'Teaching']",0,701,2
577,Does it feel like cheating when I do this? Variation in ethical standards and expectations,"9 March 2011, 9:29 am",Andrew,"['Political Science', 'Teaching']",1,1618,1
578,More on the missing conservative psychology researchers,"8 March 2011, 9:19 am",Andrew,"['Political Science', 'Sociology']",0,1022,9
579,"Assumptions vs. conditions, part 2","7 March 2011, 9:20 am",Andrew,['Miscellaneous Statistics'],0,260,1
580,Assumptions vs. conditions,"6 March 2011, 9:30 am",Andrew,['Miscellaneous Statistics'],0,169,2
581,Against double-blind reviewing: Political science and statistics are not like biology and physics,"5 March 2011, 9:04 am",Andrew,"['Political Science', 'Sociology']",0,616,7
582,&#8220;Social Psychologists Detect Liberal Bias Within&#8221;,"4 March 2011, 9:33 am",Andrew,['Political Science'],0,446,5
583,Two interesting posts elsewhere on graphics,"3 March 2011, 9:39 am",readymadeweb,['Statistical graphics'],2,81,0
584,Is Harvard hurting poor kids by cutting tuition for the upper middle class?,"3 March 2011, 9:25 am",Andrew,['Economics'],0,617,7
585,RStudio &#8211; new cross-platform IDE for R,"2 March 2011, 2:53 pm",Malecki,"['Statistical computing', 'Teaching']",3,492,1
586,Looking for a textbook for a two-semester course in probability and (theoretical) statistics,"1 March 2011, 1:48 pm",Andrew,['Teaching'],0,296,2
587,What Zombies see in Scatterplots,"28 February 2011, 5:02 pm",keithor,['Zombies'],0,138,1
588,Behavioral economics doesn&#8217;t seem to have much to say about marriage,"28 February 2011, 9:20 am",Andrew,"['Economics', 'Zombies']",0,575,8
589,Heat map,"27 February 2011, 9:50 am",Andrew,"['Sports', 'Statistical graphics', 'Zombies']",1,157,1
590,&#8220;Do you need ideal conditions to do great work?&#8221;,"26 February 2011, 9:24 am",Andrew,"['Economics', 'Sociology']",0,569,8
591,"Quantitative Methods in the Social Sciences M.A.: Innovative, interdisciplinary social science research program for a data-rich world","25 February 2011, 6:11 pm",Andrew,['Teaching'],1,99,0
592,Good introductory book for statistical computation?,"25 February 2011, 11:57 am",Andrew,"['Statistical computing', 'Teaching']",0,116,1
593,"In case you were wondering, here&#8217;s the price of milk","24 February 2011, 8:44 pm",Andrew,['Political Science'],1,285,1
594,5 seconds of every #1 pop single,"24 February 2011, 1:45 pm",Andrew,['Art'],0,61,7
595,On summarizing a noisy scatterplot with a single comparison of two points,"24 February 2011, 9:02 am",Andrew,"['Miscellaneous Statistics', 'Political Science']",1,165,7
596,A statistical version of Arrow&#8217;s paradox,"23 February 2011, 11:44 am",Andrew,"['Bayesian Statistics', 'Decision Theory', 'Economics', 'Miscellaneous Statistics', 'Sociology']",0,129,2
597,&#8220;Are Wisconsin Public Employees Underpaid?&#8221;,"22 February 2011, 9:59 pm",Andrew,"['Causal Inference', 'Economics', 'Political Science']",0,868,1
598,&#8220;How has your thinking changed over the past three years?&#8221;,"22 February 2011, 9:33 am",Andrew,['Political Science'],0,358,2
599,An interesting assignment for statistical graphics,"21 February 2011, 11:36 am",Andrew,"['Statistical graphics', 'Teaching']",0,104,1
