Post Number,Title,Date,Author,Categories,Graphics,Length,Comments
225,Benford&#8217;s Law suggests lots of financial fraud,"12 October 2011, 2:50 pm",Phil,['Uncategorized'],0,184,1
226,Why it doesn&#8217;t make sense to chew people out for not reading the help page,"12 October 2011, 9:07 am",Andrew,"['Sociology', 'Statistical computing', 'Zombies']",0,456,3
227,Steve Jobs&#8217;s cancer and science-based medicine,"11 October 2011, 10:47 pm",Andrew,"['Decision Theory', 'Public Health']",0,68,3
228,Data mining efforts for Obama&#8217;s campaign,"11 October 2011, 7:14 pm",Aleks Jakulin,['Political Science'],0,246,4
229,More reason to like Sims besides just his name,"11 October 2011, 9:13 am",Andrew,"['Causal Inference', 'Economics', 'Multilevel Modeling']",0,73,7
230,&#8220;Causality is almost always in doubt&#8221;,"10 October 2011, 5:33 pm",Andrew,"['Causal Inference', 'Economics']",0,122,1
231,Grrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,"10 October 2011, 11:07 am",Andrew,"['Sports', 'Zombies']",0,426,6
232,Combining data from many sources,"10 October 2011, 9:14 am",Andrew,['Multilevel Modeling'],0,279,0
233,GiveWell sez: Cost-effectiveness of de-worming was overstated by a factor of 100 (!) due to a series of sloppy calculations,"8 October 2011, 9:58 am",Andrew,['Public Health'],1,737,7
234,Analysis of Power Law of Participation,"7 October 2011, 9:01 am",Andrew,['Multilevel Modeling'],0,573,3
235,W&#8217;man,"6 October 2011, 10:36 am",Andrew,['Zombies'],0,880,1
236,How accurate is your gaydar?,"5 October 2011, 9:42 am",Andrew,"['Bayesian Statistics', 'Sociology']",2,159,1
237,"45% hitting, 25% fielding, 25% pitching, and 100% not telling us how they did it","4 October 2011, 10:55 am",Andrew,['Sports'],0,326,8
238,Flip it around,"4 October 2011, 9:35 am",Andrew,"['Causal Inference', 'Economics', 'Miscellaneous Statistics']",0,826,5
239,&#8220;It was the opinion of the hearing that the publication of the article had brought the School into disrepute.&#8221;,"3 October 2011, 10:19 pm",Andrew,"['Sociology', 'Zombies']",0,11,3
240,It depends upon what the meaning of the word &#8220;firm&#8221; is.,"3 October 2011, 9:16 pm",Andrew,['Bayesian Statistics'],0,550,4
241,DBQQ rounding for labeling charts and communicating tolerances,"3 October 2011, 2:46 pm",Aleks Jakulin,"['Statistical computing', 'Statistical graphics']",0,358,3
242,Comparing prediction errors,"3 October 2011, 11:42 am",Andrew,"['Decision Theory', 'Miscellaneous Statistics']",0,357,3
243,That advice not to work so hard,"2 October 2011, 10:16 pm",Andrew,['Decision Theory'],0,179,2
244,Covariate Adjustment in RCT / Model Overfitting in Multilevel Regression,"2 October 2011, 9:02 am",Andrew,"['Bayesian Statistics', 'Causal Inference', 'Multilevel Modeling']",0,579,0
245,When should you worry about imputed data?,"1 October 2011, 9:25 am",Andrew,['Miscellaneous Statistics'],0,411,2
246,Nooooooooooooooooooo!,"30 September 2011, 4:19 pm",Andrew,"['Political Science', 'Zombies']",0,390,4
247,More bad news: The (mis)reporting of statistical results in psychology journals,"30 September 2011, 1:24 pm",Andrew,['Miscellaneous Statistics'],0,244,1
248,"Articles on the philosophy of Bayesian statistics by Cox, Mayo, Senn, and others!","30 September 2011, 9:19 am",Andrew,['Bayesian Statistics'],0,167,1
249,Hamiltonian Monte Carlo stories,"29 September 2011, 9:17 am",Andrew,['Statistical computing'],0,466,1
250,"Wiley Wegman chutzpah update: Now you too can buy a selection of garbled Wikipedia articles, for a mere $1400-$2800 per year!","28 September 2011, 9:11 am",Andrew,['Zombies'],0,175,2
251,Visual diagnostics for discrete-data regressions,"27 September 2011, 12:25 pm",Andrew,['Statistical graphics'],0,104,6
252,"Hey, look over here! Another rant!","27 September 2011, 9:11 am",Andrew,['Political Science'],0,31,0
253,R and Google Visualization,"26 September 2011, 5:53 pm",Andrew,"['Statistical computing', 'Statistical graphics']",0,91,0
254,NYC,"26 September 2011, 12:54 pm",Andrew,['Sociology'],0,82,1
255,Ethnicity and Population Structure in Personal Naming Networks,"26 September 2011, 9:35 am",Andrew,['Sociology'],0,401,1
256,Economists don&#8217;t think like accountants&#8212;but maybe they should,"24 September 2011, 5:51 pm",Andrew,"['Decision Theory', 'Economics', 'Sociology']",0,833,5
257,&#8220;Income can‰Ûªt be used to predict political opinion&#8221;,"24 September 2011, 4:17 pm",Andrew,"['Political Science', 'Zombies']",0,213,9
258,What is the normal range of values in a medical test?,"24 September 2011, 1:43 pm",Andrew,"['Bayesian Statistics', 'Public Health']",0,779,1
259,"That odd couple, &#8220;subjectivity&#8221; and &#8220;rationality&#8221;","23 September 2011, 9:04 am",Andrew,['Bayesian Statistics'],0,141,7
260,Top 10 blog obsessions,"22 September 2011, 9:52 am",Andrew,['Zombies'],0,92,2
261,Least surprising headline of the year,"21 September 2011, 8:48 pm",Andrew,['Economics'],0,23,1
262,Avoiding boundary estimates in linear mixed models,"21 September 2011, 9:26 am",Andrew,['Multilevel Modeling'],0,204,2
263,Last post on Hipmunk,"20 September 2011, 9:38 am",Andrew,"['Statistical graphics', 'Zombies']",1,382,9
264,"Another Wegman plagiarism copying-without-attribution, and further discussion of why scientists cheat","19 September 2011, 9:26 am",Andrew,"['Sociology', 'Zombies']",0,2559,4
265,Multimodality in hierarchical models,"18 September 2011, 9:13 am",Andrew,"['Bayesian Statistics', 'Multilevel Modeling', 'Statistical computing']",0,310,4
266,(Worst) graph of the year,"17 September 2011, 9:44 am",Andrew,['Political Science'],1,272,3
267,meta-infographic,"16 September 2011, 11:58 am",Malecki,"['Art', 'Statistical graphics', 'Zombies']",1,15,7
268,Groundhog day in August?,"16 September 2011, 10:27 am",Andrew,"['Sociology', 'Zombies']",0,171,8
269,n = 2,"15 September 2011, 8:09 pm",Andrew,['Decision Theory'],0,108,8
270,More data tools worth using from Google,"15 September 2011, 11:48 am",Malecki,['Statistical computing'],1,24,2
271,Google Refine,"15 September 2011, 11:39 am",Malecki,['Statistical computing'],1,224,2
272,7 steps to successful infographics,"15 September 2011, 9:11 am",Andrew,['Statistical graphics'],0,30,0
273,"Another day, another stats postdoc","14 September 2011, 5:50 pm",Phil,['Uncategorized'],0,207,0
274,Reproducibility in Practice,"14 September 2011, 4:55 pm",Malecki,"['Miscellaneous Statistics', 'Public Health', 'Statistical computing', 'Statistical graphics', 'Zombies']",1,485,6
275,5 books on essentialism!,"14 September 2011, 4:30 pm",Andrew,"['Literature', 'Miscellaneous Science']",0,5,1
276,Type M errors in the lab,"14 September 2011, 9:30 am",Andrew,"['Miscellaneous Statistics', 'Public Health']",0,281,4
277,Duke postdoctoral fellowships in nonparametric Bayes &#038; high-dimensional data,"13 September 2011, 10:32 pm",Andrew,['Bayesian Statistics'],0,95,0
278,My wikipedia edit,"13 September 2011, 9:10 am",Andrew,['Bayesian Statistics'],0,177,1
279,The importance of style in academic writing,"12 September 2011, 11:25 am",Andrew,"['Economics', 'Zombies']",0,547,4
280,"Some thoughts on academic cheating, inspired by Frey, Wegman, Fischer, Hauser, Stapel","12 September 2011, 9:03 am",Andrew,"['Decision Theory', 'Economics', 'Sociology', 'Zombies']",0,1268,3
281,Symptomatic innumeracy,"11 September 2011, 4:49 pm",Andrew,"['Literature', 'Political Science', 'Zombies']",0,18,0
282,Fourteen magic words: an update,"10 September 2011, 11:34 am",Andrew,"['Miscellaneous Statistics', 'Political Science']",0,623,0
283,The statistical significance filter,"10 September 2011, 9:33 am",Andrew,['Miscellaneous Statistics'],0,370,1
284,My homework success,"9 September 2011, 9:43 pm",Andrew,"['Bayesian Statistics', 'Teaching']",0,71,0
285,The difference between significant and not significant&#8230;,"9 September 2011, 3:42 pm",Andrew,"['Miscellaneous Statistics', 'Zombies']",0,235,1
286,How to solve the Post Office‰Ûªs problems?,"8 September 2011, 9:30 am",Andrew,"['Economics', 'Political Science']",0,274,1
287,Hipmunk FAIL: Graphics without content is not enough,"7 September 2011, 1:28 pm",Andrew,"['Statistical graphics', 'Zombies']",1,141,1
288,Info on patent trolls,"6 September 2011, 9:55 pm",Andrew,['Zombies'],0,51,0
289,Julian Symons on Frances Newman,"6 September 2011, 9:45 am",Andrew,['Literature'],0,185,0
290,Error statistics,"5 September 2011, 5:25 pm",Andrew,"['Bayesian Statistics', 'Miscellaneous Statistics']",0,98,6
291,World Bank data now online,"5 September 2011, 9:08 am",Andrew,['Miscellaneous Statistics'],0,16,0
292,The acupuncture paradox,"4 September 2011, 9:14 am",Andrew,"['Causal Inference', 'Public Health', 'Sociology']",0,331,5
293,A psychology researcher asks: Is Anova dead?,"3 September 2011, 9:48 am",Andrew,['Multilevel Modeling'],0,2367,1
294,&#8220;It&#8217;s like marveling over a plastic flower when there&#8217;s a huge garden blooming outside&#8221;,"2 September 2011, 10:15 pm",Andrew,['Sociology'],0,1,0
295,The new Helen DeWitt novel,"2 September 2011, 11:28 am",Andrew,['Literature'],0,584,3
296,My course this fall on Bayesian Computation,"1 September 2011, 4:27 pm",Andrew,"['Bayesian Statistics', 'Statistical computing', 'Teaching']",0,651,1
297,Needed: A Billionaire Candidate for President Who Shares the Views of a Washington Post Columnist,"1 September 2011, 9:44 am",Andrew,['Political Science'],0,249,2
298,Arrow&#8217;s theorem update,"1 September 2011, 9:15 am",Andrew,"['Sociology', 'Zombies']",0,433,1
299,"Meanwhile, on the sister blog . . .","31 August 2011, 9:05 am",Andrew,"['Political Science', 'Zombies']",0,135,0
300,Annals of spam,"30 August 2011, 5:33 pm",Andrew,['Zombies'],0,236,6
301,"Rickey Henderson and Peter Angelos, together again","30 August 2011, 9:46 am",Andrew,"['Economics', 'Literature', 'Sports', 'Zombies']",0,204,5
302,New journal on causal inference,"29 August 2011, 10:41 pm",Andrew,['Causal Inference'],0,204,6
303,Applying quantum probability to political science,"29 August 2011, 1:28 pm",Andrew,"['Miscellaneous Statistics', 'Political Science']",0,410,7
304,"Infovis, infographics, and data visualization: Where I&#8217;m coming from, and where I&#8217;d like to go","29 August 2011, 9:26 am",Andrew,"['Statistical graphics', 'Zombies']",2,2390,1
305,Better than Dennis the dentist or Laura the lawyer,"28 August 2011, 4:29 pm",Andrew,['Sociology'],0,44,3
306,Vaguely related to the coke-dumping story,"28 August 2011, 9:58 am",Andrew,['Sociology'],0,18,0
307,What&#8217;s &#8220;the definition of a professional career&#8221;?,"27 August 2011, 9:10 am",Andrew,"['Decision Theory', 'Economics', 'Sociology', 'Zombies']",0,387,1
308,Blog on applied probability modeling,"26 August 2011, 9:11 pm",Andrew,['Miscellaneous Statistics'],0,35,0
309,Luck or knowledge?,"26 August 2011, 2:36 pm",Aleks Jakulin,['Zombies'],0,166,1
310,Be careful what you control for . . . you just might get it!,"26 August 2011, 9:45 am",Andrew,['Causal Inference'],0,39,0
311,Why it doesn&#8217;t make sense in general to form confidence intervals by inverting hypothesis tests,"25 August 2011, 9:03 am",Andrew,"['Causal Inference', 'Decision Theory', 'Miscellaneous Statistics']",1,792,3
312,Blogs vs. real journalism,"24 August 2011, 10:31 am",Andrew,"['Literature', 'Zombies']",0,879,3
313,Mister P in Stata,"24 August 2011, 9:28 am",Andrew,"['Bayesian Statistics', 'Multilevel Modeling', 'Statistical computing']",0,33,0
314,Participate in a research project on combining information for prediction,"23 August 2011, 9:48 pm",Andrew,"['Decision Theory', 'Economics']",0,511,2
315,The economics of the mac? A paradox of competition,"23 August 2011, 9:03 am",Andrew,['Economics'],0,180,4
316,Blogging is &#8220;destroying the business model for quality&#8221;?,"22 August 2011, 9:52 am",Andrew,"['Literature', 'Miscellaneous Statistics', 'Zombies']",0,1644,1
317,Going viral &#8212; not!,"21 August 2011, 10:20 am",Andrew,"['Public Health', 'Sociology']",0,355,4
318,Bad graph,"21 August 2011, 9:45 am",Andrew,['Statistical graphics'],1,109,5
319,An illustrated calculus textbook,"20 August 2011, 9:13 am",Andrew,['Teaching'],0,316,8
320,Will Stan work well with 40&#215;40 matrices?,"19 August 2011, 9:43 am",Andrew,"['Bayesian Statistics', 'Statistical computing']",0,135,8
321,Trolls!,"18 August 2011, 9:50 am",Andrew,['Zombies'],1,157,1
322,Misunderstanding analysis of covariance,"18 August 2011, 9:11 am",Andrew,['Multilevel Modeling'],0,126,1
323,Bayes pays,"17 August 2011, 4:38 pm",Andrew,['Multilevel Modeling'],0,134,3
324,Jumping off the edge of the world,"17 August 2011, 9:34 am",Andrew,"['Bayesian Statistics', 'Statistical computing']",0,150,7
325,Infovis and statgraphics update update,"16 August 2011, 11:25 am",Andrew,"['Statistical graphics', 'Zombies']",0,1783,1
326,Our new improved blog! Thanks to Cord Blomquist,"16 August 2011, 9:54 am",Andrew,['Administrative'],0,137,1
327,A silly paper that tries to make fun of multilevel models,"15 August 2011, 9:13 am",Andrew,"['Multilevel Modeling', 'Zombies']",0,254,2
328,Preferential admissions for children of elite colleges,"14 August 2011, 9:39 am",Andrew,['Political Science'],0,265,4
329,Checking your model using fake data,"13 August 2011, 9:49 am",Andrew,['Statistical computing'],0,130,3
330,year + (1|year),"12 August 2011, 9:24 am",Andrew,['Multilevel Modeling'],0,296,0
331,The Reliability of Cluster Surveys of Conflict Mortality: Violent Deaths and Non-Violent Deaths,"11 August 2011, 10:08 am",Andrew,"['Miscellaneous Statistics', 'Political Science']",0,117,2
332,Understanding how estimates change when you move to a multilevel model,"11 August 2011, 9:17 am",Andrew,"['Bayesian Statistics', 'Multilevel Modeling']",0,191,4
333,That xkcd cartoon on multiple comparisons that all of you were sending me a couple months ago,"11 August 2011, 9:12 am",Andrew,['Multilevel Modeling'],0,97,0
334,Using a &#8220;pure infographic&#8221; to explore differences between information visualization and statistical graphics,"10 August 2011, 9:09 am",Andrew,['Statistical graphics'],2,1287,1
335,Default priors update?,"9 August 2011, 9:59 am",Andrew,"['Bayesian Statistics', 'Multilevel Modeling']",0,365,4
336,How adoption speed affects the abandonment of cultural tastes,"8 August 2011, 9:00 am",Andrew,['Sociology'],0,225,2
337,Update on the new Handbook of MCMC,"7 August 2011, 9:43 pm",Andrew,"['Bayesian Statistics', 'Statistical computing']",0,68,3
338,Non-rant,"7 August 2011, 9:33 am",Andrew,['Statistical graphics'],0,65,0
339,"Hey, I&#8217;m just like Picasso (but without all the babes)!","7 August 2011, 9:19 am",Andrew,"['Art', 'Bayesian Statistics']",0,4,0
340,Twitteo killed the bloggio star . . . Not!,"6 August 2011, 9:34 am",Andrew,['Economics'],0,50,0
341,An example of Bayesian model averaging,"5 August 2011, 9:25 am",Andrew,"['Bayesian Statistics', 'Political Science']",0,74,0
342,To commenters who are trying to sell something,"4 August 2011, 10:09 pm",Andrew,"['Economics', 'Zombies']",0,60,2
343,Is it rational to vote?,"4 August 2011, 10:06 pm",Andrew,['Decision Theory'],0,87,9
344,Retraction Watch,"4 August 2011, 9:08 am",Andrew,"['Sociology', 'Zombies']",0,64,2
345,Another plagiarism mystery,"3 August 2011, 9:49 am",Andrew,['Decision Theory'],0,278,5
346,&#8220;The sky is the limit&#8221; isn&#8217;t such a good thing,"2 August 2011, 9:52 am",Andrew,"['Economics', 'Sociology']",0,713,8
347,I owe it all to the haters,"1 August 2011, 9:21 am",Andrew,"['Literature', 'Sociology']",0,453,9
348,Even a good data display can sometimes be improved,"31 July 2011, 7:19 pm",Phil,['Statistical graphics'],1,90,4
349,Untunable Metropolis,"31 July 2011, 9:00 am",Andrew,"['Bayesian Statistics', 'Statistical computing']",0,205,0
350,A Wikipedia riddle!,"30 July 2011, 9:26 am",Andrew,['Sociology'],0,111,1
351,Infovis vs. statgraphics: A clear example of their different goals,"29 July 2011, 9:57 am",Andrew,['Statistical graphics'],2,281,8
352,Introductory overview lectures at the Joint Statistical Meetings in Miami this coming week,"29 July 2011, 9:52 am",Andrew,"['Miscellaneous Statistics', 'Political Science', 'Public Health', 'Statistical graphics']",0,156,0
353,Amusing case of self-defeating science writing,"28 July 2011, 7:50 pm",Andrew,['Zombies'],0,369,7
354,Thoughts on Groseclose book on media bias,"28 July 2011, 8:20 am",Andrew,['Political Science'],0,2028,4
355,Grade inflation: why weren&#8217;t the instructors all giving all A&#8217;s already??,"27 July 2011, 9:16 am",Andrew,"['Decision Theory', 'Teaching']",1,769,3
356,The Statistics Forum!,"27 July 2011, 8:57 am",Andrew,['Miscellaneous Statistics'],0,67,0
357,Any good articles on the use of error bars?,"26 July 2011, 5:11 pm",Andrew,['Statistical graphics'],0,125,1
358,Including interactions or not,"26 July 2011, 4:44 pm",Andrew,['Multilevel Modeling'],0,267,0
359,Milo and Milo,"26 July 2011, 9:42 am",Andrew,['Literature'],0,538,2
360,Design of nonrandomized cluster sample study,"25 July 2011, 3:59 pm",Andrew,"['Multilevel Modeling', 'Public Health']",0,152,0
361,See me talk in the Upper West Side (without graphs) today,"25 July 2011, 9:01 am",Andrew,['Political Science'],0,140,3
362,Don&#8217;t idealize &#8220;risk aversion&#8221;,"24 July 2011, 9:54 am",Andrew,"['Decision Theory', 'Economics']",0,569,8
363,New blog home,"23 July 2011, 9:54 pm",Andrew,['Administrative'],0,42,3
364,Parallel JAGS RNGs,"23 July 2011, 1:28 pm",Malecki,['Statistical computing'],0,307,1
365,&#8220;Information visualization&#8221; vs. &#8220;Statistical graphics&#8221;,"22 July 2011, 5:56 pm",Andrew,"['Statistical graphics', 'Uncategorized']",2,380,0
366,Statistical inference based on the minimum description length principle,"22 July 2011, 9:15 am",Andrew,"['Bayesian Statistics', 'Miscellaneous Statistics']",0,122,4
367,Scrabble!,"21 July 2011, 6:36 pm",Andrew,['Sports'],0,320,7
368,"Confusion about &#8220;rigging the numbers,&#8221; the support of ideological opposites, who&#8217;s a 501(c)(3), and the asymmetry of media bias","21 July 2011, 2:14 pm",Andrew,['Political Science'],0,1314,1
369,The powerful consumer?,"21 July 2011, 9:06 am",Andrew,['Economics'],0,1053,2
370,Kind of Bayesian,"20 July 2011, 4:56 pm",Andrew,['Bayesian Statistics'],0,490,4
371,Adding more information can make the variance go up (depending on your model),"20 July 2011, 1:40 pm",Andrew,['Bayesian Statistics'],0,354,5
372,&#8220;One of the easiest ways to differentiate an economist from almost anyone else in society&#8221;,"19 July 2011, 9:59 am",Andrew,"['Economics', 'Sociology', 'Zombies']",0,1135,1
373,The estimated effect size is implausibly large. Under what models is this a piece of evidence that the true effect is small?,"18 July 2011, 9:19 am",Andrew,"['Bayesian Statistics', 'Miscellaneous Statistics']",1,177,8
374,Macro causality,"17 July 2011, 4:45 pm",Andrew,"['Causal Inference', 'Economics']",0,352,1
375,6 links,"17 July 2011, 3:47 pm",Andrew,['Literature'],0,62,0
376,Hey&#8211;here&#8217;s what you missed in the past 30 days!,"16 July 2011, 9:33 am",Andrew,"['Administrative', 'Miscellaneous Statistics']",0,323,2
377,Static sensitivity analysis,"15 July 2011, 9:31 am",Andrew,"['Bayesian Statistics', 'Miscellaneous Statistics']",1,588,7
378,Subtleties with measurement-error models for the evaluation of wacky claims,"14 July 2011, 10:34 am",Andrew,"['Bayesian Statistics', 'Political Science']",0,611,0
379,Super Sam Fuld Needs Your Help (with Foul Ball stats),"13 July 2011, 6:09 pm",Bob Carpenter,"['Bayesian Statistics', 'Sports', 'Teaching']",0,588,7
380,I like lineplots,"13 July 2011, 4:30 pm",Andrew,['Statistical graphics'],0,8,3
381,On the half-Cauchy prior for a global scale parameter,"13 July 2011, 9:59 am",Andrew,"['Bayesian Statistics', 'Decision Theory', 'Multilevel Modeling']",0,240,3
382,Hypothesis testing with multiple imputations,"13 July 2011, 9:36 am",Andrew,['Miscellaneous Statistics'],0,354,6
383,Sometimes a graph really is just ugly,"12 July 2011, 9:52 am",Andrew,['Statistical graphics'],1,708,7
384,How do we evaluate a new and wacky claim?,"11 July 2011, 9:05 am",Andrew,"['Bayesian Statistics', 'Decision Theory', 'Miscellaneous Science', 'Miscellaneous Statistics', 'Political Science']",0,1473,7
385,Aleks says this is the future of visualization,"10 July 2011, 4:41 pm",Andrew,"['Statistical computing', 'Statistical graphics']",0,37,4
386,Matching and regression: two great tastes etc etc,"10 July 2011, 9:31 am",Andrew,['Causal Inference'],0,524,1
387,The quest for the holy graph,"9 July 2011, 12:12 pm",Andrew,['Statistical graphics'],0,352,0
388,R on the cloud,"9 July 2011, 11:52 am",Andrew,['Statistical computing'],0,264,1
389,Blog in motion,"8 July 2011, 10:16 pm",Andrew,['Administrative'],0,64,2
390,"Censoring on one end, &#8220;outliers&#8221; on the other, what can we do with the middle?","8 July 2011, 4:12 pm",Phil,['Miscellaneous Statistics'],0,505,9
391,The virtues of incoherence?,"8 July 2011, 2:08 pm",Andrew,['Bayesian Statistics'],0,511,2
392,"Descriptive statistics, causal inference, and story time","7 July 2011, 9:05 am",Andrew,"['Causal Inference', 'Economics', 'Literature', 'Political Science']",0,1396,4
393,Early stopping and penalized likelihood,"6 July 2011, 9:58 am",Andrew,['Bayesian Statistics'],1,839,2
394,"Different goals, different looks: Infovis and the Chris Rock effect","5 July 2011, 9:04 am",Andrew,['Statistical graphics'],1,584,1
395,Questions about quantum computing,"4 July 2011, 9:31 am",Andrew,['Bayesian Statistics'],0,166,3
396,Experimental reasoning in social science,"2 July 2011, 9:02 am",Andrew,['Causal Inference'],0,268,2
397,Weighting and prediction in sample surveys,"1 July 2011, 10:06 am",Andrew,"['Bayesian Statistics', 'Miscellaneous Statistics']",0,736,0
398,Don&#8217;t stop being a statistician once the analysis is done,"30 June 2011, 9:45 am",Andrew,['Statistical graphics'],0,362,7
399,Putting together multinomial discrete regressions by combining simple logits,"29 June 2011, 10:12 am",Andrew,"['Bayesian Statistics', 'Miscellaneous Statistics', 'Multilevel Modeling']",0,439,1
400,The holes in my philosophy of Bayesian data analysis,"28 June 2011, 3:32 pm",Andrew,['Bayesian Statistics'],0,1023,1
401,Bridges between deterministic and probabilistic models for binary data,"27 June 2011, 3:12 pm",Andrew,['Bayesian Statistics'],0,254,2
402,Avoiding boundary estimates using a prior distribution as regularization,"25 June 2011, 10:58 am",Andrew,"['Bayesian Statistics', 'Multilevel Modeling', 'Statistical computing']",0,675,6
403,New ideas on DIC from Martyn Plummer and Sumio Watanabe,"24 June 2011, 9:52 am",Andrew,"['Bayesian Statistics', 'Decision Theory', 'Statistical computing']",0,678,3
404,Combining survey data obtained using different modes of sampling,"23 June 2011, 9:25 am",Andrew,"['Miscellaneous Science', 'Political Science']",9,1209,9
405,"Deviance, DIC, AIC, cross-validation, etc","22 June 2011, 9:55 am",Andrew,['Bayesian Statistics'],0,491,3
406,Fundamental difficulty of inference for a ratio when the denominator could be positive or negative,"21 June 2011, 9:23 am",Andrew,"['Miscellaneous Statistics', 'Political Science']",1,1710,2
407,"The pervasive twoishness of statistics; in particular, the &#8220;sampling distribution&#8221; and the &#8220;likelihood&#8221; are two different models, and that&#8217;s a good thing","20 June 2011, 9:08 am",Andrew,['Miscellaneous Statistics'],0,548,7
408,Should we always be using the t and robit instead of the normal and logit?,"18 June 2011, 9:27 am",Andrew,"['Miscellaneous Statistics', 'Teaching']",0,563,1
409,Graphical tools for understanding multilevel models,"17 June 2011, 9:25 am",Andrew,"['Multilevel Modeling', 'Statistical computing', 'Statistical graphics']",0,447,7
410,30 days of statistics,"16 June 2011, 9:05 am",Andrew,['Miscellaneous Statistics'],0,311,8
411,Faux-antique,"15 June 2011, 9:26 pm",Andrew,['Sociology'],0,4,0
412,Still more Mr. P in public health,"15 June 2011, 6:37 pm",Andrew,"['Multilevel Modeling', 'Political Science', 'Public Health', 'Zombies']",0,251,5
413,Mr. P by another name . . . is still great!,"15 June 2011, 6:06 pm",Andrew,"['Multilevel Modeling', 'Political Science', 'Public Health', 'Zombies']",0,241,0
414,Error in an attribution of an error,"15 June 2011, 6:03 pm",Andrew,['Miscellaneous Science'],0,55,3
415,An economist offers a theoretical model explaining &#8220;story time&#8221;: that point in social scientists&#8217; papers where they pivot from a well-founded but narrow claim to a broad conclusion that is unsupported by theory or data,"15 June 2011, 9:36 am",Andrew,"['Economics', 'Sociology']",0,564,7
416,Examining US Legislative process with &#8220;Many Bills&#8221;,"14 June 2011, 9:38 pm",Aleks Jakulin,['Political Science'],2,40,0
417,"How the ignorant idiots win, explained. Maybe.","14 June 2011, 12:13 pm",Phil,"['Decision Theory', 'Miscellaneous Science', 'Sociology']",0,284,1
418,Last Wegman post (for now),"14 June 2011, 10:28 am",Andrew,['Zombies'],0,292,7
419,Inventor of Connect Four dies at 91,"13 June 2011, 8:18 pm",Andrew,['Sports'],0,49,0
420,A survey&#8217;s not a survey if they don&#8217;t tell you how they did it,"13 June 2011, 11:30 am",Andrew,"['Miscellaneous Statistics', 'Public Health', 'Zombies']",0,105,5
421,How should journals handle replication studies?,"13 June 2011, 9:25 am",Andrew,"['Sociology', 'Zombies']",0,256,4
422,How To Party Your Way Into a Multi-Million Dollar Facebook Job,"12 June 2011, 9:57 am",Andrew,['Sociology'],0,361,2
423,&#8220;2 level logit with 2 REs &#038; large sample. computational nightmare &#8211; please help&#8221;,"11 June 2011, 9:14 pm",Andrew,"['Multilevel Modeling', 'Statistical computing']",0,527,7
424,"Hey, good news! Your p-value just passed the 0.05 threshold!","11 June 2011, 10:46 am",Andrew,"['Decision Theory', 'Miscellaneous Statistics', 'Zombies']",0,243,2
425,Christakis-Fowler update,"10 June 2011, 8:53 pm",Andrew,"['Public Health', 'Sociology']",0,380,0
426,Controversy over the Christakis-Fowler findings on the contagion of obesity,"10 June 2011, 9:12 am",Andrew,"['Causal Inference', 'Public Health', 'Zombies']",0,1629,9
427,Recently in the award-winning sister blog,"9 June 2011, 8:10 pm",Andrew,['Political Science'],0,43,0
428,Difficulties with Bayesian model averaging,"9 June 2011, 12:54 pm",Andrew,['Bayesian Statistics'],0,776,8
429,Allowing interaction terms to vary,"9 June 2011, 9:20 am",Andrew,['Multilevel Modeling'],0,773,0
430,Another Wegman plagiarism,"8 June 2011, 9:03 am",Andrew,['Zombies'],0,1049,2
431,Traffic Prediction,"8 June 2011, 8:48 am",Aleks Jakulin,['Miscellaneous Statistics'],1,61,1
432,Looking for a purpose in life: Update on that underworked and overpaid sociologist whose &#8220;main task as a university professor was self-cultivation&#8221;,"7 June 2011, 9:17 am",Andrew,"['Sociology', 'Teaching', 'Zombies']",0,2002,1
433,&#8220;Sampling: Design and Analysis&#8221;: a course for political science graduate students,"6 June 2011, 10:45 pm",Andrew,"['Miscellaneous Statistics', 'Political Science', 'Teaching']",0,368,6
434,Research Directions for Machine Learning and Algorithms,"6 June 2011, 9:11 pm",Andrew,"['Miscellaneous Statistics', 'Statistical computing']",0,121,3
435,Why your Klout score is meaningless,"6 June 2011, 9:03 am",Andrew,['Miscellaneous Statistics'],0,485,9
436,An unexpected benefit of Arrow&#8217;s other theorem,"5 June 2011, 9:54 am",Andrew,"['Miscellaneous Statistics', 'Sociology']",0,640,8
437,High-level intellectual discussions in the Columbia statistics department,"4 June 2011, 9:56 am",Andrew,['Sociology'],0,16,6
438,"Statistical methods for healthcare regulation: rating, screening and surveillance","3 June 2011, 2:02 pm",Andrew,"['Miscellaneous Statistics', 'Public Health']",0,500,0
439,An argument that can&#8217;t possibly make sense,"3 June 2011, 9:16 am",Andrew,"['Causal Inference', 'Economics']",0,251,9
440,At least he didn&#8217;t prove a false theorem,"2 June 2011, 11:41 pm",Andrew,"['Sociology', 'Zombies']",0,56,6
441,"Grouponomics, counterfactuals, and opportunity cost","2 June 2011, 9:50 am",Andrew,"['Causal Inference', 'Economics']",0,102,2
442,The &#8220;cushy life&#8221; of a University of Illinois sociology professor,"1 June 2011, 9:26 am",Andrew,"['Economics', 'Teaching']",0,1163,3
443,When Did Girls Start Wearing Pink?,"31 May 2011, 11:25 am",Andrew,['Sociology'],1,221,3
444,Memorial Day question,"30 May 2011, 8:58 pm",Andrew,['Political Science'],0,105,6
445,Works well versus well understood,"30 May 2011, 9:04 am",Andrew,"['Miscellaneous Statistics', 'Sociology']",0,341,2
