Post Number,Title,Date,Author,Categories,Graphics,Length,Comments
224,"&#8220;If you do experiments and you&#8217;re always right, then you aren&#8217;t getting enough information out of those experiments. You want your experiment to be like the flip of a coin: You have no idea if it is going to come up heads or tails.&#8221;","7 August 2010, 9:09 am",Andrew,['Decision Theory'],0,19,3
225,Proposal for a moratorium on the use of the words &#8220;fashionable&#8221; and &#8220;trendy&#8221;,"6 August 2010, 9:14 am",Andrew,"['Literature', 'Political Science']",0,1027,4
226,Fake newspaper headlines,"6 August 2010, 8:22 am",Andrew,"['Statistical graphics', 'Zombies']",0,69,0
227,Update on state size and governors&#8217; popularity,"5 August 2010, 9:18 am",Andrew,"['Economics', 'Political Science']",1,390,5
228,Bayesian models for simultaneous equation systems?,"4 August 2010, 4:23 pm",Andrew,"['Bayesian Statistics', 'Economics']",0,82,8
229,That half-Cauchy prior,"4 August 2010, 3:16 pm",Andrew,"['Bayesian Statistics', 'Multilevel Modeling', 'Statistical computing']",0,174,0
230,Why does anyone support private macroeconomic forecasts?,"4 August 2010, 9:25 am",Andrew,['Economics'],0,50,2
231,"&#8220;To find out what happens when you change something, it is necessary to change it.&#8221;","4 August 2010, 7:01 am",Andrew,['Causal Inference'],0,170,1
232,(Partisan) visualization of health care legislation,"3 August 2010, 3:45 pm",Aleks Jakulin,"['Art', 'Political Science', 'Public Health']",1,144,5
233,An Olympic size swimming pool full of lithium water,"3 August 2010, 10:21 am",Andrew,['Public Health'],0,545,9
234,MCMC in Python,"3 August 2010, 9:14 am",Andrew,"['Bayesian Statistics', 'Statistical computing']",0,27,2
235,Climate Change News,"3 August 2010, 5:31 am",Phil,['Miscellaneous Science'],0,438,3
236,"Nebraska never looked so appealing: anatomy of a zombie attack. Oops, I mean a recession.","3 August 2010, 2:11 am",Phil,"['Miscellaneous Statistics', 'Statistical graphics', 'Zombies']",0,83,7
237,Reintegrating rebels into civilian life: Quasi-experimental evidence from Burundi,"2 August 2010, 3:38 pm",Andrew,"['Causal Inference', 'Economics', 'Political Science']",0,404,0
238,A useful rule of thumb,"2 August 2010, 11:24 am",Andrew,['Political Science'],0,9,7
239,Information is good,"2 August 2010, 10:48 am",Andrew,"['Miscellaneous Science', 'Political Science']",0,100,5
240,Literature and life,"1 August 2010, 9:21 am",Andrew,['Literature'],0,284,2
241,Editing and clutch hitting,"31 July 2010, 9:53 am",Andrew,"['Literature', 'Sports']",0,205,0
242,Why don&#8217;t we have peer reviewing for oral presentations?,"30 July 2010, 9:41 am",Aleks Jakulin,['Miscellaneous Science'],0,271,9
243,Silly baseball example illustrates a couple of key ideas they don&#8217;t usually teach you in statistics class,"30 July 2010, 9:02 am",Andrew,"['Decision Theory', 'Sports']",0,339,3
244,Say again?,"29 July 2010, 5:16 pm",Andrew,['Decision Theory'],0,45,4
245,When is expertise relevant?,"29 July 2010, 9:00 am",Andrew,"['Economics', 'Sociology']",0,1119,1
246,"Colorless green, and clueless","28 July 2010, 9:18 am",Andrew,['Literature'],0,660,2
247,The Three Golden Rules for Successful Scientific Research,"27 July 2010, 10:08 pm",Aleks Jakulin,['Miscellaneous Science'],0,252,1
248,Why don&#8217;t more medical discoveries become cures?,"27 July 2010, 9:53 am",Andrew,"['Decision Theory', 'Economics', 'Political Science', 'Public Health']",0,268,7
249,"Nothing is Linear, Nothing is Additive: Bayesian Models for Interactions in Social Science","27 July 2010, 6:19 am",Andrew,"['Bayesian Statistics', 'Miscellaneous Statistics']",0,38,8
250,A very short story,"26 July 2010, 9:52 am",Andrew,"['Decision Theory', 'Literature']",0,64,5
251,"Darn that Lindsey Graham! (or, &#8220;Mr. P Predicts the Kagan vote&#8221;)","25 July 2010, 10:56 pm",jeff,[],2,429,9
252,The fundamental attribution error: A literary example,"25 July 2010, 9:31 am",Andrew,['Literature'],0,164,2
253,"Differences in color perception by sex, also the Bechdel test for women in movies","24 July 2010, 9:35 am",Andrew,['Sociology'],1,269,1
254,Unhappy with improvement by a factor of 10^29,"23 July 2010, 12:53 pm",Phil,"['Miscellaneous Statistics', 'Statistical computing']",0,325,8
255,"Popular governor, small state","23 July 2010, 9:35 am",Andrew,['Political Science'],2,346,9
256,Tenants and landlords,"22 July 2010, 9:03 am",Andrew,['Economics'],0,550,2
257,"Roller coasters, charity, profit, hmmm","21 July 2010, 9:45 am",Andrew,"['Decision Theory', 'Economics']",0,597,5
258,Burglars are local,"20 July 2010, 9:42 am",Andrew,['Miscellaneous Science'],0,142,7
259,David Blackwell,"19 July 2010, 9:13 am",Andrew,"['Bayesian Statistics', 'Decision Theory', 'Sociology']",0,460,6
260,Predictive checks for hierarchical models,"18 July 2010, 9:00 am",Andrew,"['Bayesian Statistics', 'Multilevel Modeling', 'Statistical computing']",0,230,0
261,Tenure-track position at U. North Carolina in survey methods and social statistics,"17 July 2010, 4:34 pm",Andrew,['Miscellaneous Statistics'],0,22,0
262,Distorting the Electoral Connection? Partisan Representation in Confirmation Politics,"17 July 2010, 9:46 am",Andrew,"['Multilevel Modeling', 'Political Science']",0,171,0
263,Demographics: what variable best predicts a financial crisis?,"16 July 2010, 8:18 pm",Aleks Jakulin,['Economics'],2,414,1
264,Wanted: Probability distributions for rank orderings,"16 July 2010, 3:19 pm",Andrew,['Political Science'],0,190,2
265,Gaydar update: Additional research on estimating small fractions of the population,"16 July 2010, 9:18 am",Andrew,"['Miscellaneous Statistics', 'Political Science']",0,148,2
266,Quote of the day: statisticians and defaults,"15 July 2010, 11:33 am",Andrew,['Miscellaneous Statistics'],0,47,9
267,"&#8220;Gender Bias Still Exists in Modern Children&#8217;s Literature, Say Centre Researchers&#8221;","15 July 2010, 9:17 am",Andrew,['Literature'],0,331,2
268,The statistics and the science,"14 July 2010, 9:45 am",Andrew,['Miscellaneous Statistics'],0,268,4
269,Hey! Here&#8217;s a referee report for you!,"13 July 2010, 5:02 pm",Andrew,"['Causal Inference', 'Miscellaneous Statistics']",0,160,1
270,Statistical controversy regarding human rights violations in Colomnbia,"13 July 2010, 9:45 am",Andrew,['Political Science'],0,628,3
271,"God, Guns, and Gaydar: The Laws of Probability Push You to Overestimate Small Groups","12 July 2010, 4:36 pm",Andrew,"['Bayesian Statistics', 'Political Science', 'Public Health']",0,383,8
272,Dispute over counts of child deaths in Iraq due to sanctions,"12 July 2010, 4:05 pm",Andrew,['Political Science'],0,89,0
273,"Statistical fact checking needed, or, No, Ronald Reagan did not win &#8220;overwhelming support from evangelicals&#8221;","12 July 2010, 9:56 am",Andrew,"['Literature', 'Political Science', 'Zombies']",1,408,5
274,Creating a good wager based on probability estimates,"10 July 2010, 7:26 pm",Phil,"['Miscellaneous Statistics', 'Sports']",0,785,1
275,Cost of communicating numbers,"10 July 2010, 7:07 pm",Aleks Jakulin,['Miscellaneous Statistics'],1,390,1
276,"Life in New York, Then and Now","10 July 2010, 9:26 am",Andrew,['Literature'],0,544,4
277,SeeThroughNY,"10 July 2010, 9:07 am",Andrew,"['Miscellaneous Statistics', 'Political Science']",0,33,0
278,Using ranks as numbers,"9 July 2010, 5:32 pm",Andrew,"['Bayesian Statistics', 'Economics', 'Miscellaneous Statistics', 'Multilevel Modeling']",0,186,0
279,Rasmussen sez: &#8220;108% of Respondents Say . . .&#8221;,"9 July 2010, 8:59 am",Andrew,"['Political Science', 'Statistical computing', 'Zombies']",0,218,4
280,"Gratuitous use of &#8220;Bayesian Statistics,&#8221; a branding issue?","8 July 2010, 12:04 pm",Phil,"['Bayesian Statistics', 'Miscellaneous Statistics']",0,312,8
281,&#8220;What do you think about curved lines connecting discrete data-points?&#8221;,"8 July 2010, 9:12 am",Andrew,['Statistical graphics'],0,283,8
282,A note to John,"7 July 2010, 3:32 pm",Andrew,"['Miscellaneous Statistics', 'Political Science']",0,980,2
283,A False Consensus about Public Opinion on Torture,"7 July 2010, 8:13 am",Andrew,['Political Science'],1,276,0
284,Note to &#8220;Cigarettes&#8221;,"7 July 2010, 1:54 am",Andrew,"['Decision Theory', 'Economics']",0,73,4
285,Unrelated to all else,"5 July 2010, 3:33 pm",Andrew,['Economics'],0,93,6
286,The greatest works of statistics never published,"5 July 2010, 9:20 am",Andrew,['Miscellaneous Statistics'],0,263,1
287,Inequality and health,"4 July 2010, 9:38 am",Andrew,"['Economics', 'Political Science', 'Public Health', 'Sociology']",0,34,3
288,Graphical presentation of risk ratios,"3 July 2010, 9:31 am",Andrew,['Statistical graphics'],0,35,3
289,Note to the quals,"2 July 2010, 11:55 am",Andrew,['Political Science'],0,5,0
290,"The moral of the story is, Don&#8217;t look yourself up on Google","2 July 2010, 9:32 am",Andrew,['Political Science'],0,1246,1
291,MCMC machine,"1 July 2010, 6:18 pm",Andrew,['Statistical computing'],0,54,6
292,Truth in headlines,"1 July 2010, 3:07 pm",Andrew,['Political Science'],0,92,6
293,"An (almost) testable assumption on dogmatism, and my guess of the answer, based on psychometric principles","1 July 2010, 9:11 am",Andrew,['Sociology'],0,381,1
294,Question &amp; Answer Communities,"30 June 2010, 7:30 pm",Aleks Jakulin,['Miscellaneous Science'],0,270,1
295,Why is George Apley overrated?,"30 June 2010, 3:53 pm",Andrew,"['Literature', 'Sociology']",0,105,0
296,You can&#8217;t put Pandora back in the box,"30 June 2010, 9:19 am",Andrew,"['Economics', 'Sociology']",0,1030,9
297,How to grab power in a democracy &#8211; in 5 easy non-violent steps,"29 June 2010, 1:23 pm",Aleks Jakulin,['Political Science'],0,413,3
298,"Ya don&#8217;t know Bayes, Jack","29 June 2010, 9:36 am",Andrew,['Bayesian Statistics'],0,1085,7
299,Whassup with those crappy thrillers?,"28 June 2010, 1:39 pm",Andrew,['Literature'],0,462,1
300,Advocacy in the form of a &#8220;deliberative forum&#8221;,"28 June 2010, 9:47 am",Andrew,['Political Science'],0,838,2
301,More on Bayesian deduction/induction,"28 June 2010, 9:29 am",Andrew,"['Bayesian Statistics', 'Economics']",0,373,4
302,Sampling rate of human-scaled time series,"27 June 2010, 1:25 pm",Andrew,"['Economics', 'Miscellaneous Statistics']",0,615,9
303,Philosophy and the practice of Bayesian statistics,"26 June 2010, 4:25 pm",Andrew,"['Bayesian Statistics', 'Literature']",0,491,0
304,Tough love as a style of writing,"26 June 2010, 9:20 am",Andrew,['Literature'],0,275,1
305,Classics of statistics,"25 June 2010, 10:59 am",Andrew,"['Literature', 'Miscellaneous Statistics']",0,1147,3
306,Sometimes the raw numbers are better than a percentage,"24 June 2010, 1:18 pm",Phil,['Miscellaneous Statistics'],0,381,1
307,PPS in Georgia,"24 June 2010, 9:48 am",Andrew,['Political Science'],0,441,5
308,Scientists can read your mind . . . as long as the&#8217;re allowed to look at more than one place in your brain and then make a prediction after seeing what you actually did,"23 June 2010, 1:47 pm",Andrew,"['Decision Theory', 'Economics', 'Miscellaneous Science', 'Miscellaneous Statistics', 'Multilevel Modeling']",0,1176,1
309,"More on those divorce prediction statistics, including a discussion of the innumeracy of (some) mathematicians","23 June 2010, 9:23 am",Andrew,"['Decision Theory', 'Miscellaneous Statistics']",0,1406,9
310,"Beach reads, Proust, and income tax","22 June 2010, 12:00 pm",Andrew,['Literature'],0,322,7
311,Seeking balance,"22 June 2010, 9:15 am",Andrew,['Decision Theory'],0,223,3
312,Why modern art is all in the mind,"21 June 2010, 10:01 am",Andrew,['Art'],0,575,1
313,&#8220;People with an itch to scratch&#8221;,"20 June 2010, 3:02 pm",Andrew,"['Bayesian Statistics', 'Statistical computing']",0,380,6
314,"Unsurprisingly, people are more worried about the economy and jobs than about deficits","19 June 2010, 5:22 pm",Andrew,['Political Science'],0,746,3
315,Paired comparisons,"19 June 2010, 9:52 am",Andrew,['Miscellaneous Statistics'],0,207,9
316,Further thoughts on happiness and life satisfaction research,"19 June 2010, 9:42 am",Andrew,"['Decision Theory', 'Economics']",0,1545,7
317,Economic Disparities and Life Satisfaction in European Regions,"18 June 2010, 1:24 pm",Andrew,"['Economics', 'Multilevel Modeling', 'Political Science']",1,140,5
318,Course proposal: Bayesian and advanced likelihood statistical methods for zombies.,"18 June 2010, 12:02 pm",keithor,['Zombies'],0,107,2
319,Drug testing for recipents of NSF and NIH grants?,"17 June 2010, 7:01 pm",Andrew,"['Political Science', 'Zombies']",0,167,0
320,SAT stories,"17 June 2010, 1:36 pm",Andrew,['Sociology'],0,510,1
321,My proposal for making college admissions fairer,"17 June 2010, 9:15 am",Andrew,['Sociology'],0,575,4
322,&#8220;Rewarding Strivers: Helping Low-Income Students Succeed in College&#8221;,"17 June 2010, 9:00 am",Andrew,['Sociology'],0,706,0
323,RSS mess,"16 June 2010, 5:43 pm",Andrew,['Administrative'],0,62,3
324,Oil spill and corn production,"16 June 2010, 1:18 pm",Andrew,['Public Health'],0,3,0
325,A historical perspective on financial bailouts,"16 June 2010, 9:28 am",Andrew,"['Economics', 'Political Science']",0,202,0
326,Statistical analysis and visualization of the drug war in Mexico,"15 June 2010, 5:43 pm",Andrew,['Political Science'],0,120,0
327,What people do vs. what they want to do,"15 June 2010, 10:54 am",Andrew,['Sociology'],0,345,1
328,Prior distribution for design effects,"14 June 2010, 1:01 pm",Andrew,['Bayesian Statistics'],0,135,4
329,Is it 1930?,"14 June 2010, 10:06 am",Andrew,"['Economics', 'Political Science']",0,606,0
330,&#8220;Too much data&#8221;?,"14 June 2010, 9:35 am",Andrew,['Causal Inference'],0,312,5
331,Silly Sas lays out old-fashioned statistical thinking,"13 June 2010, 9:26 am",Andrew,['Bayesian Statistics'],0,178,1
332,UnConMax &#8211; uncertainty consideration maxims 7 +/- 2,"12 June 2010, 11:58 am",keithor,['Zombies'],0,175,4
333,Reputational Capital and Incentives in Organizations,"12 June 2010, 9:37 am",Andrew,"['Decision Theory', 'Economics']",0,67,0
334,Free online course in multilevel modeling,"11 June 2010, 9:51 am",Andrew,['Multilevel Modeling'],0,27,3
335,"What happens when the Democrats are &#8220;fighting Wall Street with one hand, unions with the other,&#8221; while the Republicans are fighting unions with two hands?","10 June 2010, 5:16 pm",Andrew,['Political Science'],1,1299,2
336,"Hey, where&#8217;s my kickback?","10 June 2010, 9:05 am",Andrew,['Economics'],0,450,9
337,Sof[t],"9 June 2010, 4:08 pm",Andrew,['Multilevel Modeling'],0,188,4
338,Both R and Stata,"9 June 2010, 9:01 am",Andrew,['Statistical computing'],0,201,1
339,&#8220;Is the cyber mob a threat to freedom?&#8221;,"8 June 2010, 10:06 am",Andrew,"['Political Science', 'Zombies']",0,520,6
340,&#8220;Extreme views weakly held&#8221;,"8 June 2010, 9:45 am",Andrew,['Decision Theory'],0,4,0
341,Observational Epidemiology,"8 June 2010, 9:23 am",Andrew,['Teaching'],0,368,7
342,Valencia: Summer of 1991,"7 June 2010, 2:31 pm",Andrew,['Bayesian Statistics'],0,264,3
343,Mister P goes on a date,"7 June 2010, 1:15 pm",Andrew,['Political Science'],0,297,2
344,Pay for an A?,"7 June 2010, 9:16 am",Andrew,"['Decision Theory', 'Economics', 'Teaching']",0,898,9
345,A Wikipedia whitewash,"4 June 2010, 9:44 am",Andrew,"['Sociology', 'Sports']",0,753,2
346,&#8230;pretty soon you&#8217;re talking real money.,"3 June 2010, 1:41 pm",Phil,['Economics'],0,518,2
347,More on that Dartmouth health care study,"3 June 2010, 1:23 pm",Andrew,"['Economics', 'Public Health']",0,699,2
348,Estimates of war deaths: Darfur edition,"3 June 2010, 1:05 pm",Andrew,['Political Science'],0,164,0
349,How best to learn R?,"3 June 2010, 10:24 am",Andrew,['Statistical computing'],0,68,2
350,"How can news reporters avoid making mistakes when reporting on technical issues? Or, Data used to justify &#8220;Data Used to Justify Health Savings Can Be Shaky&#8221; can be shaky","3 June 2010, 3:16 am",Andrew,"['Economics', 'Miscellaneous Statistics', 'Public Health']",0,1225,1
351,The problem of overestimation of group-level variance parameters,"2 June 2010, 9:52 am",Andrew,"['Bayesian Statistics', 'Multilevel Modeling']",0,260,0
352,Two Postdoc Positions Available on Bayesian Hierarchical Modeling,"1 June 2010, 1:30 pm",Andrew,"['Bayesian Statistics', 'Multilevel Modeling', 'Statistical computing']",0,341,3
353,A data visualization manifesto,"31 May 2010, 9:32 am",Andrew,['Statistical graphics'],1,1322,1
354,Extended Binary Format Support for Mac OS X,"30 May 2010, 10:32 am",Andrew,['Statistical computing'],0,53,0
355,What Auteur Theory and Freshwater Economics have in common,"30 May 2010, 9:32 am",Andrew,"['Economics', 'Literature']",0,624,7
356,Stupid legal crap,"29 May 2010, 12:01 pm",Andrew,['Economics'],0,102,2
357,Roth and Amsterdam,"29 May 2010, 9:19 am",Andrew,['Literature'],0,179,0
358,Another argument in favor of expressing conditional probability statements using the population distribution,"28 May 2010, 9:13 am",Andrew,"['Bayesian Statistics', 'Decision Theory', 'Miscellaneous Statistics', 'Teaching']",0,472,1
359,"In Linux, use jags() to call Jags instead of using bugs() to call OpenBugs","27 May 2010, 3:58 pm",Andrew,"['Bayesian Statistics', 'Statistical computing']",0,38,4
360,Hype about conditional probability puzzles,"27 May 2010, 9:03 am",Andrew,['Miscellaneous Statistics'],0,690,8
361,Intellectual property,"26 May 2010, 1:37 pm",Andrew,"['Literature', 'Political Science']",0,17,2
362,"Tumors, on the left, or on the right?","26 May 2010, 12:42 pm",Aleks Jakulin,['Public Health'],2,393,8
363,"If statistics is so significantly great, why don&#8217;t statisticians use statistics?","26 May 2010, 9:49 am",Andrew,['Teaching'],0,215,6
364,Looking for Sister Right,"25 May 2010, 5:41 pm",Andrew,['Political Science'],0,580,0
365,Blogging,"24 May 2010, 9:09 am",Andrew,['Literature'],0,1145,1
366,The bane of many causes,"23 May 2010, 9:33 am",Aleks Jakulin,"['Causal Inference', 'Public Health']",2,357,7
367,Of home runs and grand slams,"23 May 2010, 9:19 am",Andrew,"['Economics', 'Sports']",0,136,2
368,"Careers, one-hit wonders, and an offer of a free book","21 May 2010, 9:30 am",Andrew,['Literature'],0,235,3
369,Boris was right,"20 May 2010, 3:54 pm",Andrew,['Political Science'],0,74,2
370,Domain specificity: Does being really really smart or really really rich qualify you to make economic policy?,"20 May 2010, 9:13 am",Andrew,['Economics'],0,794,8
371,What do Tuesday&#8217;s elections tell us about November?,"19 May 2010, 3:58 pm",Andrew,['Political Science'],0,147,3
372,Updated solutions to Bayesian Data Analysis homeworks,"19 May 2010, 11:01 am",Andrew,['Bayesian Statistics'],0,101,0
373,Updated R code and data for ARM,"19 May 2010, 9:17 am",Andrew,"['Multilevel Modeling', 'Teaching']",0,36,2
374,What visualization is best?,"18 May 2010, 6:57 pm",Aleks Jakulin,['Statistical graphics'],1,70,6
375,"Breastfeeding, infant hyperbilirubinemia, statistical graphics, and modern medicine","18 May 2010, 9:43 am",Andrew,"['Decision Theory', 'Public Health', 'Statistical graphics']",0,153,0
376,The 1.6 rule,"18 May 2010, 7:10 am",Andrew,['Miscellaneous Statistics'],0,65,0
377,Is chartjunk really &#8220;more useful&#8221; than plain graphs? I don&#8217;t think so.,"17 May 2010, 9:12 am",Andrew,['Statistical graphics'],0,498,7
378,Female Mass Murderers: Babes Behind Bars,"16 May 2010, 4:40 pm",Andrew,"['Literature', 'Political Science']",0,208,2
379,Another update on the spam email study,"16 May 2010, 1:07 pm",Andrew,"['Decision Theory', 'Economics']",0,1036,1
380,Felix Salmon wins the American Statistical Association&#8217;s Excellence in Statistical Reporting Award,"14 May 2010, 12:18 pm",Andrew,"['Economics', 'Literature', 'Miscellaneous Statistics']",0,156,2
381,Causal inference in economics,"14 May 2010, 11:56 am",Andrew,"['Causal Inference', 'Economics']",0,3122,7
382,Non-academic writings on literature,"14 May 2010, 9:03 am",Andrew,['Literature'],0,157,4
383,Visualization in 1939,"13 May 2010, 8:33 pm",Aleks Jakulin,['Statistical graphics'],1,40,5
384,Trips to Cleveland,"13 May 2010, 1:11 pm",Andrew,['Literature'],0,689,7
385,Alert: Incompetent colleague wastes time of hardworking Wolfram Research publicist,"12 May 2010, 7:42 pm",Andrew,"['Statistical computing', 'Zombies']",0,226,1
386,Probability of successive wins in baseball,"12 May 2010, 9:52 am",Andrew,['Sports'],0,318,1
387,Update on religious affiliations of Supreme Court justices,"11 May 2010, 1:09 pm",Andrew,['Political Science'],3,115,9
388,Update on the spam email study,"11 May 2010, 9:51 am",Andrew,"['Decision Theory', 'Economics', 'Sociology']",0,254,8
389,Two great tastes that taste great together,"10 May 2010, 11:36 am",Andrew,"['Bayesian Statistics', 'Causal Inference', 'Multilevel Modeling']",0,64,2
390,Special journal issue on statistical methods for the social sciences,"9 May 2010, 10:46 am",Andrew,"['Bayesian Statistics', 'Miscellaneous Statistics']",0,371,0
391,"Popper&#8217;s great, but don&#8217;t bother with his theory of probability","9 May 2010, 10:39 am",Andrew,['Miscellaneous Statistics'],0,80,0
392,Environmentally induced cancer &#8220;grossly underestimated&#8221;? Doubtful.,"7 May 2010, 1:25 pm",Phil,['Public Health'],2,697,1
393,"Jenny Davidson wins Mark Van Doren Award, also some reflections on the continuity of work within literary criticism or statistics","7 May 2010, 10:32 am",Andrew,"['Literature', 'Teaching']",0,676,3
394,Bayesian hierarchical model for the prediction of soccer results,"7 May 2010, 9:14 am",Andrew,['Sports'],0,341,0
395,"$63,000 worth of abusive research . . . or just a really stupid waste of time?","6 May 2010, 10:01 am",Andrew,['Decision Theory'],0,1136,4
396,"OK, so this is how I ended up working with three different guys named Matt","6 May 2010, 9:52 am",Andrew,['Sociology'],0,176,1
397,Taking philosophical arguments literally,"5 May 2010, 9:50 am",Andrew,['Decision Theory'],0,414,1
398,Burgess on Kipling,"4 May 2010, 9:41 am",Andrew,['Literature'],0,169,2
399,Public Opinion on Health Care Reform,"3 May 2010, 9:02 am",Andrew,"['Political Science', 'Public Health']",0,327,0
400,Imputing count data,"1 May 2010, 10:38 am",Andrew,['Miscellaneous Science'],0,173,3
401,Things I learned from the Mickey Kaus for Senate campaign,"30 April 2010, 3:48 pm",Andrew,['Political Science'],0,366,1
402,More on problems with surveys estimating deaths in war zones,"30 April 2010, 9:43 am",Andrew,"['Political Science', 'Statistical graphics']",1,847,0
403,Alternatives to regression for social science predictions,"29 April 2010, 3:16 pm",Andrew,['Bayesian Statistics'],0,222,5
404,"Auto-Gladwell, or Can fractals be used to predict human history?","29 April 2010, 9:06 am",Andrew,"['Miscellaneous Science', 'Miscellaneous Statistics', 'Political Science', 'Sociology']",0,2003,5
405,"But it all goes to pay for gas, car insurance, and tolls on the turnpike","28 April 2010, 5:15 pm",Andrew,['Decision Theory'],0,133,5
406,Advice to help the rich get richer,"28 April 2010, 10:24 am",Andrew,['Economics'],0,465,3
407,Jelte Wicherts lays down the stats on IQ,"27 April 2010, 1:49 pm",Andrew,"['Miscellaneous Science', 'Miscellaneous Statistics']",0,2,9
408,Ethical and data-integrity problems in a study of mortality in Iraq,"27 April 2010, 9:24 am",Andrew,"['Miscellaneous Statistics', 'Public Health']",0,1827,2
409,Should Mister P be allowed/encouraged to reside in counter-factual populations?,"27 April 2010, 8:52 am",keithor,['Causal Inference'],0,253,0
410,Bayes in the news&#8230;in a somewhat frustrating way,"26 April 2010, 2:00 pm",Phil,"['Bayesian Statistics', 'Teaching']",0,83,1
411,Prolefeed,"26 April 2010, 9:25 am",Andrew,['Literature'],0,357,2
412,Modeling heterogenous treatment effects,"23 April 2010, 9:52 am",Andrew,"['Causal Inference', 'Political Science']",0,248,4
413,Political Belief Networks: Socio-cognitive Heterogeneity in American Public Opinion,"22 April 2010, 9:30 am",Andrew,['Political Science'],2,353,3
414,Hierarchical submission policies at academic journals,"21 April 2010, 4:40 pm",Andrew,"['Economics', 'Political Science', 'Sociology']",0,335,9
415,Kaggle: A platform for data prediction competitions,"21 April 2010, 10:09 am",Andrew,"['Economics', 'Miscellaneous Statistics']",0,591,1
416,An eruption of data,"21 April 2010, 9:09 am",Andrew,['Miscellaneous Statistics'],0,33,2
417,Zombie student manipulation of symbols/taking of course notes,"20 April 2010, 3:28 pm",keithor,['Zombies'],0,137,8
418,Inappropriate parallelism,"20 April 2010, 9:42 am",Andrew,['Literature'],0,354,8
419,?,"20 April 2010, 5:47 am",Andrew,['Economics'],0,27,1
420,BDA online lectures?,"19 April 2010, 4:11 pm",Andrew,"['Bayesian Statistics', 'Teaching']",0,288,6
421,A(nother) fast automatic Metropolis algorithm,"19 April 2010, 11:00 am",Andrew,['Statistical computing'],1,285,4
422,Some new articles,"16 April 2010, 9:29 am",Andrew,"['Miscellaneous Statistics', 'Political Science', 'Public Health', 'Sociology', 'Statistical computing', 'Statistical graphics']",0,175,1
423,"Prof flunks majority of students, is pulled from class","15 April 2010, 10:35 am",Andrew,['Teaching'],0,59,1
424,The Two Cultures: still around,"15 April 2010, 9:48 am",Andrew,"['Literature', 'Miscellaneous Science']",0,304,2
425,When engineers fail the bridge falls down: When statisticians fail millions of dollars of scarce research funding is squandered and serious public health issues are left far more uncertain than they needed to be,"15 April 2010, 8:15 am",keithor,['Public Health'],0,827,7
426,"The hard thing is not doing one or the other, it&#8217;s doing both","15 April 2010, 5:33 am",Andrew,['Literature'],0,69,8
427,"1, 2, 3, Many Tea Parties?","14 April 2010, 4:13 pm",Andrew,['Political Science'],0,611,7
428,Lucia de Berk found not guilty,"14 April 2010, 3:35 pm",Andrew,['Miscellaneous Science'],0,29,0
429,Cheap talk and nukes,"14 April 2010, 9:39 am",Andrew,"['Decision Theory', 'Economics', 'Political Science']",0,683,9
430,Forecasting market future,"13 April 2010, 12:36 pm",Aleks Jakulin,['Economics'],1,74,1
431,Random matrices in the news,"13 April 2010, 11:35 am",Andrew,"['Miscellaneous Statistics', 'Multilevel Modeling']",0,1221,6
432,Statistics is easy! part 2.F making it look easy was easy with subtraction rather than addition,"13 April 2010, 8:30 am",keithor,['Bayesian Statistics'],2,223,0
433,A flaw in prediction markets? Or simply lack of markets?,"12 April 2010, 7:50 pm",Phil,"['Decision Theory', 'Economics']",0,365,9
434,A question about scaling,"12 April 2010, 3:24 pm",Andrew,['Miscellaneous Statistics'],0,314,0
435,Confusion over British elections and the relevance to political punditry of a dictum of Bill James,"12 April 2010, 9:31 am",Andrew,['Political Science'],0,745,1
436,Economic freedom and statistical measurement,"12 April 2010, 6:51 am",Andrew,"['Economics', 'Political Science']",0,13,2
437,"OK, OK . . .","11 April 2010, 4:54 pm",Andrew,['Political Science'],0,41,4
438,Elizabella,"11 April 2010, 9:09 am",Andrew,['Sociology'],0,3,0
439,Sethi on Hirschman,"9 April 2010, 1:47 pm",Andrew,"['Economics', 'Political Science', 'Sociology']",0,185,4
440,Statistics is easy! part 2.1 &#8211; can we avoid unexpected bumps when making it look easy?,"8 April 2010, 9:09 pm",keithor,[],1,214,0
441,Controversy over social contagion,"8 April 2010, 5:51 pm",Andrew,"['Public Health', 'Sociology']",0,873,4
442,We interrupt our regularly scheduled statistical programming for some political science,"8 April 2010, 5:14 pm",Andrew,['Political Science'],0,674,2
443,A centipede many times over,"8 April 2010, 9:30 am",Andrew,['Statistical computing'],0,1279,2
444,Sex ratios in the GSS,"7 April 2010, 1:41 pm",Andrew,"['Economics', 'Political Science', 'Sociology']",0,169,2
445,A fast new automatic Metropolis algorithm?,"7 April 2010, 9:13 am",Andrew,['Statistical computing'],0,318,3
446,Political leanings of sports fans,"7 April 2010, 8:06 am",Andrew,"['Political Science', 'Sports', 'Statistical graphics']",2,259,8
447,An embarrassing question,"6 April 2010, 2:09 pm",Andrew,['Statistical graphics'],0,137,1
448,A Fast Hybrid Algorithm for Large Scale L1-Regularized Logistic Regression,"6 April 2010, 12:30 pm",Andrew,['Statistical computing'],0,244,3
449,"Having daughters makes you more liberal. No, it makes you more conservative. No, it . . . ??","6 April 2010, 3:55 am",Andrew,['Political Science'],0,1443,1
450,More on book sales . . . and reflections on the disappearance of millions of copies of the once-ubiquitous &#8220;Alive!&#8221;,"5 April 2010, 9:05 am",Andrew,"['Economics', 'Literature']",0,166,6
