postnum	tweets	likes	bin_tweet	bin_like	diff_tweets_likes	prop_tweet	prop_like	comments	title	date	graphics	length	videos	gradelevel	johnsides	henryfarrell	joshuatucker	larrybartels	andrewrudalevige	andrewgelman	jamesfearon	erikvoeten	sarahbinder	ericachenoweth	danhopkins	nolanmccarty	gregorykoger	jonathanrobinson	vanessawilliamson	jasonlyall	hansnoel	suzannemettler	paul	laynamosley	catiebailard	presidency	potpourri	environmentalpolitics	war	comparativepolitics	publicopinion	blogs	politicalscienceandjournalism	campaignsandelections	politicaleconomy	legislativepolitics	graphiti	politicalparties	law	experimentalanalysis	othersocialscience	policy	media	foreignpolicy	internationalrelations	internationalsecurity	methodology	electoralfraud	institutions	frivolity	tedmccaggcartoons	academia	electionreports	immigration	judicial	itandpolitics	data	violence	politicseverywhere	bureaucracy	obituary	sports	politicalscience	protest	housekeeping	senateprocedure	newsletters	healthcare	politicalsciencenews	education	science	musicandotherpopularculture	transitions	politicaltheory	thisweekinpoliticalscience	generalpolitics	interestgroups	methepeople	valid	tweetLike	logtweetlike	has_graphics	smoothtweet	smoothlike	smoothtweetlike	logsmoothtweetlike	loglength	tweetrating	tweetsandlikes	nographicslikes
402	6	0	1	0	6	1	0	2	"The Political Origins of Consumer Confidence"	"9/27/2011"	0	702	0	11.57186	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	7	1	7	.845098	6.553934	.845098	0	0
208	11	24	0	1	-13	.3142857	.6857143	0	"Guillermo O'Donnell has died"	"11/30/2011"	0	116	0	9.910551	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.4583333	-.3388186	0	12	25	.48	-.3187588	4.75359	-.3187588	1	1
296	2	1	1	0	1	.6666667	.3333333	1	"Potpourri: Money and Men Edition"	"10/28/2011"	0	38	0	2.530714	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	.30103	0	3	2	1.5	.1760913	3.637586	.1760913	1	0
122	13	3	1	0	10	.8125	.1875	3	"What Do Political Polls Really Accomplish?"	"12/23/2011"	0	566	0	13.24825	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4.333333	.6368221	0	14	4	3.5	.544068	6.338594	.544068	1	0
212	9	7	1	0	2	.5625	.4375	1	"Thinking With Models"	"11/29/2011"	0	315	0	9.739909	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.285714	.1091445	0	10	8	1.25	.09691	5.752573	.09691	1	0
495	3	3	0	1	0	.5	.5	1	"Annals of Microtargeting"	"8/30/2011"	0	178	0	14.04833	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	4	1	0	5.181784	0	1	0
652	2	0	1	0	2	1	0	5	"Will a Smaller Deficit Make the Public Love Government More?"	"7/15/2011"	0	722	0	11.5952	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	3	1	3	.4771213	6.582025	.4771213	0	0
210	0	0	0	1	0			1	"3 Quarks Daily Prize"	"11/29/2011"	0	175	0	8.449821	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	1	1	1	0	5.164786	0	0	0
655	4	0	1	0	4	1	0	1	"¶"	"7/14/2011"	0	970	0	13.77907	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	5	1	5	.69897	6.877296	.69897	0	0
437	8	0	1	0	8	1	0	1	"Can Computers Recognize Political Events?"	"9/17/2011"	0	20	0	1.036818	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	9	1	9	.9542425	2.995732	.9542425	0	0
499	3	0	1	0	3	1	0	2	"The Electoral Benefits of Lacking Consistency?"	"8/30/2011"	0	785	0	10.60288	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	4	1	4	.60206	6.665684	.60206	0	0
112	2	0	1	0	2	1	0	0	"Potpourri, From Iowa to Iran Edition"	"12/30/2011"	0	108	0	8.524014	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	3	1	3	.4771213	4.682131	.4771213	0	0
665	6	10	0	1	-4	.375	.625	0	"Do Family Responsibilities Keep Women from Running for Office?"	"7/13/2011"	0	506	0	15.61639	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.6	-.2218487	0	7	11	.6363636	-.1962947	6.226537	-.1962947	1	1
661	12	13	0	1	-1	.48	.52	1	"ù in International Relations Scholarship?"	"7/13/2011"	0	437	0	10.05914	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.9230769	-.0347621	0	13	14	.9285714	-.0321847	6.079933	-.0321847	1	1
56	6	0	1	0	6	1	0	0	"Public Opinion and the Payroll Tax Extension"	"1/17/2012"	0	79	0	13.94272	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	7	1	7	.845098	4.369448	.845098	0	0
610	7	0	1	0	7	1	0	4	"Calling More Cell Phones"	"7/28/2011"	0	156	0	6.497272	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	8	1	8	.90309	5.049856	.90309	0	0
687	8	2	1	0	6	.8	.2	0	"Cell Phones and Insurgent Violence"	"7/5/2011"	0	414	0	13.28551	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	.60206	0	9	3	3	.4771213	6.025866	.4771213	1	0
413	14	3	1	0	11	.8235294	.1764706	2	"Putin in 2012: Guest Commentary"	"9/25/2011"	0	874	0	12.61034	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4.666667	.6690068	0	15	4	3.75	.5740313	6.77308	.5740313	1	0
44	1	2	0	1	-1	.3333333	.6666667	1	"ù Justice Stevens"	"1/20/2012"	0	35	0	11.51647	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.5	-.30103	0	2	3	.6666667	-.1760912	3.555348	-.1760912	1	1
682	2	0	1	0	2	1	0	1	"Potpourri"	"7/6/2011"	0	54	0	4.3115	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	3	1	3	.4771213	3.988984	.4771213	0	0
672	1	0	1	0	1	1	0	2	"Potpourri"	"7/11/2011"	0	55	0	3.243714	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	2	1	2	.30103	4.007333	.30103	0	0
802	0	0	0	1	0			0	"NY-26 and Candidate Quality"	"5/25/2011"	0	212	0	11.04143	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	1	1	1	0	5.356586	0	0	0
676	9	32	0	1	-23	.2195122	.7804878	6	"Derek Jeter, Christian Lopez, and Rational Choices"	"7/10/2011"	0	833	0	9.731995	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.28125	-.5509075	0	10	33	.3030303	-.5185139	6.725034	-.5185139	1	1
449	4	2	1	0	2	.6666667	.3333333	0	"Will the GOP Nominate a Strong Conservative?"	"9/14/2011"	0	28	0	4.907143	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	.30103	0	5	3	1.666667	.2218487	3.332205	.2218487	1	0
227	22	5	1	0	17	.8148148	.1851852	9	"I have a theory"	"11/23/2011"	0	688	0	9.377918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4.4	.6434527	0	23	6	3.833333	.5835766	6.533789	.5835766	1	0
228	1	0	1	0	1	1	0	2	"Egypt's Disastrous Election"	"11/23/2011"	0	111	0	13.37474	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	2	1	2	.30103	4.70953	.30103	0	0
683	6	0	1	0	6	1	0	0	"Peacekeeping and State Responsibility"	"7/6/2011"	0	938	0	13.172	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	7	1	7	.845098	6.84375	.845098	0	0
370	5	2	1	0	3	.7142857	.2857143	0	"The Moneyball of Campaign Advertising"	"10/5/2011"	0	75	0	14.49533	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.5	.39794	0	6	3	2	.30103	4.317488	.30103	1	0
856	0	0	0	1	0			1	"On Coffee and Corruption"	"5/6/2011"	0	442	0	9.197305	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0				0	1	1	1	0	6.09131	0	0	0
463	13	6	1	0	7	.6842105	.3157895	7	"Too much education"	"9/11/2011"	0	345	0	7.962762	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.166667	.3357921	0	14	7	2	.30103	5.843544	.30103	1	0
633	2	1	1	0	1	.6666667	.3333333	2	"Political scientist and Fox TV interviewer discuss media bias"	"7/21/2011"	0	50	0	10.47529	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	.30103	0	3	2	1.5	.1760913	3.912023	.1760913	1	0
659	8	0	1	0	8	1	0	0	"Why do we have a debt ceiling?"	"7/13/2011"	0	443	0	12.85321	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	9	1	9	.9542425	6.09357	.9542425	0	0
508	3	0	1	0	3	1	0	6	"Top Two Primaries and Incumbency Advantage"	"8/25/2011"	0	115	0	9.996995	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	4	1	4	.60206	4.744932	.60206	0	0
730	2	1	1	0	1	.6666667	.3333333	1	"Potpourri"	"6/17/2011"	0	45	0	2.752738	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	.30103	0	3	2	1.5	.1760913	3.806663	.1760913	1	0
190	17	31	0	1	-14	.3541667	.6458333	8	"Why doesn't the President use the pardon power to adopt the DREAM Act?"	"12/5/2011"	0	535	0	13.26294	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.5483871	-.2609128	0	18	32	.5625	-.2498775	6.282267	-.2498775	1	1
741	4	0	1	0	4	1	0	3	"¶."	"6/13/2011"	0	211	0	15.18842	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	5	1	5	.69897	5.351858	.69897	0	0
47	9	4	1	0	5	.6923077	.3076923	3	"Deep Dissatisfaction with Romney?"	"1/19/2012"	0	240	0	10.0302	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.25	.3521825	0	10	5	2	.30103	5.480639	.30103	1	0
686	6	1	1	0	5	.8571429	.1428571	1	"World Rankings in Politics and International Studies"	"7/5/2011"	0	165	0	11.96045	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	.7781513	0	7	2	3.5	.544068	5.105946	.544068	1	0
852	0	0	0	1	0			4	"On Assessing the Ideologies of Presidents"	"5/9/2011"	0	317	0	10.37504	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	1	1	1	0	5.758902	0	0	0
115	17	7	1	0	10	.7083333	.2916667	3	"Why Everyone Hates the Media"	"12/27/2011"	0	217	0	15.72855	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.428571	.3853509	0	18	8	2.25	.3521825	5.379897	.3521825	1	0
702	0	1	0	1	-1	0	1	0	"Strategic Myths in Afghanistan and Pakistan"	"6/27/2011"	0	247	0	13.4949	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	1	2	.5	-.30103	5.509388	-.30103	0	1
591	7	14	0	1	-7	.3333333	.6666667	5	"The Red Queen Goes to War"	"8/2/2011"	0	1082	0	13.93392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.5	-.30103	0	8	15	.5333334	-.2730013	6.986567	-.2730013	1	1
403	2	1	1	0	1	.6666667	.3333333	0	"Post-Election Analysis: United Arab Emirates"	"9/27/2011"	0	422	0	10.97048	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	.30103	0	3	2	1.5	.1760913	6.045005	.1760913	1	0
705	2	0	1	0	2	1	0	1	"Potpourri"	"6/24/2011"	0	33	0	4.605345	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	3	1	3	.4771213	3.496508	.4771213	0	0
307	7	1	1	0	6	.875	.125	3	"The Campaign Fallacy"	"10/26/2011"	0	664	0	9.158519	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	.845098	0	8	2	4	.60206	6.498282	.60206	1	0
678	5	2	1	0	3	.7142857	.2857143	1	"Whatever will Facebook Think of Next!"	"7/8/2011"	0	43	0	11.49454	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.5	.39794	0	6	3	2	.30103	3.7612	.30103	1	0
451	10	6	1	0	4	.625	.375	2	"Jim Rosenau Has Died"	"9/14/2011"	0	79	0	8.496564	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.666667	.2218487	0	11	7	1.571429	.1962946	4.369448	.1962946	1	0
351	10	22	0	1	-12	.3125	.6875	9	"What is Occupy Wall Street?"	"10/13/2011"	0	217	0	11.47023	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.4545455	-.3424227	0	11	23	.4782609	-.3203351	5.379897	-.3203351	1	1
221	3	2	1	0	1	.6	.4	0	"Kudos to Chenoweth and Stephan"	"11/27/2011"	0	57	0	9.812	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.5	.1760913	0	4	3	1.333333	.1249387	4.043051	.1249387	1	0
782	6	8	0	1	-2	.4285714	.5714286	2	"Do Arab Media Stoke Anti-Americanism?"	"5/31/2011"	0	684	0	17.54923	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.75	-.1249387	0	7	9	.7777778	-.1091445	6.527958	-.1091445	1	1
359	3	0	1	0	3	1	0	0	"Jobs, Weber, and Velvet Elvis"	"10/11/2011"	0	117	0	13.20267	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	4	1	4	.60206	4.762174	.60206	0	0
384	5	3	1	0	2	.625	.375	3	"Why Michael Kinsley Is Wrong about Chris Christie's Weight"	"9/30/2011"	0	84	0	7.211429	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.666667	.2218487	0	6	4	1.5	.1760913	4.430817	.1760913	1	0
298	9	0	1	0	9	1	0	0	"Free Trade I: Does Free Trade Help Workers' Rights?"	"10/28/2011"	0	187	0	10.56938	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	10	1	10	1	5.231109	1	0	0
29	0	2	0	1	-2	0	1	5	"Journal Authors, Not Journal Articles"	"1/25/2012"	0	245	0	7.465844	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	1	3	.3333333	-.4771212	5.501258	-.4771212	0	1
706	5	2	1	0	3	.7142857	.2857143	9	"ù Huh??"	"6/24/2011"	0	226	0	13.80001	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.5	.39794	0	6	3	2	.30103	5.420535	.30103	1	0
135	2	4	0	1	-2	.3333333	.6666667	3	"The Death of Kim, Jong-il: Grounds for Apprehension"	"12/20/2011"	0	904	0	12.62317	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.5	-.30103	0	3	5	.6	-.2218487	6.806829	-.2218487	1	1
