"","postnum","tweets","likes","bin_tweet","bin_like","diff_tweets_likes","prop_tweet","prop_like","Comments","title","date","Graphics","Length","videos","gradelevel","johnsides","henryfarrell","joshuatucker","larrybartels","andrewrudalevige","andrewgelman","jamesfearon","erikvoeten","sarahbinder","ericachenoweth","danhopkins","nolanmccarty","gregorykoger","jonathanrobinson","vanessawilliamson","jasonlyall","hansnoel","suzannemettler","paul","laynamosley","catiebailard","presidency","potpourri","environmentalpolitics","war","comparativepolitics","publicopinion","blogs","politicalscienceandjournalism","campaignsandelections","politicaleconomy","legislativepolitics","graphiti","politicalparties","law","experimentalanalysis","othersocialscience","policy","media","foreignpolicy","internationalrelations","internationalsecurity","methodology","electoralfraud","institutions","frivolity","tedmccaggcartoons","academia","electionreports","immigration","judicial","itandpolitics","data","violence","politicseverywhere","bureaucracy","obituary","sports","politicalscience","protest","housekeeping","senateprocedure","newsletters","healthcare","politicalsciencenews","education","science","musicandotherpopularculture","transitions","politicaltheory","thisweekinpoliticalscience","generalpolitics","interestgroups","methepeople","valid","tweetLike","logtweetlike","has_graphics","smoothtweet","smoothlike","smoothtweetlike","logsmoothtweetlike","loglength","tweetrating","tweetsandlikes","year","day","month","newdate","weekday","weekdaynum","weekday01","sincelast"
"117",117,12,1,1,0,11,0.923076927661896,0.0769230797886848,0,"Using Social Media to Measure Conflict in the Gaza Strip","12/26/2011",0,133,0,13.3343658447266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1.07918119430542,0,13,2,6.5,0.812913358211517,4.8903489112854,0.812913358211517,1,"2011","26","12",2011-12-26,"Monday","1",1,2
"118",118,18,5,1,0,13,0.782608687877655,0.217391297221184,0,"Another Holiday Tradition","12/24/2011",0,614,0,14.4593057632446,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.59999990463257,0.556302487850189,0,19,6,3.16666674613953,0.5006023645401,6.41999483108521,0.5006023645401,1,"2011","24","12",2011-12-24,"Saturday","6",0,0
"119",119,12,8,1,0,4,0.600000023841858,0.400000005960464,1,"Maybe We're Underestimating Glenn Beck","12/24/2011",1,8,0,8.09500026702881,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,0.176091253757477,1,13,9,1.44444441795349,0.159700840711594,2.0794415473938,0.159700840711594,1,"2011","24","12",2011-12-24,"Saturday","6",0,1
"120",120,5,0,1,0,5,1,0,0,"Jacobs and Shapiro on how politicians try to mold public opinion","12/23/2011",0,547,0,13.8740730285645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,6,1,6,0.778151273727417,6.30444860458374,0.778151273727417,0,"2011","23","12",2011-12-23,"Friday","5",1,0
"121",121,4,0,1,0,4,1,0,2,"Maliki and coup-proofing","12/23/2011",0,352,0,12.9868993759155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,5,1,5,0.698970019817352,5.86363124847412,0.698970019817352,0,"2011","23","12",2011-12-23,"Friday","5",1,0
"122",122,13,3,1,0,10,0.8125,0.1875,3,"What Do Political Polls Really Accomplish?","12/23/2011",0,566,0,13.2482500076294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.33333349227905,0.636822104454041,0,14,4,3.5,0.544068038463593,6.33859395980835,0.544068038463593,1,"2011","23","12",2011-12-23,"Friday","5",1,0
"123",123,6,2,1,0,4,0.75,0.25,0,"Tom Pepinsky on causation and comparative politics","12/23/2011",0,387,0,13.4605073928833,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.477121263742447,0,7,3,2.33333325386047,0.367976784706116,5.95842456817627,0.367976784706116,1,"2011","23","12",2011-12-23,"Friday","5",1,0
"124",124,5,0,1,0,5,1,0,0,"Surveys show Americans are populist class warriors, except when they aren't","12/23/2011",0,21,0,10.9811906814575,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,6,1,6,0.778151273727417,3.04452252388,0.778151273727417,0,"2011","23","12",2011-12-23,"Friday","5",1,1
"125",125,10,4,1,0,6,0.714285731315613,0.28571429848671,2,"Getting the Facts Straight: Payroll Tax Edition","12/22/2011",0,631,0,10.3802061080933,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5,0.397940009832382,0,11,5,2.20000004768372,0.342422693967819,6.44730567932129,0.342422693967819,1,"2011","22","12",2011-12-22,"Thursday","4",1,0
"126",126,27,13,1,0,14,0.675000011920929,0.324999988079071,5,"Do Low Corporate Tax Rates Attract Inward Investment?","12/22/2011",0,389,0,15.7571430206299,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.07692313194275,0.317420423030853,0,28,14,2,0.30103000998497,5.96357917785645,0.30103000998497,1,"2011","22","12",2011-12-22,"Thursday","4",1,0
"127",127,16,0,1,0,16,1,0,3,"Roger Simon's Ignorance about Polling","12/22/2011",0,420,0,15.1581335067749,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,17,1,17,1.23044896125793,6.04025459289551,1.23044896125793,0,"2011","22","12",2011-12-22,"Thursday","4",1,0
"128",128,6,3,1,0,3,0.666666686534882,0.333333343267441,0,"Michelle Bachmann Venn Diagram","12/22/2011",1,17,0,4.19000005722046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.30103000998497,1,7,4,1.75,0.243038043379784,2.83321332931519,0.243038043379784,1,"2011","22","12",2011-12-22,"Thursday","4",1,1
"129",129,2,3,0,1,-1,0.400000005960464,0.600000023841858,0,"Agency Spending and Partisan Politics","12/21/2011",0,601,0,14.4523429870605,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.666666686534882,-0.176091238856316,0,3,4,0.75,-0.124938733875751,6.39859485626221,-0.124938733875751,1,"2011","21","12",2011-12-21,"Wednesday","3",1,0
"130",130,6,0,1,0,6,1,0,4,"What If North Korea Collapsed?","12/21/2011",0,156,0,9.62619018554688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,7,1,7,0.84509801864624,5.04985618591309,0.84509801864624,0,"2011","21","12",2011-12-21,"Wednesday","3",1,0
"131",131,5,0,1,0,5,1,0,9,"This guy has a regular column at Reuters","12/21/2011",0,597,0,8.80945205688477,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,6,1,6,0.778151273727417,6.39191722869873,0.778151273727417,0,"2011","21","12",2011-12-21,"Wednesday","3",1,0
"132",132,6,5,1,0,1,0.545454561710358,0.454545468091965,1,"Where have all the conference committees gone?","12/21/2011",1,705,0,14.1830854415894,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.20000004768372,0.0791812613606453,1,7,6,1.16666662693024,0.0669467747211456,6.55819797515869,0.0669467747211456,1,"2011","21","12",2011-12-21,"Wednesday","3",1,1
"133",133,2,0,1,0,2,1,0,0,"Fallacies about Conference Committees","12/20/2011",0,18,0,7.58666658401489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,3,1,3,0.477121263742447,2.89037179946899,0.477121263742447,0,"2011","20","12",2011-12-20,"Tuesday","2",1,0
"134",134,17,93,0,1,-76,0.154545456171036,0.845454573631287,5,"Tom Coburn Flip-Flops on NSF Funding of Political Science Research","12/20/2011",1,443,0,12.4978370666504,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.182795703411102,-0.738034009933472,1,18,94,0.191489368677139,-0.717855334281921,6.0935697555542,-0.717855334281921,1,"2011","20","12",2011-12-20,"Tuesday","2",1,0
"135",135,2,4,0,1,-2,0.333333343267441,0.666666686534882,3,"The Death of Kim, Jong-il: Grounds for Apprehension","12/20/2011",0,904,0,12.6231670379639,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,-0.30103000998497,0,3,5,0.600000023841858,-0.221848726272583,6.80682945251465,-0.221848726272583,1,"2011","20","12",2011-12-20,"Tuesday","2",1,0
"136",136,3,0,1,0,3,1,0,1,"North Korea, East Germany, . . . California","12/20/2011",0,351,0,6.97528076171875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,4,1,4,0.60206001996994,5.86078643798828,0.60206001996994,0,"2011","20","12",2011-12-20,"Tuesday","2",1,1
"137",137,2,0,1,0,2,1,0,2,"Proposals for increasing voter participation","12/19/2011",0,242,0,9.25647449493408,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,3,1,3,0.477121263742447,5.48893785476685,0.477121263742447,0,"2011","19","12",2011-12-19,"Monday","1",1,0
"138",138,3,0,1,0,3,1,0,0,"How I Think about the Economy in Iowa (and The Other 49 States)","12/19/2011",0,786,0,11.6771430969238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,4,1,4,0.60206001996994,6.66695690155029,0.60206001996994,0,"2011","19","12",2011-12-19,"Monday","1",1,0
"139",139,5,4,1,0,1,0.555555582046509,0.444444447755814,8,"Actually, [According to data from mid-late 2000s] Iowa is Extremely Representative in Terms of its Economy!","12/19/2011",0,694,0,12.8403635025024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.25,0.0969100147485733,0,6,5,1.20000004768372,0.0791812613606453,6.54247188568115,0.0791812613606453,1,"2011","19","12",2011-12-19,"Monday","1",1,0
"140",140,8,4,1,0,4,0.666666686534882,0.333333343267441,3,"Kim Jong Il and Vaclav Havel: How Much do Individuals Matter in Politics?","12/19/2011",0,815,0,12.1370420455933,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.30103000998497,0,9,5,1.79999995231628,0.255272507667542,6.70318794250488,0.255272507667542,1,"2011","19","12",2011-12-19,"Monday","1",1,0
"141",141,3,3,0,1,0,0.5,0.5,4,"Can People Tell You How Much Media They Consume?","12/19/2011",1,41,0,2.29552388191223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,4,1,0,3.71357202529907,0,1,"2011","19","12",2011-12-19,"Monday","1",1,1
"142",142,2,2,0,1,0,0.5,0.5,0,"Christopher Hitchens was a Bayesian","12/18/2011",0,11,0,-2.35999989509583,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,1,0,2.39789533615112,0,1,"2011","18","12",2011-12-18,"Sunday","0",0,2
"143",143,8,0,1,0,8,1,0,0,"Understanding Post-Communist Political Economy II","12/16/2011",0,814,0,11.348726272583,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,9,1,9,0.954242527484894,6.70196056365967,0.954242527484894,0,"2011","16","12",2011-12-16,"Friday","5",1,1
"144",144,8,8,0,1,0,0.5,0.5,6,"Silly Science: Aquarium Democracy Edition","12/15/2011",1,85,0,11.9596586227417,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,9,9,1,0,4.44265127182007,0,1,"2011","15","12",2011-12-15,"Thursday","4",1,0
"145",145,7,0,1,0,7,1,0,2,"ù the 2012 US Presidential Elections","12/15/2011",1,1688,0,8.84628582000732,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,8,1,8,0.903090000152588,7.43129968643188,0.903090000152588,0,"2011","15","12",2011-12-15,"Thursday","4",1,0
"146",146,1,0,1,0,1,1,0,7,"Potpourri","12/15/2011",0,81,0,6.95232057571411,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,2,1,2,0.30103000998497,4.39444923400879,0.30103000998497,0,"2011","15","12",2011-12-15,"Thursday","4",1,1
"147",147,2,0,1,0,2,1,0,0,"The Politics of the 1%","12/14/2011",0,29,0,6.08344841003418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,3,1,3,0.477121263742447,3.36729574203491,0.477121263742447,0,"2011","14","12",2011-12-14,"Wednesday","3",1,0
"148",148,9,2,1,0,7,0.818181812763214,0.181818187236786,1,"Understanding Post-communism: From the politics of economic reform to the functioning of political economies","12/14/2011",0,873,0,14.5241136550903,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,0.653212487697601,0,10,3,3.33333325386047,0.522878706455231,6.77193546295166,0.522878706455231,1,"2011","14","12",2011-12-14,"Wednesday","3",1,1
"149",149,48,35,1,0,13,0.578313231468201,0.421686738729477,7,"Do GOP Voters Care About Electability?","12/13/2011",1,209,0,8.07949447631836,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.37142860889435,0.13717320561409,1,49,36,1.36111116409302,0.133893594145775,5.34233427047729,0.133893594145775,1,"2011","13","12",2011-12-13,"Tuesday","2",1,0
"150",150,4,0,1,0,4,1,0,0,"2011 Slovene Parliamentary Elections","12/13/2011",0,989,0,13.8044290542603,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,5,1,5,0.698970019817352,6.89669418334961,0.698970019817352,0,"2011","13","12",2011-12-13,"Tuesday","2",1,0
"151",151,8,0,1,0,8,1,0,0,"Russia: Middle Class Rising","12/13/2011",0,632,0,15.138786315918,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,9,1,9,0.954242527484894,6.44888925552368,0.954242527484894,0,"2011","13","12",2011-12-13,"Tuesday","2",1,0
"152",152,8,3,1,0,5,0.727272748947144,0.272727280855179,1,"The Photocopy-and-Furtive-Conversation Revolution","12/13/2011",0,419,0,9.39338779449463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.66666674613953,0.425968736410141,0,9,4,2.25,0.352182507514954,6.03787088394165,0.352182507514954,1,"2011","13","12",2011-12-13,"Tuesday","2",1,1
"153",153,13,0,1,0,13,1,0,1,"The influence of strategic retirement on the incumbency advantage in US House elections","12/12/2011",0,128,0,12.3603172302246,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,14,1,14,1.14612805843353,4.8520302772522,1.14612805843353,0,"2011","12","12",2011-12-12,"Monday","1",1,0
"154",154,5,0,1,0,5,1,0,6,"Recent Developments in Russia: Two Competing Explanations that Might Both be Correct","12/12/2011",1,525,0,15.2992820739746,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,6,1,6,0.778151273727417,6.26339817047119,0.778151273727417,0,"2011","12","12",2011-12-12,"Monday","1",1,0
"155",155,3,0,1,0,3,1,0,2,"ì Really Big Data Edition","12/12/2011",0,67,0,5.32681798934937,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,4,1,4,0.60206001996994,4.20469284057617,0.60206001996994,0,"2011","12","12",2011-12-12,"Monday","1",1,0
"156",156,12,2,1,0,10,0.857142865657806,0.142857149243355,0,"Political parties and economic growth: more from Campbell, Bartels, Hibbs, and Gelman","12/12/2011",0,1735,0,12.7592344284058,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.778151273727417,0,13,3,4.33333349227905,0.636822104454041,7.45876264572144,0.636822104454041,1,"2011","12","12",2011-12-12,"Monday","1",1,0
"157",157,19,50,0,1,-31,0.275362312793732,0.724637687206268,1,"Tea Party Racism: Some Experimental Evidence","12/12/2011",3,346,0,12.2309513092041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.379999995231628,-0.420216411352158,1,20,51,0.39215686917305,-0.406540185213089,5.84643888473511,-0.406540185213089,1,"2011","12","12",2011-12-12,"Monday","1",1,1
"158",158,13,4,1,0,9,0.764705896377563,0.235294118523598,1,"Blending Journalism with Academia","12/11/2011",0,238,0,10.3900423049927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.25,0.51188337802887,0,14,5,2.79999995231628,0.44715803861618,5.47227048873901,0.44715803861618,1,"2011","11","12",2011-12-11,"Sunday","0",0,0
"159",159,6,0,1,0,6,1,0,5,"Irregularities in Russian election?","12/11/2011",1,121,0,7.91213130950928,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,7,1,7,0.84509801864624,4.79579067230225,0.84509801864624,0,"2011","11","12",2011-12-11,"Sunday","0",0,0
"160",160,5,0,1,0,5,1,0,0,"Will Assad Survive?","12/11/2011",0,120,0,13.7222518920898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,6,1,6,0.778151273727417,4.78749179840088,0.778151273727417,0,"2011","11","12",2011-12-11,"Sunday","0",0,0
"161",161,4,29,0,1,-25,0.121212124824524,0.878787875175476,1,"Climate Negotiations in Durban: Is the Glass Half Empty or Half Full, and Does It Really Matter?","12/11/2011",0,889,0,12.4971837997437,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.137931033968925,-0.860338032245636,0,5,30,0.16666667163372,-0.778151214122772,6.7900972366333,-0.778151214122772,1,"2011","11","12",2011-12-11,"Sunday","0",0,1
