Landing Page,Visits,Pages/Visit,Avg Time On,% New Visits,Bounce Rate,Year,Month,Day,Title
/2010/09/midterm_forecast_update.html,122,1.21,0:00:28,100.00%,79.17%,2010,09,NA,Midterm Forecast Update
/2010/10/what_divided_government_does_d.html,122,1.29,0:00:36,54.17%,83.33%,2010,10,NA,What Divided Government Does D
/2011/04/democrats_do_better_among_the_.html,122,1,0:00:00,58.33%,100.00%,2011,04,NA,Democrats Do Better Among The
/blog/2011/06/08/2011-portugese-parliamentary-election-post-election-report/,122,1.17,0:00:38,79.17%,91.67%,2011,06,08,2011 Portugese Parliamentary Election Post Election Report
/blog/2011/07/21/fox-news-coverage-of-the-phone-hacking-scandal/,122,1.46,0:01:09,91.67%,91.67%,2011,07,21,Fox News Coverage Of The Phone Hacking Scandal
/blog/2011/08/02/an-anti-establishment-vote/,122,1.17,0:00:24,91.67%,87.50%,2011,08,02,An Anti Establishment Vote
/blog/2011/11/17/vanderbilt-poll-gingrich-and-cain-romney-and-perry/,122,1.12,0:00:05,75.00%,87.50%,2011,11,17,Vanderbilt Poll Gingrich And Cain Romney And Perry
/blog/2011/11/27/historian-and-journalist-slug-it-out/,122,1.33,0:00:37,79.17%,79.17%,2011,11,27,Historian And Journalist Slug It Out
/blog/2012/01/23/perhaps-party-elites-were-influential-in-south-carolina/,122,1,0:00:00,87.50%,100.00%,2012,01,23,Perhaps Party Elites Were Influential In South Carolina
/blog/2012/01/27/electoral-fraud-in-russia-report-from-the-russian-blogosphere/,122,1.38,0:01:08,45.83%,83.33%,2012,01,27,Electoral Fraud In Russia Report From The Russian Blogosphere
/wars.jpg,122,1,0:00:00,4.17%,100.00%,wars.jpg,NA,NA,NA
/2008/05/tom_lehrer_on_political_scienc.html,117,1.09,0:00:38,73.91%,91.30%,2008,05,NA,Tom Lehrer On Political Scienc
/2008/07/inequality_and_information_amo.html,117,1.26,0:00:09,82.61%,91.30%,2008,07,NA,Inequality And Information Amo
/2009/06/the_median_voter_theorem_as_a.html,117,1.26,0:03:09,65.22%,78.26%,2009,06,NA,The Median Voter Theorem As A
/2009/09/universities_and_graduation_ra_1.html,117,1.26,0:01:00,91.30%,86.96%,2009,09,NA,Universities And Graduation Ra 1
/2009/10/income_inequality_and_partisan.html,117,1.22,0:00:32,56.52%,86.96%,2009,10,NA,Income Inequality And Partisan
/2009/11/the_news_diet_of_richard_m_nix.html,117,1.09,0:00:04,86.96%,91.30%,2009,11,NA,The News Diet Of Richard M Nix
/2010/02/a_little_evidence_on_corporate.html,117,1.13,0:01:54,86.96%,91.30%,2010,02,NA,A Little Evidence On Corporate
/2010/02/the_economy_structures_everyth.html,117,1.52,0:01:04,82.61%,73.91%,2010,02,NA,The Economy Structures Every
/2010/09/political_science_forecasts_fo.html,117,1.22,0:00:11,52.17%,82.61%,2010,09,NA,Political Science Forecasts Fo
/2010/11/incumbency_advantage_in_2010.html,117,1.48,0:00:15,65.22%,60.87%,2010,11,NA,Incumbency Advantage In 2010
/2011/03/the_domestic_politics_of_the_u.html,117,1.43,0:00:41,73.91%,82.61%,2011,03,NA,The Domestic Politics Of The U
/2011/04/jerome_frank_vindicated.html,117,1.09,0:00:11,73.91%,91.30%,2011,04,NA,Jerome Frank Vindicated
/blog/2011/07/29/thoughts-on-groseclose-book-on-media-bias/,117,1.17,0:01:00,82.61%,86.96%,2011,07,29,Thoughts On Groseclose Book On Media Bias
/blog/2011/10/12/even-the-liberal-new-republic-opposes-occupy-wall-street-what-does-that-mean/,117,1.04,0:00:14,52.17%,95.65%,2011,10,12,Even The Liberal New Republic Opposes Occupy Wall Street What Does That Mean
/blog/2012/01/04/on-to-new-hampshire-land-of-the/,117,1,0:00:00,91.30%,100.00%,2012,01,04,On To New Hampshire Land Of The
/2008/02/post_54.html,112,1.41,0:02:55,59.09%,77.27%,2008,02,NA,Post 54
/2009/06/are_republicans_more_likely_to.html,112,1.18,0:01:10,95.45%,95.45%,2009,06,NA,Are Republicans More Likely To
/2009/10/filibuster_finale.html,112,2,0:02:51,45.45%,68.18%,2009,10,NA,Filibuster Finale
/2009/11/stv_and_party_identification.html,112,1.45,0:00:28,22.73%,72.73%,2009,11,NA,Stv And Party Identification
/2009/11/why_senators_filibuster.html,112,1.18,0:00:14,68.18%,95.45%,2009,11,NA,Why Senators Filibuster
/2010/03/what_happens_when_congress.html,112,1.09,0:00:14,63.64%,90.91%,2010,03,NA,What Happens When Congress
/2010/04/federal_spending_in_red_and_bl.html,112,1.09,0:00:09,63.64%,95.45%,2010,04,NA,Federal Spending In Red And B
/2010/05/pelosi_and_health_care_how_imp.html,112,1.23,0:01:02,59.09%,81.82%,2010,05,NA,Pelosi And Health Care How Imp
/2010/05/strategic_voting_in_the_uk.html,112,1.18,0:00:08,68.18%,90.91%,2010,05,NA,Strategic Voting In The Uk
/2010/07/the_politics_of_drift.html,112,1.09,0:00:03,72.73%,95.45%,2010,07,NA,The Politics Of Drif
/2010/08/me_talking_to_politico_on_2010.html,112,1.18,0:00:35,86.36%,86.36%,2010,08,NA,Me Talking To Politico On 2010
/2010/08/presidential_vacations_a_sunda.html,112,1.23,0:00:57,72.73%,77.27%,2010,08,NA,Presidential Vacations A Sunda
/2010/09/on_the_irrelevance_of_politica_1.html,112,1.14,0:01:02,86.36%,90.91%,2010,09,NA,On The Irrelevance Of Politica 1
/2010/11/how_much_did_the_tea_party_hel.html,112,2.23,0:06:09,68.18%,63.64%,2010,11,NA,How Much Did The Tea Party He
/2010/11/our_patchwork_nation.html,112,1.05,0:00:18,77.27%,95.45%,2010,11,NA,Our Patchwork Nation
/2011/02/oops.html,112,1.14,0:00:35,86.36%,86.36%,2011,02,NA,Oops
/2011/03/solving_the_climate_change_att.html,112,1.73,0:01:54,59.09%,50.00%,2011,03,NA,Solving The Climate Change A
/2011/03/where_does_japan_put_nuclear_f.html,112,1.14,0:00:33,81.82%,90.91%,2011,03,NA,Where Does Japan Put Nuclear F
/2011/04/presiden.html,112,1.23,0:00:42,59.09%,81.82%,2011,04,NA,Presiden
/blog/2011/05/25/political-theory-tats/,112,1.41,0:00:10,95.45%,86.36%,2011,05,25,Political Theory Tats
/blog/2011/06/08/frances-comparative-advantage-neo-liberalism/,112,1.09,0:00:55,90.91%,90.91%,2011,06,08,Frances Comparative Advantage Neo Liberalism
/blog/2011/06/20/scientists-are-talking-but-mostly-to-each-other/,112,1,0:00:00,90.91%,100.00%,2011,06,20,Scientists Are Talking But Mostly To Each Other
/blog/2011/08/23/rick-perrys-eggheads/,112,1.77,0:02:43,77.27%,72.73%,2011,08,23,Rick Perrys Eggheads
/blog/2011/10/27/one-mans-outlier-is-another-mans-high-leverage-case/,112,1.14,0:00:50,50.00%,90.91%,2011,10,27,One Mans Outlier Is Another Mans High Leverage Case
/blog/2011/12/12/tea-party-racism-some-experimental-evidence/,112,1.09,0:00:07,72.73%,90.91%,2011,12,12,Tea Party Racism Some Experimental Evidence
/blog/2012/01/05/romney-08-vs-romney-12-not-the-same-voters/,112,1.05,0:00:02,81.82%,95.45%,2012,01,05,Romney 08 Vs Romney 12 Not The Same Voters
/2008/03/rap_music_primes_latent_sexism.html,106,1,0:00:00,80.95%,100.00%,2008,03,NA,Rap Music Primes Latent Sexis
/2008/11/jewish_wassup.html,106,1.24,0:00:08,71.43%,90.48%,2008,11,NA,Jewish Wassup
/2009/08/everybody_in_academia_hates_th_1.html,106,1.1,0:00:55,90.48%,90.48%,2009,08,NA,Everybody In Academia Hates Th 1
/2009/10/my_two_cents_on_coburns_propos.html,106,1.19,0:02:03,80.95%,80.95%,2009,10,NA,My Two Cents On Coburns Propos
/2010/04/more_on_plateofspaghetti_graph.html,106,1.38,0:00:15,85.71%,80.95%,2010,04,NA,More On Plateofspaghetti Grap
/2010/07/does_executive_experience_make.html,106,1.1,0:00:08,71.43%,95.24%,2010,07,NA,Does Executive Experience Make
/2010/07/on_writing_about_the_economy_a.html,106,1.57,0:01:11,71.43%,80.95%,2010,07,NA,On Writing About The Economy A
/2010/09/the_visual_display_of_quantita_1.html,106,1.05,0:00:24,71.43%,95.24%,2010,09,NA,The Visual Display Of Quantita 1
/2010/12/bleg_what_difference_did_citiz.html,106,1.38,0:01:20,61.90%,71.43%,2010,12,NA,Bleg What Difference Did Citiz
/2011/01/the_bad_borders_meme.html,106,1.33,0:00:25,76.19%,85.71%,2011,01,NA,The Bad Borders Meme
/2011/02/some_thoughts_on_authoritarian.html,106,1.19,0:00:02,76.19%,85.71%,2011,02,NA,Some Thoughts On Authoritarian
/2011/02/the_question_about_sarah_palin.html,106,1,0:00:00,90.48%,100.00%,2011,02,NA,The Question About Sarah Palin
/2011/04/congressional_dealmaking.html?wpisrc=nl_wonk,106,1.76,0:00:32,90.48%,76.19%,2011,04,NA,Congressional Dealmaking.html?wpisrc=nl Wonk
/blog/2011/05/19/worst-chart-ever/,106,1.29,0:00:19,80.95%,95.24%,2011,05,19,Worst Chart Ever
/blog/2011/08/08/can-bloggers-help-draw-attention-to-academic-papers/,106,1.05,0:00:02,80.95%,95.24%,2011,08,08,Can Bloggers Help Draw Attention To Academic Papers
/blog/2011/08/18/presidential-vs-parliamentary-systems-responsiveness-to-public-opinion-and-financial-markets/,106,1.43,0:00:45,66.67%,76.19%,2011,08,18,Presidential Vs Parliamentary Systems Responsiveness To Public Opinion And Financial Markets
/blog/2012/01/04/moral-hazard-in-authoritarian-repression-and-the-fate-of-dictators/,106,1.14,0:00:59,52.38%,90.48%,2012,01,04,Moral Hazard In Authoritarian Repression And The Fate Of Dictators
/2008/02/the_democratic_veepstakes_2008.html,101,1.05,0:00:18,85.00%,95.00%,2008,02,NA,The Democratic Veepstakes 2008
/2008/04/annals_of_improbable_research.html,101,1.4,0:01:17,80.00%,95.00%,2008,04,NA,Annals Of Improbable Researc
/2008/10/americanists_and_political_eco.html,101,1.4,0:01:30,65.00%,80.00%,2008,10,NA,Americanists And Political Eco
/2008/10/visualizing_the_vicepresidenti.html,101,1.3,0:01:06,90.00%,75.00%,2008,10,NA,Visualizing The Vicepresidenti
/2009/05/will_the_recession_lead_to_bet.html,101,1.1,0:00:49,90.00%,90.00%,2009,05,NA,Will The Recession Lead To Be
/2009/09/racial_attitudes_and_party_ide.html,101,1.25,0:01:55,85.00%,85.00%,2009,09,NA,Racial Attitudes And Party Ide
/2010/02/time_to_say_goodbye_sigelman_m.html,101,1.55,0:01:36,75.00%,80.00%,2010,02,NA,Time To Say Goodbye Sigelman
/2010/03/do_blog_readers_selfsegregate.html,101,1.35,0:00:09,70.00%,85.00%,2010,03,NA,Do Blog Readers Selfsegregate
/2010/03/more_on_dutch_politics.html,101,1.15,0:00:28,70.00%,90.00%,2010,03,NA,More On Dutch Politics
/2010/05/polarization_everywhere_energy.html,101,1.15,0:00:36,85.00%,90.00%,2010,05,NA,Polarization Everywhere Energy
/2010/06/do_americans_really_want_to_cu.html,101,1.45,0:01:30,65.00%,80.00%,2010,06,NA,Do Americans Really Want To Cu
/2010/09/post_257.html,101,1.3,0:00:30,60.00%,80.00%,2010,09,NA,Post 257
/2010/11/a_conversation_about_wikileaks.html,101,1.15,0:00:05,75.00%,85.00%,2010,11,NA,A Conversation About Wikileaks
/2011/01/two_more_things_on_sotu.html,101,1,0:00:00,60.00%,100.00%,2011,01,NA,Two More Things On Sotu
/2011/02/party_identification_and_attit.html,101,1.3,0:00:52,75.00%,85.00%,2011,02,NA,Party Identification And Atti
/2011/03/authoritarian_personality_cult.html,101,1.15,0:00:29,60.00%,90.00%,2011,03,NA,Authoritarian Personality Cu
/2011/04/congressional_dealmaking.html,101,1.45,0:03:01,65.00%,75.00%,2011,04,NA,Congressional Dealmaking
/blog/2008/11/06/truths_and_myths_about_the_200_2/,101,1.35,0:02:49,90.00%,75.00%,2008,11,06,Truths And Myths About The 200 2
/blog/2011/07/10/does-nudging-explain-differences-in-organ-donation-rates/,101,2.5,0:03:30,85.00%,45.00%,2011,07,10,Does Nudging Explain Differences In Organ Donation Rates
/blog/2011/09/26/peter-orszag-on-too-much-of-a-good-thing-why-we-need-less-democracy/,101,1.45,0:00:38,65.00%,75.00%,2011,09,26,Peter Orszag On Too Much Of A Good Thing Why We Need Less Democracy
/blog/2011/11/10/why-we-need-more-polls/,101,1.2,0:00:13,90.00%,90.00%,2011,11,10,Why We Need More Polls
/blog/2011/11/18/underemphasized-points-about-the-economy-and-elections/,101,1.1,0:00:16,75.00%,95.00%,2011,11,18,Underemphasized Points About The Economy And Elections
/blog/2012/01/05/iran‰Ûªs-dangerous-bluster-over-the-strait-of-hormuz/,101,1.4,0:00:17,95.00%,90.00%,2012,01,05,Iran‰Ûªs Dangerous Bluster Over The Strait Of Hormuz
/2008/02/post_56.html,96,1.47,0:02:07,73.68%,68.42%,2008,02,NA,Post 56
/2008/05/are_jews_drifting_to_the_right.html,96,1.11,0:00:41,94.74%,89.47%,2008,05,NA,Are Jews Drifting To The Rig
/2008/05/the_dakota_effect.html,96,1.37,0:00:24,57.89%,84.21%,2008,05,NA,The Dakota Effec
/2008/07/is_obama_the_most_liberal_sena.html,96,1.37,0:00:58,89.47%,89.47%,2008,07,NA,Is Obama The Most Liberal Sena
/2008/08/democratizing_the_tools_of_vis.html,96,1.21,0:00:13,78.95%,78.95%,2008,08,NA,Democratizing The Tools Of Vis
/2008/09/fiona_mcgillivray_has_died.html,96,1.79,0:04:10,84.21%,57.89%,2008,09,NA,Fiona Mcgillivray Has Died
/2008/11/crisis_what_crisis_1.html,96,1.63,0:00:32,68.42%,57.89%,2008,11,NA,Crisis What Crisis 1
/2009/04/the_partisan_filter_once_again.html,96,1,0:00:00,89.47%,100.00%,2009,04,NA,The Partisan Filter Once Again
/2009/06/are_a_lot_of_us_potential_mili.html,96,1,0:00:00,68.42%,100.00%,2009,06,NA,Are A Lot Of Us Potential Mili
/2009/10/honoring_tom_coburn_the_cobie.html,96,1.47,0:01:23,63.16%,78.95%,2009,10,NA,Honoring Tom Coburn The Cobie
/2009/10/news_flash_the_senate_is_consi.html,96,1.42,0:00:20,73.68%,78.95%,2009,10,NA,News Flash The Senate Is Consi
/2010/01/what_happened_during_the_rwand.html,96,1.79,0:02:13,42.11%,78.95%,2010,01,NA,What Happened During The Rwand
/2010/03/what_mattered_in_2008.html,96,1.58,0:00:53,68.42%,63.16%,2010,03,NA,What Mattered In 2008
/2010/04/a_tragedy_for_poland_a_triumph.html,96,1.05,0:00:04,68.42%,94.74%,2010,04,NA,A Tragedy For Poland A Triump
/2010/04/kyrgyzstan_as_a_rotten_door_tr.html,96,1.16,0:00:46,84.21%,84.21%,2010,04,NA,Kyrgyzstan As A Rotten Door Tr
/2010/05/beyond_the_borders_of_the_nati.html,96,1.05,0:00:03,42.11%,94.74%,2010,05,NA,Beyond The Borders Of The Nati
/2010/06/feel_the_anger_people.html,96,1.21,0:00:49,89.47%,84.21%,2010,06,NA,Feel The Anger People
/2010/06/people_want_supreme_court_just.html,96,1.21,0:00:04,31.58%,89.47%,2010,06,NA,People Want Supreme Court Jus
/2010/07/academics_and_counterinsurgent.html,96,1.32,0:00:44,68.42%,68.42%,2010,07,NA,Academics And Counterinsurgen
/2010/08/those_withered_parties.html,96,1.26,0:00:37,63.16%,89.47%,2010,08,NA,Those Withered Parties
/2011/01/pairwise_ranking_of_political_.html,96,1.11,0:00:04,100.00%,89.47%,2011,01,NA,Pairwise Ranking Of Political
/2011/03/mapping_political_ideologies_w.html,96,1.68,0:00:01,68.42%,89.47%,2011,03,NA,Mapping Political Ideologies W
/2011/03/monty_the_law_school_dog.html,96,1.42,0:00:31,73.68%,78.95%,2011,03,NA,Monty The Law School Dog
/blog/2011/05/18/6902/,96,1.16,0:00:11,89.47%,84.21%,2011,05,18,6902
/blog/2011/06/10/1-lyonss-statistical-critiques-seem-reasonable-to-me-there-could-well-be-something-important-that-im-missing-but-until-i-hear-otherwise-for-example-in-a-convincing-reply-by-christakis-and-f/,96,1.21,0:00:55,73.68%,84.21%,2011,06,10,1 Lyonss Statistical Critiques Seem Reasonable To Me There Could Well Be Something Important That Im Missing But Until I Hear Otherwise For Example In A Convincing Reply By Christakis And F
/blog/2011/06/22/do-female-candidates-still-face-a-double-bind/,96,1.16,0:00:26,89.47%,89.47%,2011,06,22,Do Female Candidates Still Face A Double Bind
/blog/2011/06/28/culture-wars-in-the-netherlands/,96,1.16,0:00:55,78.95%,84.21%,2011,06,28,Culture Wars In The Netherlands
/blog/2011/07/25/americas-first-debt-bargain/,96,1.47,0:03:02,42.11%,68.42%,2011,07,25,Americas First Debt Bargain
/blog/2011/08/15/drezner-vs-slaughter/,96,1.21,0:01:52,63.16%,78.95%,2011,08,15,Drezner Vs Slaughter
/blog/2011/09/15/the-palestine-vote-what-has-changed/,96,1.32,0:02:10,94.74%,78.95%,2011,09,15,The Palestine Vote What Has Changed
/blog/2011/09/16/uncharted-territory-in-congressional-disapproval-the-importance-of-the-my-representative-question/,96,1.32,0:00:27,78.95%,73.68%,2011,09,16,Uncharted Territory In Congressional Disapproval The Importance Of The My Representative Question
/blog/2011/10/25/all-that-you-ever-wanted-to-know-about-the-political-economy-of-small-businesses-in-italy-but-were-afraid-to-ask-and-much-much-more/,96,1.11,0:01:55,78.95%,94.74%,2011,10,25,All That You Ever Wanted To Know About The Political Economy Of Small Businesses In Italy But Were Afraid To Ask And Much Much More
/2008/01/post_26.html,91,2.56,0:03:07,66.67%,66.67%,2008,01,NA,Post 26
/2008/04/how_much_has_obama_been_hurt_b.html,91,1.5,0:03:23,77.78%,61.11%,2008,04,NA,How Much Has Obama Been Hurt B
/2008/06/can_condi_rice_rock.html,91,1,0:00:00,100.00%,100.00%,2008,06,NA,Can Condi Rice Rock
/2008/10/how_the_financial_crisis_could.html,91,1,0:00:00,72.22%,100.00%,2008,10,NA,How The Financial Crisis Could
/2008/11/patriotism_nationalism_and_the.html,91,1.06,0:00:27,94.44%,94.44%,2008,11,NA,Patriotism Nationalism And The
/2008/11/turnout.html,91,1.28,0:02:09,88.89%,83.33%,2008,11,NA,Turnou
/2009/02/post_164.html,91,1.78,0:01:09,83.33%,61.11%,2009,02,NA,Post 164
/2009/03/political_scientists_vs_politi.html,91,1.17,0:00:04,38.89%,83.33%,2009,03,NA,Political Scientists Vs Politi
/2009/04/eu_profiler.html,91,1.17,0:00:09,83.33%,83.33%,2009,04,NA,Eu Profiler
/2009/04/you_can_draw_ohios_congression.html,91,1,0:00:00,72.22%,100.00%,2009,04,NA,You Can Draw Ohios Congression
/2009/05/friend_sense_1.html,91,1.44,0:03:48,100.00%,83.33%,2009,05,NA,Friend Sense 1
/2009/07/should_we_get_rid_of_polls.html,91,1.33,0:01:20,77.78%,77.78%,2009,07,NA,Should We Get Rid Of Polls
/2009/10/does_gerrymandering_protect_ho.html,91,1,0:00:00,50.00%,100.00%,2009,10,NA,Does Gerrymandering Protect Ho
/2010/06/elaborating_on_the_statement_t.html,91,1.11,0:00:04,16.67%,94.44%,2010,06,NA,Elaborating On The Statement
/2010/09/more_on_the_polisci_job_market.html,91,1.17,0:00:17,72.22%,83.33%,2010,09,NA,More On The Polisci Job Marke
/2011/01/post_259.html,91,1.28,0:01:44,61.11%,72.22%,2011,01,NA,Post 259
/2011/02/how_do_presidents_matter_in_fo.html,91,1.56,0:01:59,61.11%,50.00%,2011,02,NA,How Do Presidents Matter In Fo
/2011/02/senate_reform_still_possible.html,91,1.11,0:00:44,66.67%,88.89%,2011,02,NA,Senate Reform Still Possible
/2011/02/what_drives_anti-americanism_i.html,91,1.33,0:00:13,72.22%,88.89%,2011,02,NA,What_drives_anti Americanism_i
/2011/03/mosques_make_muslim-americans_.html,91,1.11,0:00:59,72.22%,88.89%,2011,03,NA,Mosques_make_muslim Americans_
/2011/03/pre-election_report_nigerian_p.html,91,1.06,0:00:02,100.00%,94.44%,2011,03,NA,Pre Election_report_nigerian_p
/2011/04/any_research_on_attack_ads_in_.html,91,1,0:00:00,66.67%,100.00%,2011,04,NA,Any Research On Attack Ads In
/2011/04/significance.html,91,25.5,0:07:04,83.33%,66.67%,2011,04,NA,Significance
/2011/04/war_mass_mobilization_and_taxi.html,91,1.06,0:00:13,61.11%,94.44%,2011,04,NA,War Mass Mobilization And Taxi
/blog/2010/10/27/so_you_want_to_get_a_phd_in_po/,91,1.17,0:00:31,100.00%,88.89%,2010,10,27,So You Want To Get A Phd In Po
/blog/2011/05/25/fear-v-facts/,91,1.11,0:00:26,77.78%,88.89%,2011,05,25,Fear V Facts
/blog/2011/09/21/forecasting-spanish-elections-2011-spanish-pre-election-report/,91,1.11,0:00:01,88.89%,88.89%,2011,09,21,Forecasting Spanish Elections 2011 Spanish Pre Election Report
/blog/2011/10/24/11470/,91,2.06,0:03:46,55.56%,61.11%,2011,10,24,11470
/blog/2012/01/15/the-syrian-conflict-is-already-a-civil-war/,91,1.22,0:00:06,72.22%,77.78%,2012,01,15,The Syrian Conflict Is Already A Civil War
/blog/2012/02/14/swing-state-economies-do-they-even-matter/,91,1.44,0:01:41,88.89%,83.33%,2012,02,14,Swing State Economies Do They Even Matter
/2008/01/post_28.html,86,1.35,0:01:02,94.12%,76.47%,2008,01,NA,Post 28
/2008/02/post_64.html,86,1.35,0:01:45,76.47%,76.47%,2008,02,NA,Post 64
/2008/05/the_dismal_economics_of_bigtim.html,86,1,0:00:00,94.12%,100.00%,2008,05,NA,The Dismal Economics Of Bigti
/2008/06/can_they_really_do_that.html,86,1.24,0:00:07,88.24%,88.24%,2008,06,NA,Can They Really Do Tha
/2008/06/immigration_and_crime.html,86,1.06,0:10:52,100.00%,88.24%,2008,06,NA,Immigration And Crime
/2009/02/constitutionmakingorg.html,86,1.18,0:00:21,88.24%,82.35%,2009,02,NA,Constitutionmakingorg
/2009/06/post_210.html,86,1,0:00:00,64.71%,100.00%,2009,06,NA,Post 210
/2009/07/income_tax_burden_tax_burden.html,86,1.24,0:00:34,88.24%,82.35%,2009,07,NA,Income Tax Burden Tax Burden
/2009/09/improving_political_discourse.html,86,1.71,0:01:14,58.82%,70.59%,2009,09,NA,Improving Political Discourse
/2009/10/politics_and_fun_or_how_to_dea_1.html,86,1.18,0:00:32,88.24%,88.24%,2009,10,NA,Politics And Fun Or How To Dea 1
/2009/10/post_243.html,86,1.06,0:00:08,82.35%,94.12%,2009,10,NA,Post 243
/2009/12/hypertargeted_pornography_1.html,86,1.35,0:00:45,76.47%,76.47%,2009,12,NA,Hypertargeted Pornography 1
/2010/02/revisiting_that_republicans_ar.html,86,1.65,0:01:30,82.35%,64.71%,2010,02,NA,Revisiting That Republicans Ar
/2010/03/has_health_care_reform_enraged.html,86,1.29,0:00:07,47.06%,94.12%,2010,03,NA,Has Health Care Reform Enraged
/2010/03/on_the_irrelevance_of_politica.html,86,1.65,0:01:55,82.35%,58.82%,2010,03,NA,On The Irrelevance Of Politica
/2010/04/ethnic_identity_and_insurgent.html,86,1.06,0:00:20,82.35%,94.12%,2010,04,NA,Ethnic Identity And Insurgen
/2010/06/snooki_john_mccain_feels_your.html,86,1.41,0:00:13,88.24%,70.59%,2010,06,NA,Snooki John Mccain Feels Your
/2010/06/the_future_of_the_pelosi_speak.html,86,1.12,0:01:22,64.71%,88.24%,2010,06,NA,The Future Of The Pelosi Speak
/2010/10/politics_in_everything_the_pol.html,86,1.06,0:00:16,88.24%,94.12%,2010,10,NA,Politics In Everything The Po
/2010/12/weekend_frivolity_hanukkah_edi.html,86,1.18,0:00:21,88.24%,82.35%,2010,12,NA,Weekend Frivolity Hanukkah Edi
/2011/02/are_wisconsin_public_employees.html,86,1.18,0:00:40,47.06%,82.35%,2011,02,NA,Are Wisconsin Public Employees
/2011/03/potpourri_61.html,86,1.06,0:00:46,64.71%,94.12%,2011,03,NA,Potpourri 61
/2011/04/rationality_reinforces_does_no.html,86,1.12,0:00:12,64.71%,88.24%,2011,04,NA,Rationality Reinforces Does No
/2011/05/the-challenge-of-measuring-political-ideology/,86,1.47,0:01:22,64.71%,82.35%,2011,05,the-challenge-of-measuring-political-ideology,
/blog/2011/03/23/clean_elections_vs_political_s/,86,2.41,0:04:54,58.82%,47.06%,2011,03,23,Clean Elections Vs Political S
/blog/2011/05/26/why-aren‰Ûªt-there-irb‰Ûªs-for-the-development-industry/,86,1.06,0:00:05,41.18%,94.12%,2011,05,26,Why Aren‰Ûªt There Irb‰Ûªs For The Development Industry
/blog/2011/07/11/why-would-congress-want-a-debt-limit/,86,1.12,0:00:44,70.59%,88.24%,2011,07,11,Why Would Congress Want A Debt Limit
/blog/2011/10/30/how-important-is-turkey‰Ûªs-support-of-the-free-syrian-army/,86,1.29,0:00:18,76.47%,88.24%,2011,10,30,How Important Is Turkey‰Ûªs Support Of The Free Syrian Army
/blog/2011/11/23/i-have-a-theory/,86,1.18,0:07:42,76.47%,82.35%,2011,11,23,I Have A Theory
/blog/2011/12/07/annals-of-interesting-peer-review-decisions/,86,1.35,0:02:02,82.35%,76.47%,2011,12,07,Annals Of Interesting Peer Review Decisions
/blog/2012/02/02/the-struggling-middle-class/,86,1.29,0:00:53,82.35%,82.35%,2012,02,02,The Struggling Middle Class
/2008/01/dissecting_david_brooks.html,81,1.69,0:02:12,62.50%,62.50%,2008,01,NA,Dissecting David Brooks
/2008/02/is_the_ols_regression_model_de.html,81,1.12,0:01:03,62.50%,87.50%,2008,02,NA,Is The Ols Regression Model De
/2008/03/an_awareness_test.html,81,1.44,0:02:43,81.25%,68.75%,2008,03,NA,An Awareness Tes
/2008/05/the_dismal_economics_of_public.html,81,1.06,0:00:04,87.50%,93.75%,2008,05,NA,The Dismal Economics Of Public
/2008/07/lawyers_starting_salaries.html,81,1.06,0:00:03,81.25%,93.75%,2008,07,NA,Lawyers Starting Salaries
/2008/08/an_obama_effect_part_iii.html,81,1.19,0:00:36,81.25%,87.50%,2008,08,NA,An Obama Effect Part Iii
/2008/09/post_123.html,81,1.44,0:01:21,81.25%,75.00%,2008,09,NA,Post 123
/2008/11/truths_and_myths_about_electio.html,81,3.12,0:05:30,37.50%,56.25%,2008,11,NA,Truths And Myths About Electio
/2008/12/1860_cotton_production_and_the.html,81,1.31,0:00:32,87.50%,81.25%,2008,12,NA,1860 Cotton Production And The
/2009/06/documentary_on_katz_and_lazars.html,81,1.31,0:01:13,87.50%,81.25%,2009,06,NA,Documentary On Katz And Lazars
/2009/07/the_death_of_libertarianism_1.html,81,1.44,0:00:53,81.25%,75.00%,2009,07,NA,The Death Of Libertarianism 1
/2009/09/football_and_social_science_1.html,81,1.25,0:00:25,43.75%,81.25%,2009,09,NA,Football And Social Science 1
/2009/10/its_not_all_about_the_benjamin.html,81,2.62,0:07:16,62.50%,62.50%,2009,10,NA,Its Not All About The Benjamin
/2009/11/almost_weekend_frivolity_spide.html,81,1.06,0:00:02,75.00%,93.75%,2009,11,NA,Almost Weekend Frivolity Spide
/2009/11/health_care_strategery.html,81,1.19,0:00:19,56.25%,81.25%,2009,11,NA,Health Care Strategery
/2009/11/revisiting_coburn.html,81,1.12,0:00:04,75.00%,87.50%,2009,11,NA,Revisiting Coburn
/2009/12/saint_nicholas_and_black_pete.html,81,1.62,0:02:35,75.00%,68.75%,2009,12,NA,Saint Nicholas And Black Pete
/2010/04/let_me_save_clive_crook_the_tr.html,81,1.25,0:02:27,75.00%,93.75%,2010,04,NA,Let Me Save Clive Crook The Tr
/2010/05/why_such_a_quick_coalition_for.html,81,1.56,0:01:36,50.00%,87.50%,2010,05,NA,Why Such A Quick Coalition For
/2010/06/politics_everywhere_snooki.html,81,1.19,0:00:02,87.50%,87.50%,2010,06,NA,Politics Everywhere Snooki
/2010/09/myths_about_the_kennedynixon_d.html,81,1.06,0:00:01,75.00%,93.75%,2010,09,NA,Myths About The Kennedynixon D
