Landing Page,Visits,Pages/Visit,Avg. Time on Site,% New Visits,Bounce Rate
/blog/2011/06/28/unionization-and-inequality/,147,1.07,0:00:56,82.76%,96.55%
/blog/2011/08/17/the-problems-with-studying-civilian-casualties-from-drone-usage-in-pakistan-what-we-can‰Ûªt-know/,147,1.07,0:00:02,62.07%,93.10%
/blog/2011/12/05/can-the-president-use-the-pardon-power-to-adopt-the-dream-act/?wpisrc=nl_wonk,147,1.21,0:00:08,86.21%,89.66%
/blog/2012/02/14/zombie-politics-the-voting-behavior-of-white-working-class/,147,1,0:00:00,82.76%,100.00%
/2009/09/the_case_for_filibustering_or.html,142,1.46,0:01:27,67.86%,75.00%
/2009/10/crime_the_striking_gap_between.html,142,1.07,0:00:00,78.57%,92.86%
/2009/10/the_hunt_for_campaign_effects_2.html,142,1.18,0:00:48,78.57%,89.29%
/2009/10/when_do_people_resist_occupati.html,142,1.07,0:00:02,78.57%,92.86%
/2010/01/everything_you_wanted_to_know_1.html,142,1.75,0:03:36,57.14%,71.43%
/2010/04/the_absolute_and_egregious_mal.html,142,1.04,0:00:01,75.00%,96.43%
/2010/05/what_does_the_new_british_coal.html,142,1.07,0:01:16,60.71%,89.29%
/2010/07/how_facts_backfire.html,142,1.43,0:00:21,53.57%,64.29%
/2010/11/2010_what_happened.html,142,1.29,0:01:08,46.43%,75.00%
/2011/02/the_tea_party_and_the_patriot_.html,142,1.25,0:00:44,71.43%,75.00%
/2011/04/making_a_killing.html,142,1.07,0:00:35,75.00%,92.86%
/blog/2010/11/16/do_democrats_understand_politi/,142,1.18,0:01:06,96.43%,89.29%
/blog/2011/06/08/can-anthony-weiner-survive/,142,1.43,0:01:46,75.00%,82.14%
/blog/2011/07/11/usa-usa-title-ix-title-ix-culture-vs-institutions-in-womens-soccer/,142,1.21,0:00:12,85.71%,85.71%
/2009/03/on_political_journalism_and_po.html,137,1.3,0:01:43,81.48%,81.48%
/2009/03/post_169.html,137,1.37,0:01:09,100.00%,77.78%
/2009/05/post_194.html,137,1.26,0:01:58,81.48%,81.48%
/2009/11/public_opinion_two_decades_aft.html,137,1.07,0:00:29,92.59%,92.59%
/2009/11/why_did_democrats_support_the.html,137,1.59,0:03:13,62.96%,48.15%
/2010/11/which_roll_call_votes_hurt_the.html,137,1.3,0:01:15,59.26%,74.07%
/2011/04/is_birtherism_just_reflex.html,137,1.15,0:01:15,81.48%,88.89%
/blog/2011/03/01/why_security_studies_should_ta/,137,1.04,0:00:02,88.89%,96.30%
/blog/2011/07/20/realpolitik-and-dragons/,137,1,0:00:00,85.19%,100.00%
/blog/2011/08/02/the-debt-ceiling-deal-what-should-we-have-expected/,137,1.22,0:00:26,29.63%,85.19%
/blog/2012/01/03/the-representativeness-of-iowa-caucusgoers/,137,1.22,0:00:14,92.59%,85.19%
/2008/03/the_active_fantasy_lives_of_li.html,132,1.27,0:00:53,76.92%,76.92%
/2008/07/psychologists_run_experiments.html,132,1.19,0:00:15,61.54%,84.62%
/2008/10/post_132.html,132,1.19,0:01:12,84.62%,84.62%
/2008/12/when_philosophers_date.html,132,1.12,0:00:11,84.62%,92.31%
/2010/08/politics_everywhere_why_univer_1.html,132,1.12,0:01:22,80.77%,88.46%
/2010/10/ambivalent_partisans.html,132,1.04,0:00:11,65.38%,96.15%
/2011/02/us_military_support_and_terror.html,132,1.19,0:00:28,84.62%,84.62%
/2011/03/angry_on_facebook_good_for_cam.html,132,1.19,0:00:47,84.62%,88.46%
/2011/04/the_partisan_trust_gap.html,132,1.15,0:00:03,69.23%,92.31%
/2011/05/the-monkey-cage-named-blog-of-the-year/,132,1.5,0:01:42,80.77%,69.23%
/blog/2011/05/24/harsh-prison-conditions-do-not-reduce-recidivism/,132,1.46,0:01:15,92.31%,73.08%
/blog/2011/07/13/why-do-we-have-a-debt-ceiling/,132,1.04,0:00:36,53.85%,96.15%
/blog/2011/08/11/help-reform-the-institutional-review-board-irb-system/,132,1.15,0:00:10,69.23%,92.31%
/blog/2011/08/31/monkey-cage-apsa-reception-with-ezra-klein/,132,1.04,0:00:40,84.62%,96.15%
/blog/2011/11/07/revealing-the-submerged-state/,132,1.58,0:01:06,76.92%,53.85%
/blog/2011/12/09/everybody-hates-jon/,132,1.19,0:00:08,80.77%,80.77%
/blog/2011/12/20/tom-coburn-flip-flops-on-nsf-funding-of-political-science-research/,132,1.15,0:00:16,84.62%,88.46%
/blog/2012/01/18/does-political-science-research-inform-policy-opinions-of-scholars/,132,1.04,0:00:14,88.46%,96.15%
/2008/04/reassessing_the_strategic_logi.html,127,1.32,0:01:20,64.00%,84.00%
/2008/10/do_fat_pregnant_women_produce.html,127,1.24,0:00:40,92.00%,80.00%
/2009/05/are_conservatives_more_clever.html,127,1.44,0:01:31,64.00%,72.00%
/2009/08/how_conservative_is_michelle_m.html,127,1.32,0:00:14,88.00%,72.00%
/2010/07/advances_needed_in_headline_te.html,127,1.04,0:00:03,92.00%,96.00%
/2010/08/what_do_americans_think_about.html,127,1.16,0:01:11,96.00%,88.00%
/2011/01/the_shrinking_soundbite_is_not.html?wpisrc=nl_wonk,127,1.04,0:00:07,32.00%,96.00%
/2011/05/who-support-islamic-militants-in-pakistan/,127,1.28,0:02:18,96.00%,80.00%
/blog/2011/06/02/how-inequality-affects-redistributive-politics/,127,1.08,0:00:01,84.00%,92.00%
/blog/2011/06/03/the-importance-of-acting-in-politics/,127,1.72,0:00:27,76.00%,64.00%
/blog/2011/06/23/people-dont-like-congress-and-thats-bad-for-republicans/,127,1,0:00:00,88.00%,100.00%
/blog/2011/09/01/shooting-a-rabbit-with-a-cannon/,127,1.04,0:00:02,52.00%,96.00%
/blog/2011/10/25/why-didnt-qaddafi-go-into-exile/,127,1.2,0:00:05,84.00%,88.00%
/2008/09/alan_brinkley_misunderstands_e.html,122,1.42,0:02:50,95.83%,75.00%
/2008/10/post_126.html,122,1.12,0:01:20,83.33%,87.50%
/2008/11/the_hunt_for_campaign_effects.html,122,1.71,0:00:28,62.50%,50.00%
/2008/12/post_145.html,122,1.38,0:01:21,62.50%,75.00%
/2009/02/post_161.html,122,1.38,0:01:03,70.83%,87.50%
/2009/04/bush_and_obama_approval_rating_1.html,122,1.08,0:00:01,66.67%,91.67%
/2009/04/the_twitter_revolution.html,122,1.04,0:00:03,50.00%,95.83%
/2009/05/post_192.html,122,1.5,0:01:22,87.50%,79.17%
/2009/06/the_hobbesian_world_of_democra.html,122,1.38,0:00:33,58.33%,79.17%
/2009/07/kicking_powerpoint_out_of_the.html,122,1.12,0:00:32,75.00%,87.50%
/2009/09/what_difference_will_obamas_sp.html,122,1.12,0:00:21,75.00%,87.50%
/2010/06/the_america_speaks_forums_and.html,122,1.29,0:00:20,83.33%,83.33%
/2010/07/the_difficulty_of_doing_qualit.html,122,1.12,0:01:02,83.33%,91.67%
/2010/09/midterm_forecast_update.html,122,1.21,0:00:28,100.00%,79.17%
/2010/10/what_divided_government_does_d.html,122,1.29,0:00:36,54.17%,83.33%
/2011/04/democrats_do_better_among_the_.html,122,1,0:00:00,58.33%,100.00%
/blog/2011/06/08/2011-portugese-parliamentary-election-post-election-report/,122,1.17,0:00:38,79.17%,91.67%
/blog/2011/07/21/fox-news-coverage-of-the-phone-hacking-scandal/,122,1.46,0:01:09,91.67%,91.67%
/blog/2011/08/02/an-anti-establishment-vote/,122,1.17,0:00:24,91.67%,87.50%
/blog/2011/11/17/vanderbilt-poll-gingrich-and-cain-romney-and-perry/,122,1.12,0:00:05,75.00%,87.50%
/blog/2011/11/27/historian-and-journalist-slug-it-out/,122,1.33,0:00:37,79.17%,79.17%
/blog/2012/01/23/perhaps-party-elites-were-influential-in-south-carolina/,122,1,0:00:00,87.50%,100.00%
/blog/2012/01/27/electoral-fraud-in-russia-report-from-the-russian-blogosphere/,122,1.38,0:01:08,45.83%,83.33%
/wars.jpg,122,1,0:00:00,4.17%,100.00%
/2008/05/tom_lehrer_on_political_scienc.html,117,1.09,0:00:38,73.91%,91.30%
/2008/07/inequality_and_information_amo.html,117,1.26,0:00:09,82.61%,91.30%
/2009/06/the_median_voter_theorem_as_a.html,117,1.26,0:03:09,65.22%,78.26%
/2009/09/universities_and_graduation_ra_1.html,117,1.26,0:01:00,91.30%,86.96%
/2009/10/income_inequality_and_partisan.html,117,1.22,0:00:32,56.52%,86.96%
/2009/11/the_news_diet_of_richard_m_nix.html,117,1.09,0:00:04,86.96%,91.30%
/2010/02/a_little_evidence_on_corporate.html,117,1.13,0:01:54,86.96%,91.30%
/2010/02/the_economy_structures_everyth.html,117,1.52,0:01:04,82.61%,73.91%
/2010/09/political_science_forecasts_fo.html,117,1.22,0:00:11,52.17%,82.61%
/2010/11/incumbency_advantage_in_2010.html,117,1.48,0:00:15,65.22%,60.87%
/2011/03/the_domestic_politics_of_the_u.html,117,1.43,0:00:41,73.91%,82.61%
/2011/04/jerome_frank_vindicated.html,117,1.09,0:00:11,73.91%,91.30%
/blog/2011/07/29/thoughts-on-groseclose-book-on-media-bias/,117,1.17,0:01:00,82.61%,86.96%
/blog/2011/10/12/even-the-liberal-new-republic-opposes-occupy-wall-street-what-does-that-mean/,117,1.04,0:00:14,52.17%,95.65%
/blog/2012/01/04/on-to-new-hampshire-land-of-the/,117,1,0:00:00,91.30%,100.00%
/2008/02/post_54.html,112,1.41,0:02:55,59.09%,77.27%
/2009/06/are_republicans_more_likely_to.html,112,1.18,0:01:10,95.45%,95.45%
/2009/10/filibuster_finale.html,112,2,0:02:51,45.45%,68.18%
/2009/11/stv_and_party_identification.html,112,1.45,0:00:28,22.73%,72.73%
/2009/11/why_senators_filibuster.html,112,1.18,0:00:14,68.18%,95.45%
/2010/03/what_happens_when_congress.html,112,1.09,0:00:14,63.64%,90.91%
/2010/04/federal_spending_in_red_and_bl.html,112,1.09,0:00:09,63.64%,95.45%
/2010/05/pelosi_and_health_care_how_imp.html,112,1.23,0:01:02,59.09%,81.82%
/2010/05/strategic_voting_in_the_uk.html,112,1.18,0:00:08,68.18%,90.91%
/2010/07/the_politics_of_drift.html,112,1.09,0:00:03,72.73%,95.45%
/2010/08/me_talking_to_politico_on_2010.html,112,1.18,0:00:35,86.36%,86.36%
/2010/08/presidential_vacations_a_sunda.html,112,1.23,0:00:57,72.73%,77.27%
/2010/09/on_the_irrelevance_of_politica_1.html,112,1.14,0:01:02,86.36%,90.91%
/2010/11/how_much_did_the_tea_party_hel.html,112,2.23,0:06:09,68.18%,63.64%
/2010/11/our_patchwork_nation.html,112,1.05,0:00:18,77.27%,95.45%
/2011/02/oops.html,112,1.14,0:00:35,86.36%,86.36%
/2011/03/solving_the_climate_change_att.html,112,1.73,0:01:54,59.09%,50.00%
/2011/03/where_does_japan_put_nuclear_f.html,112,1.14,0:00:33,81.82%,90.91%
/2011/04/presiden.html,112,1.23,0:00:42,59.09%,81.82%
/blog/2011/05/25/political-theory-tats/,112,1.41,0:00:10,95.45%,86.36%
/blog/2011/06/08/frances-comparative-advantage-neo-liberalism/,112,1.09,0:00:55,90.91%,90.91%
/blog/2011/06/20/scientists-are-talking-but-mostly-to-each-other/,112,1,0:00:00,90.91%,100.00%
/blog/2011/08/23/rick-perrys-eggheads/,112,1.77,0:02:43,77.27%,72.73%
/blog/2011/10/27/one-mans-outlier-is-another-mans-high-leverage-case/,112,1.14,0:00:50,50.00%,90.91%
/blog/2011/12/12/tea-party-racism-some-experimental-evidence/,112,1.09,0:00:07,72.73%,90.91%
/blog/2012/01/05/romney-08-vs-romney-12-not-the-same-voters/,112,1.05,0:00:02,81.82%,95.45%
/2008/03/rap_music_primes_latent_sexism.html,106,1,0:00:00,80.95%,100.00%
/2008/11/jewish_wassup.html,106,1.24,0:00:08,71.43%,90.48%
/2009/08/everybody_in_academia_hates_th_1.html,106,1.1,0:00:55,90.48%,90.48%
/2009/10/my_two_cents_on_coburns_propos.html,106,1.19,0:02:03,80.95%,80.95%
/2010/04/more_on_plateofspaghetti_graph.html,106,1.38,0:00:15,85.71%,80.95%
/2010/07/does_executive_experience_make.html,106,1.1,0:00:08,71.43%,95.24%
/2010/07/on_writing_about_the_economy_a.html,106,1.57,0:01:11,71.43%,80.95%
/2010/09/the_visual_display_of_quantita_1.html,106,1.05,0:00:24,71.43%,95.24%
/2010/12/bleg_what_difference_did_citiz.html,106,1.38,0:01:20,61.90%,71.43%
/2011/01/the_bad_borders_meme.html,106,1.33,0:00:25,76.19%,85.71%
/2011/02/some_thoughts_on_authoritarian.html,106,1.19,0:00:02,76.19%,85.71%
/2011/02/the_question_about_sarah_palin.html,106,1,0:00:00,90.48%,100.00%
/2011/04/congressional_dealmaking.html?wpisrc=nl_wonk,106,1.76,0:00:32,90.48%,76.19%
/blog/2011/05/19/worst-chart-ever/,106,1.29,0:00:19,80.95%,95.24%
/blog/2011/08/08/can-bloggers-help-draw-attention-to-academic-papers/,106,1.05,0:00:02,80.95%,95.24%
/blog/2011/08/18/presidential-vs-parliamentary-systems-responsiveness-to-public-opinion-and-financial-markets/,106,1.43,0:00:45,66.67%,76.19%
/blog/2012/01/04/moral-hazard-in-authoritarian-repression-and-the-fate-of-dictators/,106,1.14,0:00:59,52.38%,90.48%
/2008/02/the_democratic_veepstakes_2008.html,101,1.05,0:00:18,85.00%,95.00%
/2008/04/annals_of_improbable_research.html,101,1.4,0:01:17,80.00%,95.00%
/2008/10/americanists_and_political_eco.html,101,1.4,0:01:30,65.00%,80.00%
/2008/10/visualizing_the_vicepresidenti.html,101,1.3,0:01:06,90.00%,75.00%
/2009/05/will_the_recession_lead_to_bet.html,101,1.1,0:00:49,90.00%,90.00%
/2009/09/racial_attitudes_and_party_ide.html,101,1.25,0:01:55,85.00%,85.00%
/2010/02/time_to_say_goodbye_sigelman_m.html,101,1.55,0:01:36,75.00%,80.00%
/2010/03/do_blog_readers_selfsegregate.html,101,1.35,0:00:09,70.00%,85.00%
/2010/03/more_on_dutch_politics.html,101,1.15,0:00:28,70.00%,90.00%
/2010/05/polarization_everywhere_energy.html,101,1.15,0:00:36,85.00%,90.00%
/2010/06/do_americans_really_want_to_cu.html,101,1.45,0:01:30,65.00%,80.00%
/2010/09/post_257.html,101,1.3,0:00:30,60.00%,80.00%
/2010/11/a_conversation_about_wikileaks.html,101,1.15,0:00:05,75.00%,85.00%
/2011/01/two_more_things_on_sotu.html,101,1,0:00:00,60.00%,100.00%
/2011/02/party_identification_and_attit.html,101,1.3,0:00:52,75.00%,85.00%
/2011/03/authoritarian_personality_cult.html,101,1.15,0:00:29,60.00%,90.00%
/2011/04/congressional_dealmaking.html,101,1.45,0:03:01,65.00%,75.00%
/blog/2008/11/06/truths_and_myths_about_the_200_2/,101,1.35,0:02:49,90.00%,75.00%
/blog/2011/07/10/does-nudging-explain-differences-in-organ-donation-rates/,101,2.5,0:03:30,85.00%,45.00%
/blog/2011/09/26/peter-orszag-on-too-much-of-a-good-thing-why-we-need-less-democracy/,101,1.45,0:00:38,65.00%,75.00%
/blog/2011/11/10/why-we-need-more-polls/,101,1.2,0:00:13,90.00%,90.00%
/blog/2011/11/18/underemphasized-points-about-the-economy-and-elections/,101,1.1,0:00:16,75.00%,95.00%
/blog/2012/01/05/iran‰Ûªs-dangerous-bluster-over-the-strait-of-hormuz/,101,1.4,0:00:17,95.00%,90.00%
/2008/02/post_56.html,96,1.47,0:02:07,73.68%,68.42%
/2008/05/are_jews_drifting_to_the_right.html,96,1.11,0:00:41,94.74%,89.47%
/2008/05/the_dakota_effect.html,96,1.37,0:00:24,57.89%,84.21%
/2008/07/is_obama_the_most_liberal_sena.html,96,1.37,0:00:58,89.47%,89.47%
/2008/08/democratizing_the_tools_of_vis.html,96,1.21,0:00:13,78.95%,78.95%
/2008/09/fiona_mcgillivray_has_died.html,96,1.79,0:04:10,84.21%,57.89%
/2008/11/crisis_what_crisis_1.html,96,1.63,0:00:32,68.42%,57.89%
/2009/04/the_partisan_filter_once_again.html,96,1,0:00:00,89.47%,100.00%
/2009/06/are_a_lot_of_us_potential_mili.html,96,1,0:00:00,68.42%,100.00%
/2009/10/honoring_tom_coburn_the_cobie.html,96,1.47,0:01:23,63.16%,78.95%
/2009/10/news_flash_the_senate_is_consi.html,96,1.42,0:00:20,73.68%,78.95%
/2010/01/what_happened_during_the_rwand.html,96,1.79,0:02:13,42.11%,78.95%
/2010/03/what_mattered_in_2008.html,96,1.58,0:00:53,68.42%,63.16%
/2010/04/a_tragedy_for_poland_a_triumph.html,96,1.05,0:00:04,68.42%,94.74%
/2010/04/kyrgyzstan_as_a_rotten_door_tr.html,96,1.16,0:00:46,84.21%,84.21%
/2010/05/beyond_the_borders_of_the_nati.html,96,1.05,0:00:03,42.11%,94.74%
/2010/06/feel_the_anger_people.html,96,1.21,0:00:49,89.47%,84.21%
/2010/06/people_want_supreme_court_just.html,96,1.21,0:00:04,31.58%,89.47%
/2010/07/academics_and_counterinsurgent.html,96,1.32,0:00:44,68.42%,68.42%
/2010/08/those_withered_parties.html,96,1.26,0:00:37,63.16%,89.47%
/2011/01/pairwise_ranking_of_political_.html,96,1.11,0:00:04,100.00%,89.47%
/2011/03/mapping_political_ideologies_w.html,96,1.68,0:00:01,68.42%,89.47%
/2011/03/monty_the_law_school_dog.html,96,1.42,0:00:31,73.68%,78.95%
/blog/2011/05/18/6902/,96,1.16,0:00:11,89.47%,84.21%
/blog/2011/06/10/1-lyonss-statistical-critiques-seem-reasonable-to-me-there-could-well-be-something-important-that-im-missing-but-until-i-hear-otherwise-for-example-in-a-convincing-reply-by-christakis-and-f/,96,1.21,0:00:55,73.68%,84.21%
/blog/2011/06/22/do-female-candidates-still-face-a-double-bind/,96,1.16,0:00:26,89.47%,89.47%
/blog/2011/06/28/culture-wars-in-the-netherlands/,96,1.16,0:00:55,78.95%,84.21%
/blog/2011/07/25/americas-first-debt-bargain/,96,1.47,0:03:02,42.11%,68.42%
/blog/2011/08/15/drezner-vs-slaughter/,96,1.21,0:01:52,63.16%,78.95%
/blog/2011/09/15/the-palestine-vote-what-has-changed/,96,1.32,0:02:10,94.74%,78.95%
/blog/2011/09/16/uncharted-territory-in-congressional-disapproval-the-importance-of-the-my-representative-question/,96,1.32,0:00:27,78.95%,73.68%
/blog/2011/10/25/all-that-you-ever-wanted-to-know-about-the-political-economy-of-small-businesses-in-italy-but-were-afraid-to-ask-and-much-much-more/,96,1.11,0:01:55,78.95%,94.74%
/2008/01/post_26.html,91,2.56,0:03:07,66.67%,66.67%
/2008/04/how_much_has_obama_been_hurt_b.html,91,1.5,0:03:23,77.78%,61.11%
/2008/06/can_condi_rice_rock.html,91,1,0:00:00,100.00%,100.00%
/2008/10/how_the_financial_crisis_could.html,91,1,0:00:00,72.22%,100.00%
/2008/11/patriotism_nationalism_and_the.html,91,1.06,0:00:27,94.44%,94.44%
/2008/11/turnout.html,91,1.28,0:02:09,88.89%,83.33%
/2009/02/post_164.html,91,1.78,0:01:09,83.33%,61.11%
/2009/03/political_scientists_vs_politi.html,91,1.17,0:00:04,38.89%,83.33%
/2009/04/eu_profiler.html,91,1.17,0:00:09,83.33%,83.33%
/2009/04/you_can_draw_ohios_congression.html,91,1,0:00:00,72.22%,100.00%
/2009/05/friend_sense_1.html,91,1.44,0:03:48,100.00%,83.33%
/2009/07/should_we_get_rid_of_polls.html,91,1.33,0:01:20,77.78%,77.78%
/2009/10/does_gerrymandering_protect_ho.html,91,1,0:00:00,50.00%,100.00%
/2010/06/elaborating_on_the_statement_t.html,91,1.11,0:00:04,16.67%,94.44%
/2010/09/more_on_the_polisci_job_market.html,91,1.17,0:00:17,72.22%,83.33%
/2011/01/post_259.html,91,1.28,0:01:44,61.11%,72.22%
/2011/02/how_do_presidents_matter_in_fo.html,91,1.56,0:01:59,61.11%,50.00%
/2011/02/senate_reform_still_possible.html,91,1.11,0:00:44,66.67%,88.89%
/2011/02/what_drives_anti-americanism_i.html,91,1.33,0:00:13,72.22%,88.89%
/2011/03/mosques_make_muslim-americans_.html,91,1.11,0:00:59,72.22%,88.89%
/2011/03/pre-election_report_nigerian_p.html,91,1.06,0:00:02,100.00%,94.44%
/2011/04/any_research_on_attack_ads_in_.html,91,1,0:00:00,66.67%,100.00%
/2011/04/significance.html,91,25.5,0:07:04,83.33%,66.67%
/2011/04/war_mass_mobilization_and_taxi.html,91,1.06,0:00:13,61.11%,94.44%
/blog/2010/10/27/so_you_want_to_get_a_phd_in_po/,91,1.17,0:00:31,100.00%,88.89%
/blog/2011/05/25/fear-v-facts/,91,1.11,0:00:26,77.78%,88.89%
/blog/2011/09/21/forecasting-spanish-elections-2011-spanish-pre-election-report/,91,1.11,0:00:01,88.89%,88.89%
/blog/2011/10/24/11470/,91,2.06,0:03:46,55.56%,61.11%
/blog/2012/01/15/the-syrian-conflict-is-already-a-civil-war/,91,1.22,0:00:06,72.22%,77.78%
/blog/2012/02/14/swing-state-economies-do-they-even-matter/,91,1.44,0:01:41,88.89%,83.33%
/2008/01/post_28.html,86,1.35,0:01:02,94.12%,76.47%
/2008/02/post_64.html,86,1.35,0:01:45,76.47%,76.47%
/2008/05/the_dismal_economics_of_bigtim.html,86,1,0:00:00,94.12%,100.00%
/2008/06/can_they_really_do_that.html,86,1.24,0:00:07,88.24%,88.24%
/2008/06/immigration_and_crime.html,86,1.06,0:10:52,100.00%,88.24%
/2009/02/constitutionmakingorg.html,86,1.18,0:00:21,88.24%,82.35%
/2009/06/post_210.html,86,1,0:00:00,64.71%,100.00%
/2009/07/income_tax_burden_tax_burden.html,86,1.24,0:00:34,88.24%,82.35%
/2009/09/improving_political_discourse.html,86,1.71,0:01:14,58.82%,70.59%
/2009/10/politics_and_fun_or_how_to_dea_1.html,86,1.18,0:00:32,88.24%,88.24%
/2009/10/post_243.html,86,1.06,0:00:08,82.35%,94.12%
/2009/12/hypertargeted_pornography_1.html,86,1.35,0:00:45,76.47%,76.47%
/2010/02/revisiting_that_republicans_ar.html,86,1.65,0:01:30,82.35%,64.71%
/2010/03/has_health_care_reform_enraged.html,86,1.29,0:00:07,47.06%,94.12%
/2010/03/on_the_irrelevance_of_politica.html,86,1.65,0:01:55,82.35%,58.82%
/2010/04/ethnic_identity_and_insurgent.html,86,1.06,0:00:20,82.35%,94.12%
/2010/06/snooki_john_mccain_feels_your.html,86,1.41,0:00:13,88.24%,70.59%
/2010/06/the_future_of_the_pelosi_speak.html,86,1.12,0:01:22,64.71%,88.24%
/2010/10/politics_in_everything_the_pol.html,86,1.06,0:00:16,88.24%,94.12%
/2010/12/weekend_frivolity_hanukkah_edi.html,86,1.18,0:00:21,88.24%,82.35%
/2011/02/are_wisconsin_public_employees.html,86,1.18,0:00:40,47.06%,82.35%
/2011/03/potpourri_61.html,86,1.06,0:00:46,64.71%,94.12%
/2011/04/rationality_reinforces_does_no.html,86,1.12,0:00:12,64.71%,88.24%
/2011/05/the-challenge-of-measuring-political-ideology/,86,1.47,0:01:22,64.71%,82.35%
/blog/2011/03/23/clean_elections_vs_political_s/,86,2.41,0:04:54,58.82%,47.06%
/blog/2011/05/26/why-aren‰Ûªt-there-irb‰Ûªs-for-the-development-industry/,86,1.06,0:00:05,41.18%,94.12%
/blog/2011/07/11/why-would-congress-want-a-debt-limit/,86,1.12,0:00:44,70.59%,88.24%
/blog/2011/10/30/how-important-is-turkey‰Ûªs-support-of-the-free-syrian-army/,86,1.29,0:00:18,76.47%,88.24%
/blog/2011/11/23/i-have-a-theory/,86,1.18,0:07:42,76.47%,82.35%
/blog/2011/12/07/annals-of-interesting-peer-review-decisions/,86,1.35,0:02:02,82.35%,76.47%
/blog/2012/02/02/the-struggling-middle-class/,86,1.29,0:00:53,82.35%,82.35%
/2008/01/dissecting_david_brooks.html,81,1.69,0:02:12,62.50%,62.50%
/2008/02/is_the_ols_regression_model_de.html,81,1.12,0:01:03,62.50%,87.50%
/2008/03/an_awareness_test.html,81,1.44,0:02:43,81.25%,68.75%
/2008/05/the_dismal_economics_of_public.html,81,1.06,0:00:04,87.50%,93.75%
/2008/07/lawyers_starting_salaries.html,81,1.06,0:00:03,81.25%,93.75%
/2008/08/an_obama_effect_part_iii.html,81,1.19,0:00:36,81.25%,87.50%
/2008/09/post_123.html,81,1.44,0:01:21,81.25%,75.00%
/2008/11/truths_and_myths_about_electio.html,81,3.12,0:05:30,37.50%,56.25%
/2008/12/1860_cotton_production_and_the.html,81,1.31,0:00:32,87.50%,81.25%
/2009/06/documentary_on_katz_and_lazars.html,81,1.31,0:01:13,87.50%,81.25%
/2009/07/the_death_of_libertarianism_1.html,81,1.44,0:00:53,81.25%,75.00%
/2009/09/football_and_social_science_1.html,81,1.25,0:00:25,43.75%,81.25%
/2009/10/its_not_all_about_the_benjamin.html,81,2.62,0:07:16,62.50%,62.50%
/2009/11/almost_weekend_frivolity_spide.html,81,1.06,0:00:02,75.00%,93.75%
/2009/11/health_care_strategery.html,81,1.19,0:00:19,56.25%,81.25%
/2009/11/revisiting_coburn.html,81,1.12,0:00:04,75.00%,87.50%
/2009/12/saint_nicholas_and_black_pete.html,81,1.62,0:02:35,75.00%,68.75%
/2010/04/let_me_save_clive_crook_the_tr.html,81,1.25,0:02:27,75.00%,93.75%
/2010/05/why_such_a_quick_coalition_for.html,81,1.56,0:01:36,50.00%,87.50%
/2010/06/politics_everywhere_snooki.html,81,1.19,0:00:02,87.50%,87.50%
/2010/09/myths_about_the_kennedynixon_d.html,81,1.06,0:00:01,75.00%,93.75%
/2010/09/spin_and_the_economy.html,81,1.31,0:01:23,68.75%,75.00%
/2010/12/the_red-state_blue-state_war_i.html,81,1.25,0:01:30,68.75%,81.25%
/2011/01/public_opinion_jews_and_jesus.html,81,1.31,0:00:39,81.25%,75.00%
/2011/04/upper-income_people_still_dont.html,81,1.12,0:01:54,87.50%,87.50%
/blog/2008/12/09/bcs_declares_germany_winner_of/,81,1.12,0:00:18,100.00%,93.75%
/blog/2010/09/28/the_nrc_rankings_of_political/,81,1.19,0:00:02,87.50%,87.50%
/blog/2011/06/23/the-lasting-effects-of-the-vietnam-draft-lottery/,81,1.19,0:00:39,93.75%,81.25%
/blog/2011/07/28/noooooooooooooooo/,81,1.75,0:00:51,100.00%,50.00%
/blog/2011/11/27/gop-horse-race-whats-happened-to-ron-paul/,81,1.25,0:00:34,93.75%,75.00%
/blog/2011/11/28/more-on-mandatory-voting-which-does-not-necessarily-make-electorate-less-informed/,81,1.25,0:00:54,87.50%,43.75%
/blog/2011/12/09/the-beginning-of-the-end-of-the-putin-regime-as-we-have-known-it/,81,1.31,0:00:42,81.25%,75.00%
/blog/2011/12/22/michelle-bachmann-venn-diagram/,81,1.06,0:00:13,87.50%,93.75%
/blog/2012/01/09/a-new-solidarity-movement-in-hungary/,81,1.31,0:00:40,81.25%,87.50%
/blog/2012/01/13/does-mitt-romney-have-a-wealth-problem/,81,1,0:00:00,75.00%,100.00%
/blog/2012/02/06/why-did-russia-and-china-veto/,81,1.31,0:02:01,87.50%,81.25%
/blog/2012/02/13/the-narcotic-of-government-dependency/,81,1.69,0:00:07,50.00%,75.00%
/2007/12/ken_shepsle_is_the_new_steve_c.html,76,1.27,0:00:23,73.33%,80.00%
/2008/04/implicit_prejudice_revealed_op.html,76,1.6,0:00:19,66.67%,73.33%
/2008/06/post_90.html,76,1.27,0:00:08,53.33%,93.33%
/2009/06/correct_model_for_the_iranian_1.html,76,1.2,0:00:09,100.00%,86.67%
/2009/08/has_healthcare_gotten_obama_in.html,76,1.47,0:02:05,80.00%,73.33%
/2009/12/three_myths_about_political_in/,76,1.47,0:02:42,93.33%,86.67%
/2010/01/downsizing_political_theory.html,76,1.13,0:00:08,73.33%,86.67%
/2010/01/is_obama_not_connecting.html,76,1.07,0:00:00,53.33%,93.33%
/2010/03/whats_worse_politically_passin.html,76,1.6,0:00:34,60.00%,73.33%
